mouse,Region ID,mpi,side,parent,daughter,genotype,treatment,sex,marker,Total % Area,Inclusion % Area,Neurite % Area,Inclusion per mm^2
IM 342,"c(842, 851, 834)",0.3,left,SCs,"c(""SCsg"", ""SCop"", ""SCzo"")",WT,mPFF,F,pSyn,0,0,0,0
IM 332,866,0.3,left,sctv,sctv,WT,mPFF,M,pSyn,0,0,0,0
IM 332,484682512,0.3,left,scwm,scwm,WT,mPFF,M,pSyn,0.000255795,0,0.000255795,0
IM 335,484682512,0.3,left,scwm,scwm,WT,mPFF,F,pSyn,0.002641452,0,0.002641452,0
IM 339,484682512,0.3,left,scwm,scwm,WT,mPFF,M,pSyn,0.001712021,0,0.001712021,0
IM 342,484682512,0.3,left,scwm,scwm,WT,mPFF,F,pSyn,0.001752492,0,0.001752492,0
IM 332,325,0.3,left,SGN,SGN,WT,mPFF,M,pSyn,0,0,0,0
IM 335,325,0.3,left,SGN,SGN,WT,mPFF,F,pSyn,0,0,0,0
IM 339,325,0.3,left,SGN,SGN,WT,mPFF,M,pSyn,0.000602268,0,0.000602268,0
IM 342,325,0.3,left,SGN,SGN,WT,mPFF,F,pSyn,0,0,0,0
IM 332,333,0.3,left,SH,SH,WT,mPFF,M,pSyn,0,0,0,0
IM 335,333,0.3,left,SH,SH,WT,mPFF,F,pSyn,0,0,0,0
IM 339,333,0.3,left,SH,SH,WT,mPFF,M,pSyn,0,0,0,0
IM 342,333,0.3,left,SH,SH,WT,mPFF,F,pSyn,0,0,0,0
IM 332,342,0.3,left,SI,SI,WT,mPFF,M,pSyn,0.000388792,0,0.000388792,0
IM 335,342,0.3,left,SI,SI,WT,mPFF,F,pSyn,0.002176035,0,0.002176035,0
IM 339,342,0.3,left,SI,SI,WT,mPFF,M,pSyn,0.000569861,0,0.000569861,0
IM 342,342,0.3,left,SI,SI,WT,mPFF,F,pSyn,0.000678897,0,0.000678897,0
IM 332,802,0.3,left,sm,sm,WT,mPFF,M,pSyn,0,0,0,0
IM 335,802,0.3,left,sm,sm,WT,mPFF,F,pSyn,0,0,0,0
IM 339,802,0.3,left,sm,sm,WT,mPFF,M,pSyn,0,0,0,0
IM 342,802,0.3,left,sm,sm,WT,mPFF,F,pSyn,0,0,0,0
IM 332,366,0.3,left,SMT,SMT,WT,mPFF,M,pSyn,0.0014838,0,0.0014838,0
IM 335,366,0.3,left,SMT,SMT,WT,mPFF,F,pSyn,0.002385649,0,0.002385649,0
IM 339,366,0.3,left,SMT,SMT,WT,mPFF,M,pSyn,0.003855245,0,0.003855245,0
IM 342,366,0.3,left,SMT,SMT,WT,mPFF,F,pSyn,0.004776079,0,0.004776079,0
IM 342,122,0.3,left,SOC,POR,WT,mPFF,F,pSyn,0,0,0,0
IM 332,609,0.3,left,SPA,SPA,WT,mPFF,M,pSyn,0,0,0,0
IM 335,609,0.3,left,SPA,SPA,WT,mPFF,F,pSyn,0,0,0,0
IM 339,609,0.3,left,SPA,SPA,WT,mPFF,M,pSyn,0.000390637,0,0.000390637,0
IM 342,609,0.3,left,SPA,SPA,WT,mPFF,F,pSyn,3.87E-05,0,3.87E-05,0
IM 332,414,0.3,left,SPF,SPFm,WT,mPFF,M,pSyn,0,0,0,0
IM 335,"c(422, 414)",0.3,left,SPF,"c(""SPFp"", ""SPFm"")",WT,mPFF,F,pSyn,0,0,0,0
IM 339,414,0.3,left,SPF,SPFm,WT,mPFF,M,pSyn,0,0,0,0
IM 342,"c(422, 414)",0.3,left,SPF,"c(""SPFp"", ""SPFm"")",WT,mPFF,F,pSyn,0,0,0,0
IM 332,"c(1038, 1062, 201, 1070, 1047, 981)",0.3,left,SSp-bfd,"c(""SSp-bfd6a"", ""SSp-bfd6b"", ""SSp-bfd2/3"", ""SSp-bfd5"", ""SSp-bfd4"", ""SSp-bfd1"")",WT,mPFF,M,pSyn,0.000135652,0,0.000135652,0
IM 335,"c(1047, 201, 1038, 981, 1070, 1062)",0.3,left,SSp-bfd,"c(""SSp-bfd4"", ""SSp-bfd2/3"", ""SSp-bfd6a"", ""SSp-bfd1"", ""SSp-bfd5"", ""SSp-bfd6b"")",WT,mPFF,F,pSyn,0.000130002,0,0.000130002,0
IM 339,"c(981, 1047, 1062, 1070, 1038, 201)",0.3,left,SSp-bfd,"c(""SSp-bfd1"", ""SSp-bfd4"", ""SSp-bfd6b"", ""SSp-bfd5"", ""SSp-bfd6a"", ""SSp-bfd2/3"")",WT,mPFF,M,pSyn,0.000625753,0,0.000625753,0
IM 342,"c(1047, 201, 1038, 1062, 981, 1070)",0.3,left,SSp-bfd,"c(""SSp-bfd4"", ""SSp-bfd2/3"", ""SSp-bfd6a"", ""SSp-bfd6b"", ""SSp-bfd1"", ""SSp-bfd5"")",WT,mPFF,F,pSyn,0.001974314,0,0.001974314,0
IM 332,510,0.3,left,SSp-ll,SSp-ll6b,WT,mPFF,M,pSyn,0,0,0,0
IM 335,"c(510, 478)",0.3,left,SSp-ll,"c(""SSp-ll6b"", ""SSp-ll6a"")",WT,mPFF,F,pSyn,0,0,0,0
IM 332,"c(878, 950, 2, 1102, 657, 974)",0.3,left,SSp-m,"c(""SSp-m1"", ""SSp-m4"", ""SSp-m6b"", ""SSp-m6a"", ""SSp-m2/3"", ""SSp-m5"")",WT,mPFF,M,pSyn,0.000119842,0,0.000119842,0
IM 335,"c(974, 950, 2, 1102, 878, 657)",0.3,left,SSp-m,"c(""SSp-m5"", ""SSp-m4"", ""SSp-m6b"", ""SSp-m6a"", ""SSp-m1"", ""SSp-m2/3"")",WT,mPFF,F,pSyn,0.000144151,0,0.000144151,0
IM 339,"c(974, 950, 657, 878, 2, 1102)",0.3,left,SSp-m,"c(""SSp-m5"", ""SSp-m4"", ""SSp-m2/3"", ""SSp-m1"", ""SSp-m6b"", ""SSp-m6a"")",WT,mPFF,M,pSyn,0.001319999,0,0.001319999,0
IM 342,"c(1102, 2, 950, 657, 974, 878)",0.3,left,SSp-m,"c(""SSp-m6a"", ""SSp-m6b"", ""SSp-m4"", ""SSp-m2/3"", ""SSp-m5"", ""SSp-m1"")",WT,mPFF,F,pSyn,0.000885322,0,0.000885322,0
IM 332,"c(1006, 461, 1086, 1111, 9, 670)",0.3,left,SSp-tr,"c(""SSp-tr1"", ""SSp-tr6b"", ""SSp-tr4"", ""SSp-tr5"", ""SSp-tr6a"", ""SSp-tr2/3"")",WT,mPFF,M,pSyn,0.000394694,0,0.000394694,0
IM 335,"c(1006, 670, 1086, 1111, 461, 9)",0.3,left,SSp-tr,"c(""SSp-tr1"", ""SSp-tr2/3"", ""SSp-tr4"", ""SSp-tr5"", ""SSp-tr6b"", ""SSp-tr6a"")",WT,mPFF,F,pSyn,0.002252251,0,0.002252251,0
IM 339,"c(1086, 1111, 9, 1006, 461, 670)",0.3,left,SSp-tr,"c(""SSp-tr4"", ""SSp-tr5"", ""SSp-tr6a"", ""SSp-tr1"", ""SSp-tr6b"", ""SSp-tr2/3"")",WT,mPFF,M,pSyn,0.000744493,0,0.000744493,0
IM 342,"c(9, 461, 1111, 1086, 670, 1006)",0.3,left,SSp-tr,"c(""SSp-tr6a"", ""SSp-tr6b"", ""SSp-tr5"", ""SSp-tr4"", ""SSp-tr2/3"", ""SSp-tr1"")",WT,mPFF,F,pSyn,0.000427373,0,0.000427373,0
IM 332,"c(450, 854, 945, 1026)",0.3,left,SSp-ul,"c(""SSp-ul1"", ""SSp-ul2/3"", ""SSp-ul6a"", ""SSp-ul6b"")",WT,mPFF,M,pSyn,0,0,0,0
IM 335,"c(1026, 854, 625, 945, 450, 577)",0.3,left,SSp-ul,"c(""SSp-ul6b"", ""SSp-ul2/3"", ""SSp-ul5"", ""SSp-ul6a"", ""SSp-ul1"", ""SSp-ul4"")",WT,mPFF,F,pSyn,0.000200608,0,0.000200608,0
IM 339,"c(450, 577, 625, 1026, 854)",0.3,left,SSp-ul,"c(""SSp-ul1"", ""SSp-ul4"", ""SSp-ul5"", ""SSp-ul6b"", ""SSp-ul2/3"")",WT,mPFF,M,pSyn,3.83E-05,0,3.83E-05,0
IM 342,"c(1026, 625, 854, 945, 577, 450)",0.3,left,SSp-ul,"c(""SSp-ul6b"", ""SSp-ul5"", ""SSp-ul2/3"", ""SSp-ul6a"", ""SSp-ul4"", ""SSp-ul1"")",WT,mPFF,F,pSyn,0.00172635,0,0.00172635,0
IM 332,"c(182305713, 182305709, 182305705)",0.3,left,SSp-un,"c(""SSp-un6b"", ""SSp-un6a"", ""SSp-un5"")",WT,mPFF,M,pSyn,0,0,0,0
IM 335,"c(182305713, 182305701, 182305705, 182305709)",0.3,left,SSp-un,"c(""SSp-un6b"", ""SSp-un4"", ""SSp-un5"", ""SSp-un6a"")",WT,mPFF,F,pSyn,0.000658558,0,0.000658558,0
IM 339,"c(182305709, 182305713)",0.3,left,SSp-un,"c(""SSp-un6a"", ""SSp-un6b"")",WT,mPFF,M,pSyn,0.003085578,0,0.003085578,0
IM 342,"c(182305709, 182305713, 182305705)",0.3,left,SSp-un,"c(""SSp-un6a"", ""SSp-un6b"", ""SSp-un5"")",WT,mPFF,F,pSyn,0.000320365,0,0.000320365,0
IM 332,"c(806, 873, 1035, 1090, 893, 862)",0.3,left,SSs,"c(""SSs2/3"", ""SSs1"", ""SSs4"", ""SSs5"", ""SSs6b"", ""SSs6a"")",WT,mPFF,M,pSyn,0.001469113,0,0.001469113,0
IM 335,"c(1035, 893, 1090, 806, 873, 862)",0.3,left,SSs,"c(""SSs4"", ""SSs6b"", ""SSs5"", ""SSs2/3"", ""SSs1"", ""SSs6a"")",WT,mPFF,F,pSyn,0.001508774,0,0.001508774,0
IM 339,"c(862, 1035, 893, 1090, 806, 873)",0.3,left,SSs,"c(""SSs6a"", ""SSs4"", ""SSs6b"", ""SSs5"", ""SSs2/3"", ""SSs1"")",WT,mPFF,M,pSyn,0.003902688,0,0.003902688,0
IM 342,"c(862, 893, 1090, 806, 873, 1035)",0.3,left,SSs,"c(""SSs6a"", ""SSs6b"", ""SSs5"", ""SSs2/3"", ""SSs1"", ""SSs4"")",WT,mPFF,F,pSyn,0.001611005,0,0.001611005,0
IM 332,301,0.3,left,st,st,WT,mPFF,M,pSyn,0.008455528,0,0.008455528,0
IM 335,301,0.3,left,st,st,WT,mPFF,F,pSyn,0.029271788,0,0.029271788,0
IM 339,301,0.3,left,st,st,WT,mPFF,M,pSyn,0.042243061,0,0.042243061,0
IM 342,301,0.3,left,st,st,WT,mPFF,F,pSyn,0.038999832,0,0.038999832,0
IM 332,484682528,0.3,left,stc,stc,WT,mPFF,M,pSyn,0,0,0,0
IM 335,484682528,0.3,left,stc,stc,WT,mPFF,F,pSyn,0,0,0,0
IM 339,484682528,0.3,left,stc,stc,WT,mPFF,M,pSyn,0,0,0,0
IM 342,484682528,0.3,left,stc,stc,WT,mPFF,F,pSyn,0,0,0,0
IM 332,470,0.3,left,STN,STN,WT,mPFF,M,pSyn,0,0,0,0
IM 335,470,0.3,left,STN,STN,WT,mPFF,F,pSyn,0,0,0,0
IM 339,470,0.3,left,STN,STN,WT,mPFF,M,pSyn,0,0,0,0
IM 342,470,0.3,left,STN,STN,WT,mPFF,F,pSyn,0,0,0,0
IM 332,477,0.3,left,STR,STR,WT,mPFF,M,pSyn,0.004601738,0,0.004601738,0
IM 335,477,0.3,left,STR,STR,WT,mPFF,F,pSyn,0.001381362,0,0.001381362,0
IM 339,477,0.3,left,STR,STR,WT,mPFF,M,pSyn,0.002504583,0,0.002504583,0
IM 342,477,0.3,left,STR,STR,WT,mPFF,F,pSyn,0.001867252,0,0.001867252,0
IM 332,614454277,0.3,left,Su3,Su3,WT,mPFF,M,pSyn,0,0,0,0
IM 339,614454277,0.3,left,Su3,Su3,WT,mPFF,M,pSyn,0,0,0,0
IM 342,614454277,0.3,left,Su3,Su3,WT,mPFF,F,pSyn,0,0,0,0
IM 332,502,0.3,left,SUB,SUB,WT,mPFF,M,pSyn,0,0,0,0
IM 335,502,0.3,left,SUB,SUB,WT,mPFF,F,pSyn,1.52E-05,0,1.52E-05,0
IM 339,502,0.3,left,SUB,SUB,WT,mPFF,M,pSyn,0,0,0,0
IM 342,502,0.3,left,SUB,SUB,WT,mPFF,F,pSyn,0,0,0,0
IM 332,321,0.3,left,SubG,SubG,WT,mPFF,M,pSyn,0,0,0,0
IM 335,321,0.3,left,SubG,SubG,WT,mPFF,F,pSyn,0,0,0,0
IM 339,321,0.3,left,SubG,SubG,WT,mPFF,M,pSyn,0,0,0,0
IM 342,321,0.3,left,SubG,SubG,WT,mPFF,F,pSyn,0,0,0,0
IM 332,525,0.3,left,SUM,SUM,WT,mPFF,M,pSyn,0,0,0,0
IM 335,525,0.3,left,SUM,SUM,WT,mPFF,F,pSyn,0.007617497,0,0.007617497,0
IM 339,525,0.3,left,SUM,SUM,WT,mPFF,M,pSyn,0,0,0,0
IM 342,525,0.3,left,SUM,SUM,WT,mPFF,F,pSyn,0,0,0,0
IM 332,349,0.3,left,sup,sup,WT,mPFF,M,pSyn,0,0,0,0
IM 335,349,0.3,left,sup,sup,WT,mPFF,F,pSyn,0,0,0,0
IM 339,349,0.3,left,sup,sup,WT,mPFF,M,pSyn,0,0,0,0
IM 342,349,0.3,left,sup,sup,WT,mPFF,F,pSyn,0,0,0,0
IM 332,229,0.3,left,sV,sV,WT,mPFF,M,pSyn,0,0,0,0
IM 335,229,0.3,left,sV,sV,WT,mPFF,F,pSyn,0,0,0,0
IM 339,229,0.3,left,sV,sV,WT,mPFF,M,pSyn,0,0,0,0
IM 342,229,0.3,left,sV,sV,WT,mPFF,F,pSyn,0,0,0,0
IM 332,"c(97, 289, 1127, 786, 234, 729)",0.3,left,TEa,"c(""TEa1"", ""TEa5"", ""TEa2/3"", ""TEa6b"", ""TEa4"", ""TEa6a"")",WT,mPFF,M,pSyn,0.001874694,0,0.001874694,0
IM 335,"c(234, 1127, 729, 786, 289, 97)",0.3,left,TEa,"c(""TEa4"", ""TEa2/3"", ""TEa6a"", ""TEa6b"", ""TEa5"", ""TEa1"")",WT,mPFF,F,pSyn,0.005724217,0,0.005724217,0
IM 339,"c(289, 729, 234, 786, 97, 1127)",0.3,left,TEa,"c(""TEa5"", ""TEa6a"", ""TEa4"", ""TEa6b"", ""TEa1"", ""TEa2/3"")",WT,mPFF,M,pSyn,0.006022875,0,0.006022875,0
IM 342,"c(97, 786, 289, 729, 234, 1127)",0.3,left,TEa,"c(""TEa1"", ""TEa6b"", ""TEa5"", ""TEa6a"", ""TEa4"", ""TEa2/3"")",WT,mPFF,F,pSyn,0.007500842,0,0.007500842,0
IM 332,549,0.3,left,TH,TH,WT,mPFF,M,pSyn,8.19E-05,0,8.19E-05,0
IM 335,549,0.3,left,TH,TH,WT,mPFF,F,pSyn,0.003930091,0,0.003930091,0
IM 339,549,0.3,left,TH,TH,WT,mPFF,M,pSyn,0.000352459,0,0.000352459,0
IM 342,549,0.3,left,TH,TH,WT,mPFF,F,pSyn,0.000986621,0,0.000986621,0
IM 332,"c(1, 1126)",0.3,left,TM,"c(""TMv"", ""TMd"")",WT,mPFF,M,pSyn,0,0,0,0
IM 335,1,0.3,left,TM,TMv,WT,mPFF,F,pSyn,0,0,0,0
IM 339,1,0.3,left,TM,TMv,WT,mPFF,M,pSyn,0,0,0,0
IM 342,1,0.3,left,TM,TMv,WT,mPFF,F,pSyn,0,0,0,0
IM 332,566,0.3,left,TR,TR,WT,mPFF,M,pSyn,0,0,0,0
IM 335,566,0.3,left,TR,TR,WT,mPFF,F,pSyn,0,0,0,0
IM 339,566,0.3,left,TR,TR,WT,mPFF,M,pSyn,0.000143879,0,0.000143879,0
IM 342,566,0.3,left,TR,TR,WT,mPFF,F,pSyn,0.000245473,0,0.000245473,0
IM 332,574,0.3,left,TRN,TRN,WT,mPFF,M,pSyn,0,0,0,0
IM 335,574,0.3,left,TRN,TRN,WT,mPFF,F,pSyn,0,0,0,0
IM 339,574,0.3,left,TRN,TRN,WT,mPFF,M,pSyn,0,0,0,0
IM 342,574,0.3,left,TRN,TRN,WT,mPFF,F,pSyn,0.000160934,0,0.000160934,0
IM 332,1043,0.3,left,tspc,tspc,WT,mPFF,M,pSyn,0,0,0,0
IM 335,1043,0.3,left,tspc,tspc,WT,mPFF,F,pSyn,0,0,0,0
IM 339,1043,0.3,left,tspc,tspc,WT,mPFF,M,pSyn,0,0,0,0
IM 342,1043,0.3,left,tspc,tspc,WT,mPFF,F,pSyn,0,0,0,0
IM 332,"c(605, 597)",0.3,left,TT,"c(""TTv"", ""TTd"")",WT,mPFF,M,pSyn,3.92E-05,0,3.92E-05,0
IM 335,"c(597, 605)",0.3,left,TT,"c(""TTd"", ""TTv"")",WT,mPFF,F,pSyn,0.000673888,0,0.000673888,0
IM 339,"c(605, 597)",0.3,left,TT,"c(""TTv"", ""TTd"")",WT,mPFF,M,pSyn,0.000181213,0,0.000181213,0
IM 342,"c(605, 597)",0.3,left,TT,"c(""TTv"", ""TTd"")",WT,mPFF,F,pSyn,5.71E-05,0,5.71E-05,0
IM 332,614,0.3,left,TU,TU,WT,mPFF,M,pSyn,0,0,0,0
IM 335,614,0.3,left,TU,TU,WT,mPFF,F,pSyn,9.50E-05,0,9.50E-05,0
IM 339,614,0.3,left,TU,TU,WT,mPFF,M,pSyn,3.69E-05,0,3.69E-05,0
IM 342,614,0.3,left,TU,TU,WT,mPFF,F,pSyn,0,0,0,0
IM 332,629,0.3,left,VAL,VAL,WT,mPFF,M,pSyn,7.48E-05,0,7.48E-05,0
IM 335,629,0.3,left,VAL,VAL,WT,mPFF,F,pSyn,0.001531368,0,0.001531368,0
IM 339,629,0.3,left,VAL,VAL,WT,mPFF,M,pSyn,0.003462291,0,0.003462291,0
IM 342,629,0.3,left,VAL,VAL,WT,mPFF,F,pSyn,0.00029036,0,0.00029036,0
IM 332,"c(312782558, 312782550, 312782562, 312782554, 312782570, 312782566)",0.3,left,VISa,"c(""VISa4"", ""VISa1"", ""VISa5"", ""VISa2/3"", ""VISa6b"", ""VISa6a"")",WT,mPFF,M,pSyn,0.000330179,0,0.000330179,0
IM 335,"c(312782550, 312782554, 312782558, 312782570, 312782566, 312782562)",0.3,left,VISa,"c(""VISa1"", ""VISa2/3"", ""VISa4"", ""VISa6b"", ""VISa6a"", ""VISa5"")",WT,mPFF,F,pSyn,2.95E-05,0,2.95E-05,0
IM 339,"c(312782566, 312782570, 312782558, 312782562, 312782550, 312782554)",0.3,left,VISa,"c(""VISa6a"", ""VISa6b"", ""VISa4"", ""VISa5"", ""VISa1"", ""VISa2/3"")",WT,mPFF,M,pSyn,0.00143804,0,0.00143804,0
IM 342,"c(312782562, 312782554, 312782558, 312782550, 312782570, 312782566)",0.3,left,VISa,"c(""VISa5"", ""VISa2/3"", ""VISa4"", ""VISa1"", ""VISa6b"", ""VISa6a"")",WT,mPFF,F,pSyn,0.000552063,0,0.000552063,0
IM 332,"c(905, 1074, 649, 601, 233, 1114)",0.3,left,VISal,"c(""VISal2/3"", ""VISal1"", ""VISal6b"", ""VISal6a"", ""VISal5"", ""VISal4"")",WT,mPFF,M,pSyn,0,0,0,0
IM 335,"c(649, 233, 1114, 905, 601, 1074)",0.3,left,VISal,"c(""VISal6b"", ""VISal5"", ""VISal4"", ""VISal2/3"", ""VISal6a"", ""VISal1"")",WT,mPFF,F,pSyn,0.000157252,0,0.000157252,0
IM 339,"c(905, 601, 1074, 649, 233, 1114)",0.3,left,VISal,"c(""VISal2/3"", ""VISal6a"", ""VISal1"", ""VISal6b"", ""VISal5"", ""VISal4"")",WT,mPFF,M,pSyn,0,0,0,0
IM 342,"c(1114, 601, 905, 1074, 233, 649)",0.3,left,VISal,"c(""VISal4"", ""VISal6a"", ""VISal2/3"", ""VISal1"", ""VISal5"", ""VISal6b"")",WT,mPFF,F,pSyn,0.000850819,0,0.000850819,0
IM 332,"c(1046, 441, 1066, 281, 401, 433)",0.3,left,VISam,"c(""VISam6a"", ""VISam6b"", ""VISam2/3"", ""VISam1"", ""VISam4"", ""VISam5"")",WT,mPFF,M,pSyn,0.000205559,0,0.000205559,0
IM 335,"c(441, 433, 281, 1046, 401, 1066)",0.3,left,VISam,"c(""VISam6b"", ""VISam5"", ""VISam1"", ""VISam6a"", ""VISam4"", ""VISam2/3"")",WT,mPFF,F,pSyn,4.41E-05,0,4.41E-05,0
IM 339,"c(441, 1066, 433, 1046, 401, 281)",0.3,left,VISam,"c(""VISam6b"", ""VISam2/3"", ""VISam5"", ""VISam6a"", ""VISam4"", ""VISam1"")",WT,mPFF,M,pSyn,0.002485443,0,0.002485443,0
IM 342,"c(1046, 441, 281, 401, 433, 1066)",0.3,left,VISam,"c(""VISam6a"", ""VISam6b"", ""VISam1"", ""VISam4"", ""VISam5"", ""VISam2/3"")",WT,mPFF,F,pSyn,0.00033866,0,0.00033866,0
IM 332,"c(1106, 1010, 1058, 897, 849, 857)",0.3,left,VISC,"c(""VISC2/3"", ""VISC4"", ""VISC5"", ""VISC1"", ""VISC6b"", ""VISC6a"")",WT,mPFF,M,pSyn,0.00104756,0,0.00104756,0
IM 335,"c(1010, 897, 1106, 1058, 857, 849)",0.3,left,VISC,"c(""VISC4"", ""VISC1"", ""VISC2/3"", ""VISC5"", ""VISC6a"", ""VISC6b"")",WT,mPFF,F,pSyn,0.001357736,0,0.001357736,0
IM 339,"c(897, 1058, 1106, 849, 857, 1010)",0.3,left,VISC,"c(""VISC1"", ""VISC5"", ""VISC2/3"", ""VISC6b"", ""VISC6a"", ""VISC4"")",WT,mPFF,M,pSyn,0.002757412,0,0.002757412,0
IM 342,"c(1106, 849, 1058, 897, 857, 1010)",0.3,left,VISC,"c(""VISC2/3"", ""VISC6b"", ""VISC5"", ""VISC1"", ""VISC6a"", ""VISC4"")",WT,mPFF,F,pSyn,0.002454329,0,0.002454329,0
IM 332,"c(613, 421, 121, 573, 973, 74)",0.3,left,VISl,"c(""VISl5"", ""VISl1"", ""VISl6b"", ""VISl4"", ""VISl2/3"", ""VISl6a"")",WT,mPFF,M,pSyn,0,0,0,0
IM 335,"c(573, 74, 613, 421, 973, 121)",0.3,left,VISl,"c(""VISl4"", ""VISl6a"", ""VISl5"", ""VISl1"", ""VISl2/3"", ""VISl6b"")",WT,mPFF,F,pSyn,0,0,0,0
IM 339,"c(421, 613, 573, 973, 74, 121)",0.3,left,VISl,"c(""VISl1"", ""VISl5"", ""VISl4"", ""VISl2/3"", ""VISl6a"", ""VISl6b"")",WT,mPFF,M,pSyn,0.000783873,0,0.000783873,0
IM 342,"c(74, 613, 973, 573, 421)",0.3,left,VISl,"c(""VISl6a"", ""VISl5"", ""VISl2/3"", ""VISl4"", ""VISl1"")",WT,mPFF,F,pSyn,0,0,0,0
IM 332,"c(312782594, 312782598, 312782582, 312782586, 312782590, 312782578)",0.3,left,VISli,"c(""VISli6a"", ""VISli6b"", ""VISli2/3"", ""VISli4"", ""VISli5"", ""VISli1"")",WT,mPFF,M,pSyn,0,0,0,0
IM 339,"c(312782578, 312782582, 312782594, 312782590, 312782586, 312782598)",0.3,left,VISli,"c(""VISli1"", ""VISli2/3"", ""VISli6a"", ""VISli5"", ""VISli4"", ""VISli6b"")",WT,mPFF,M,pSyn,5.51E-05,0,5.51E-05,0
IM 342,"c(312782582, 312782586, 312782578)",0.3,left,VISli,"c(""VISli2/3"", ""VISli4"", ""VISli1"")",WT,mPFF,F,pSyn,0,0,0,0
IM 332,"c(33, 593, 778, 821, 721, 305)",0.3,left,VISp,"c(""VISp6a"", ""VISp1"", ""VISp5"", ""VISp2/3"", ""VISp4"", ""VISp6b"")",WT,mPFF,M,pSyn,8.73E-06,0,8.73E-06,0
IM 335,"c(721, 778, 33, 593, 821, 305)",0.3,left,VISp,"c(""VISp4"", ""VISp5"", ""VISp6a"", ""VISp1"", ""VISp2/3"", ""VISp6b"")",WT,mPFF,F,pSyn,0.000126333,0,0.000126333,0
IM 339,"c(593, 721, 305, 33, 821, 778)",0.3,left,VISp,"c(""VISp1"", ""VISp4"", ""VISp6b"", ""VISp6a"", ""VISp2/3"", ""VISp5"")",WT,mPFF,M,pSyn,0.000203726,0,0.000203726,0
IM 342,"c(821, 778, 721, 593, 305, 33)",0.3,left,VISp,"c(""VISp2/3"", ""VISp5"", ""VISp4"", ""VISp1"", ""VISp6b"", ""VISp6a"")",WT,mPFF,F,pSyn,0.000213654,0,0.000213654,0
IM 332,"c(269, 377, 393, 750, 869, 902)",0.3,left,VISpl,"c(""VISpl2/3"", ""VISpl6a"", ""VISpl6b"", ""VISpl1"", ""VISpl4"", ""VISpl5"")",WT,mPFF,M,pSyn,0.000101896,0,0.000101896,0
IM 335,"c(269, 377, 902, 393, 869)",0.3,left,VISpl,"c(""VISpl2/3"", ""VISpl6a"", ""VISpl5"", ""VISpl6b"", ""VISpl4"")",WT,mPFF,F,pSyn,0.000902508,0,0.000902508,0
IM 339,"c(902, 393, 377, 869)",0.3,left,VISpl,"c(""VISpl5"", ""VISpl6b"", ""VISpl6a"", ""VISpl4"")",WT,mPFF,M,pSyn,0.00040086,0,0.00040086,0
IM 342,"c(377, 869, 902, 393)",0.3,left,VISpl,"c(""VISpl6a"", ""VISpl4"", ""VISpl5"", ""VISpl6b"")",WT,mPFF,F,pSyn,0.00114835,0,0.00114835,0
IM 332,"c(805, 41, 501, 257, 565, 469)",0.3,left,VISpm,"c(""VISpm1"", ""VISpm2/3"", ""VISpm4"", ""VISpm6a"", ""VISpm5"", ""VISpm6b"")",WT,mPFF,M,pSyn,0,0,0,0
IM 335,"c(501, 41, 257, 565, 805, 469)",0.3,left,VISpm,"c(""VISpm4"", ""VISpm2/3"", ""VISpm6a"", ""VISpm5"", ""VISpm1"", ""VISpm6b"")",WT,mPFF,F,pSyn,0,0,0,0
IM 339,"c(41, 565, 469, 257, 501, 805)",0.3,left,VISpm,"c(""VISpm2/3"", ""VISpm5"", ""VISpm6b"", ""VISpm6a"", ""VISpm4"", ""VISpm1"")",WT,mPFF,M,pSyn,0,0,0,0
IM 342,"c(501, 257, 41, 805, 565, 469)",0.3,left,VISpm,"c(""VISpm4"", ""VISpm6a"", ""VISpm2/3"", ""VISpm1"", ""VISpm5"", ""VISpm6b"")",WT,mPFF,F,pSyn,5.74E-05,0,5.74E-05,0
IM 332,"c(312782636, 312782648, 312782640, 312782632, 312782644)",0.3,left,VISpor,"c(""VISpor2/3"", ""VISpor6a"", ""VISpor4"", ""VISpor1"", ""VISpor5"")",WT,mPFF,M,pSyn,0,0,0,0
IM 335,"c(312782640, 312782644, 312782636, 312782648, 312782632)",0.3,left,VISpor,"c(""VISpor4"", ""VISpor5"", ""VISpor2/3"", ""VISpor6a"", ""VISpor1"")",WT,mPFF,F,pSyn,0.001084164,0,0.001084164,0
IM 339,"c(312782632, 312782652, 312782648, 312782636, 312782640, 312782644)",0.3,left,VISpor,"c(""VISpor1"", ""VISpor6b"", ""VISpor6a"", ""VISpor2/3"", ""VISpor4"", ""VISpor5"")",WT,mPFF,M,pSyn,0.000118011,0,0.000118011,0
IM 342,"c(312782636, 312782648, 312782632, 312782644, 312782652, 312782640)",0.3,left,VISpor,"c(""VISpor2/3"", ""VISpor6a"", ""VISpor1"", ""VISpor5"", ""VISpor6b"", ""VISpor4"")",WT,mPFF,F,pSyn,0.001302848,0,0.001302848,0
IM 332,"c(312782624, 312782620, 312782608, 312782604, 312782612, 312782616)",0.3,left,VISrl,"c(""VISrl6b"", ""VISrl6a"", ""VISrl2/3"", ""VISrl1"", ""VISrl4"", ""VISrl5"")",WT,mPFF,M,pSyn,0,0,0,0
