mouse,Region ID,mpi,side,parent,daughter,genotype,treatment,sex,marker,Total % Area,Inclusion % Area,Neurite % Area,Inclusion per mm^2
IM 331,436,0.2,right,fx,fx,WT,mPFF,M,pSyn,0,0,0,0
IM 334,436,0.2,right,fx,fx,WT,mPFF,F,pSyn,0,0,0,0
IM 338,436,0.2,right,fx,fx,WT,mPFF,M,pSyn,0,0,0,0
IM 341,436,0.2,right,fx,fx,WT,mPFF,F,pSyn,0,0,0,0
IM 331,"c(638, 187, 36, 662, 148, 180)",0.2,right,GU,"c(""GU6a"", ""GU5"", ""GU1"", ""GU6b"", ""GU4"", ""GU2/3"")",WT,mPFF,M,pSyn,0,0,0,0
IM 334,"c(638, 180, 36, 148, 187, 662)",0.2,right,GU,"c(""GU6a"", ""GU2/3"", ""GU1"", ""GU4"", ""GU5"", ""GU6b"")",WT,mPFF,F,pSyn,0.003746852,0,0.003746852,0
IM 338,"c(662, 638, 187, 180, 36, 148)",0.2,right,GU,"c(""GU6b"", ""GU6a"", ""GU5"", ""GU2/3"", ""GU1"", ""GU4"")",WT,mPFF,M,pSyn,0.002575668,0,0.002575668,0
IM 341,"c(187, 180, 638, 148, 36, 662)",0.2,right,GU,"c(""GU5"", ""GU2/3"", ""GU6a"", ""GU4"", ""GU1"", ""GU6b"")",WT,mPFF,F,pSyn,0.002681384,0,0.002681384,0
IM 331,589508447,0.2,right,HATA,HATA,WT,mPFF,M,pSyn,0,0,0,0
IM 334,589508447,0.2,right,HATA,HATA,WT,mPFF,F,pSyn,0,0,0,0
IM 338,589508447,0.2,right,HATA,HATA,WT,mPFF,M,pSyn,0,0,0,0
IM 341,589508447,0.2,right,HATA,HATA,WT,mPFF,F,pSyn,5.32E-05,0,5.32E-05,0
IM 331,611,0.2,right,hbc,hbc,WT,mPFF,M,pSyn,0,0,0,0
IM 334,611,0.2,right,hbc,hbc,WT,mPFF,F,pSyn,0,0,0,0
IM 338,611,0.2,right,hbc,hbc,WT,mPFF,M,pSyn,0,0,0,0
IM 341,611,0.2,right,hbc,hbc,WT,mPFF,F,pSyn,0,0,0,0
IM 331,1089,0.2,right,HPF,HPF,WT,mPFF,M,pSyn,0,0,0,0
IM 334,1089,0.2,right,HPF,HPF,WT,mPFF,F,pSyn,0,0,0,0
IM 338,1089,0.2,right,HPF,HPF,WT,mPFF,M,pSyn,0,0,0,0
IM 341,1089,0.2,right,HPF,HPF,WT,mPFF,F,pSyn,0.00027336,0,0.00027336,0
IM 331,1097,0.2,right,HY,HY,WT,mPFF,M,pSyn,0,0,0,0
IM 334,1097,0.2,right,HY,HY,WT,mPFF,F,pSyn,0,0,0,0
IM 338,1097,0.2,right,HY,HY,WT,mPFF,M,pSyn,0,0,0,0
IM 341,1097,0.2,right,HY,HY,WT,mPFF,F,pSyn,8.20E-06,0,8.20E-06,0
IM 331,1105,0.2,right,IA,IA,WT,mPFF,M,pSyn,0,0,0,0
IM 334,1105,0.2,right,IA,IA,WT,mPFF,F,pSyn,0,0,0,0
IM 338,1105,0.2,right,IA,IA,WT,mPFF,M,pSyn,0.000285273,0,0.000285273,0
IM 341,1105,0.2,right,IA,IA,WT,mPFF,F,pSyn,0,0,0,0
IM 331,828,0.2,right,IC,ICe,WT,mPFF,M,pSyn,0,0,0,0
IM 334,828,0.2,right,IC,ICe,WT,mPFF,F,pSyn,0,0,0,0
IM 338,828,0.2,right,IC,ICe,WT,mPFF,M,pSyn,0,0,0,0
IM 341,828,0.2,right,IC,ICe,WT,mPFF,F,pSyn,0,0,0,0
IM 331,12,0.2,right,IF,IF,WT,mPFF,M,pSyn,0,0,0,0
IM 334,12,0.2,right,IF,IF,WT,mPFF,F,pSyn,0,0,0,0
IM 338,12,0.2,right,IF,IF,WT,mPFF,M,pSyn,0,0,0,0
IM 331,19,0.2,right,IG,IG,WT,mPFF,M,pSyn,0,0,0,0
IM 334,19,0.2,right,IG,IG,WT,mPFF,F,pSyn,0,0,0,0
IM 338,19,0.2,right,IG,IG,WT,mPFF,M,pSyn,0,0,0,0
IM 341,19,0.2,right,IG,IG,WT,mPFF,F,pSyn,0,0,0,0
IM 334,27,0.2,right,IGL,IGL,WT,mPFF,F,pSyn,0,0,0,0
IM 338,27,0.2,right,IGL,IGL,WT,mPFF,M,pSyn,0.003826378,0,0.003826378,0
IM 341,35,0.2,right,III,III,WT,mPFF,F,pSyn,0,0,0,0
IM 331,848,0.2,right,IIn,IIn,WT,mPFF,M,pSyn,0,0,0,0
IM 334,848,0.2,right,IIn,IIn,WT,mPFF,F,pSyn,0,0,0,0
IM 338,848,0.2,right,IIn,IIn,WT,mPFF,M,pSyn,0,0,0,0
IM 341,848,0.2,right,IIn,IIn,WT,mPFF,F,pSyn,0,0,0,0
IM 331,"c(707, 827, 556)",0.2,right,ILA,"c(""ILA1"", ""ILA5"", ""ILA2/3"")",WT,mPFF,M,pSyn,0,0,0,0
IM 334,"c(556, 1054, 827, 707)",0.2,right,ILA,"c(""ILA2/3"", ""ILA6a"", ""ILA5"", ""ILA1"")",WT,mPFF,F,pSyn,7.40E-05,0,7.40E-05,0
IM 338,"c(556, 827, 1054, 707)",0.2,right,ILA,"c(""ILA2/3"", ""ILA5"", ""ILA6a"", ""ILA1"")",WT,mPFF,M,pSyn,0,0,0,0
IM 341,"c(827, 556, 707, 1054)",0.2,right,ILA,"c(""ILA5"", ""ILA2/3"", ""ILA1"", ""ILA6a"")",WT,mPFF,F,pSyn,0.000128297,0,0.000128297,0
IM 331,59,0.2,right,IMD,IMD,WT,mPFF,M,pSyn,0,0,0,0
IM 334,59,0.2,right,IMD,IMD,WT,mPFF,F,pSyn,0,0,0,0
IM 338,59,0.2,right,IMD,IMD,WT,mPFF,M,pSyn,0,0,0,0
IM 341,59,0.2,right,IMD,IMD,WT,mPFF,F,pSyn,0.001469812,0,0.001469812,0
IM 331,900,0.2,right,In,aco,WT,mPFF,M,pSyn,0,0,0,0
IM 334,900,0.2,right,In,aco,WT,mPFF,F,pSyn,0.000249214,0,0.000249214,0
IM 338,900,0.2,right,In,aco,WT,mPFF,M,pSyn,0,0,0,0
IM 341,900,0.2,right,In,aco,WT,mPFF,F,pSyn,0.000237395,0,0.000237395,0
IM 331,67,0.2,right,INC,INC,WT,mPFF,M,pSyn,0,0,0,0
IM 334,67,0.2,right,INC,INC,WT,mPFF,F,pSyn,0,0,0,0
IM 338,67,0.2,right,INC,INC,WT,mPFF,M,pSyn,0,0,0,0
IM 331,6,0.2,right,int,int,WT,mPFF,M,pSyn,0.000100256,0,0.000100256,0
IM 334,6,0.2,right,int,int,WT,mPFF,F,pSyn,1.78E-05,0,1.78E-05,0
IM 338,6,0.2,right,int,int,WT,mPFF,M,pSyn,0.000115335,0,0.000115335,0
IM 341,6,0.2,right,int,int,WT,mPFF,F,pSyn,0.000350289,0,0.000350289,0
IM 334,563807439,0.2,right,IntG,IntG,WT,mPFF,F,pSyn,0,0,0,0
IM 338,563807439,0.2,right,IntG,IntG,WT,mPFF,M,pSyn,0,0,0,0
IM 331,"c(607344834, 607344862, 607344858)",0.2,right,IPN,"c(""IPR"", ""IPRL"", ""IPDL"")",WT,mPFF,M,pSyn,0,0,0,0
IM 334,115,0.2,right,IV,IV,WT,mPFF,F,pSyn,0,0,0,0
IM 338,115,0.2,right,IV,IV,WT,mPFF,M,pSyn,0,0,0,0
IM 331,131,0.2,right,LA,LA,WT,mPFF,M,pSyn,0.002440957,0,0.002440957,0
IM 334,131,0.2,right,LA,LA,WT,mPFF,F,pSyn,0.002136275,0,0.002136275,0
IM 338,131,0.2,right,LA,LA,WT,mPFF,M,pSyn,0.000324811,0,0.000324811,0
IM 341,131,0.2,right,LA,LA,WT,mPFF,F,pSyn,0.002817473,0,0.002817473,0
IM 331,155,0.2,right,LD,LD,WT,mPFF,M,pSyn,0,0,0,0
IM 334,155,0.2,right,LD,LD,WT,mPFF,F,pSyn,0,0,0,0
IM 338,155,0.2,right,LD,LD,WT,mPFF,M,pSyn,5.79E-05,0,5.79E-05,0
IM 341,155,0.2,right,LD,LD,WT,mPFF,F,pSyn,0.000511113,0,0.000511113,0
IM 331,"c(496345672, 496345664, 496345668)",0.2,right,LGd,"c(""LGd-ip"", ""LGd-sh"", ""LGd-co"")",WT,mPFF,M,pSyn,0,0,0,0
IM 334,"c(496345672, 496345664, 496345668)",0.2,right,LGd,"c(""LGd-ip"", ""LGd-sh"", ""LGd-co"")",WT,mPFF,F,pSyn,0,0,0,0
IM 338,"c(496345672, 496345664, 496345668)",0.2,right,LGd,"c(""LGd-ip"", ""LGd-sh"", ""LGd-co"")",WT,mPFF,M,pSyn,0,0,0,0
IM 341,"c(496345664, 496345672, 496345668)",0.2,right,LGd,"c(""LGd-sh"", ""LGd-ip"", ""LGd-co"")",WT,mPFF,F,pSyn,0,0,0,0
IM 331,178,0.2,right,LGv,LGv,WT,mPFF,M,pSyn,0,0,0,0
IM 334,178,0.2,right,LGv,LGv,WT,mPFF,F,pSyn,0,0,0,0
IM 338,178,0.2,right,LGv,LGv,WT,mPFF,M,pSyn,0,0,0,0
IM 341,178,0.2,right,LGv,LGv,WT,mPFF,F,pSyn,0,0,0,0
IM 331,186,0.2,right,LH,LH,WT,mPFF,M,pSyn,0,0,0,0
IM 334,186,0.2,right,LH,LH,WT,mPFF,F,pSyn,0,0,0,0
IM 338,186,0.2,right,LH,LH,WT,mPFF,M,pSyn,0,0,0,0
IM 341,186,0.2,right,LH,LH,WT,mPFF,F,pSyn,0,0,0,0
IM 331,194,0.2,right,LHA,LHA,WT,mPFF,M,pSyn,0.00040757,0,0.00040757,0
IM 334,194,0.2,right,LHA,LHA,WT,mPFF,F,pSyn,0.000197466,0,0.000197466,0
IM 338,194,0.2,right,LHA,LHA,WT,mPFF,M,pSyn,6.18E-05,0,6.18E-05,0
IM 341,194,0.2,right,LHA,LHA,WT,mPFF,F,pSyn,0.00041088,0,0.00041088,0
IM 331,658,0.2,right,ll,ll,WT,mPFF,M,pSyn,0,0,0,0
IM 334,658,0.2,right,ll,ll,WT,mPFF,F,pSyn,0,0,0,0
IM 338,658,0.2,right,ll,ll,WT,mPFF,M,pSyn,0,0,0,0
IM 341,658,0.2,right,ll,ll,WT,mPFF,F,pSyn,0,0,0,0
IM 331,210,0.2,right,LM,LM,WT,mPFF,M,pSyn,0,0,0,0
IM 334,210,0.2,right,LM,LM,WT,mPFF,F,pSyn,0,0,0,0
IM 338,210,0.2,right,LM,LM,WT,mPFF,M,pSyn,0,0,0,0
IM 331,665,0.2,right,lotg,lot,WT,mPFF,M,pSyn,0,0,0,0
IM 334,665,0.2,right,lotg,lot,WT,mPFF,F,pSyn,0,0,0,0
IM 338,665,0.2,right,lotg,lot,WT,mPFF,M,pSyn,0,0,0,0
IM 341,665,0.2,right,lotg,lot,WT,mPFF,F,pSyn,0,0,0,0
IM 331,218,0.2,right,LP,LP,WT,mPFF,M,pSyn,0.002880477,0,0.002880477,0
IM 334,218,0.2,right,LP,LP,WT,mPFF,F,pSyn,0,0,0,0
IM 338,218,0.2,right,LP,LP,WT,mPFF,M,pSyn,3.80E-05,0,3.80E-05,0
IM 341,218,0.2,right,LP,LP,WT,mPFF,F,pSyn,0.000187919,0,0.000187919,0
IM 331,226,0.2,right,LPO,LPO,WT,mPFF,M,pSyn,0,0,0,0
IM 334,226,0.2,right,LPO,LPO,WT,mPFF,F,pSyn,0,0,0,0
IM 331,"c(266, 258)",0.2,right,LS,"c(""LSv"", ""LSr"")",WT,mPFF,M,pSyn,2.02E-05,0,2.02E-05,0
IM 334,"c(266, 258)",0.2,right,LS,"c(""LSv"", ""LSr"")",WT,mPFF,F,pSyn,0,0,0,0
IM 338,"c(266, 258)",0.2,right,LS,"c(""LSv"", ""LSr"")",WT,mPFF,M,pSyn,5.83E-05,0,5.83E-05,0
IM 341,"c(258, 266)",0.2,right,LS,"c(""LSr"", ""LSv"")",WT,mPFF,F,pSyn,0,0,0,0
IM 331,66,0.2,right,LT,LT,WT,mPFF,M,pSyn,0,0,0,0
IM 334,66,0.2,right,LT,LT,WT,mPFF,F,pSyn,0,0,0,0
IM 338,66,0.2,right,LT,LT,WT,mPFF,M,pSyn,0,0,0,0
IM 331,549009211,0.2,right,MA3,MA3,WT,mPFF,M,pSyn,0,0,0,0
IM 334,549009211,0.2,right,MA3,MA3,WT,mPFF,F,pSyn,0,0,0,0
IM 338,549009211,0.2,right,MA3,MA3,WT,mPFF,M,pSyn,0,0,0,0
IM 331,313,0.2,right,MB,MB,WT,mPFF,M,pSyn,3.04E-06,0,3.04E-06,0
IM 334,313,0.2,right,MB,MB,WT,mPFF,F,pSyn,0,0,0,0
IM 338,313,0.2,right,MB,MB,WT,mPFF,M,pSyn,4.74E-05,0,4.74E-05,0
IM 341,313,0.2,right,MB,MB,WT,mPFF,F,pSyn,0,0,0,0
IM 331,381,0.2,right,MBmot,SNr,WT,mPFF,M,pSyn,0,0,0,0
IM 334,381,0.2,right,MBmot,SNr,WT,mPFF,F,pSyn,5.99E-05,0,5.99E-05,0
IM 338,381,0.2,right,MBmot,SNr,WT,mPFF,M,pSyn,0,0,0,0
IM 341,246,0.2,right,MBmot,RR,WT,mPFF,F,pSyn,0,0,0,0
IM 331,374,0.2,right,MBsta,SNc,WT,mPFF,M,pSyn,0.000636744,0,0.000636744,0
IM 334,374,0.2,right,MBsta,SNc,WT,mPFF,F,pSyn,0.000263855,0,0.000263855,0
IM 338,374,0.2,right,MBsta,SNc,WT,mPFF,M,pSyn,9.90E-05,0,9.90E-05,0
IM 331,78,0.2,right,mcp,mcp,WT,mPFF,M,pSyn,0,0,0,0
IM 334,78,0.2,right,mcp,mcp,WT,mPFF,F,pSyn,0,0,0,0
IM 338,78,0.2,right,mcp,mcp,WT,mPFF,M,pSyn,0,0,0,0
IM 341,78,0.2,right,mcp,mcp,WT,mPFF,F,pSyn,0,0,0,0
IM 331,362,0.2,right,MD,MD,WT,mPFF,M,pSyn,0.003469124,0,0.003469124,0
IM 334,362,0.2,right,MD,MD,WT,mPFF,F,pSyn,0,0,0,0
IM 338,362,0.2,right,MD,MD,WT,mPFF,M,pSyn,0.001311208,0,0.001311208,0
IM 341,362,0.2,right,MD,MD,WT,mPFF,F,pSyn,0.000902836,0,0.000902836,0
IM 331,10671,0.2,right,ME,ME,WT,mPFF,M,pSyn,0,0,0,0
IM 334,10671,0.2,right,ME,ME,WT,mPFF,F,pSyn,0,0,0,0
IM 338,10671,0.2,right,ME,ME,WT,mPFF,M,pSyn,0,0,0,0
IM 341,10671,0.2,right,ME,ME,WT,mPFF,F,pSyn,0,0,0,0
IM 331,403,0.2,right,MEA,MEA,WT,mPFF,M,pSyn,3.55E-05,0,3.55E-05,0
IM 334,403,0.2,right,MEA,MEA,WT,mPFF,F,pSyn,0.000189365,0,0.000189365,0
IM 338,403,0.2,right,MEA,MEA,WT,mPFF,M,pSyn,0,0,0,0
IM 341,403,0.2,right,MEA,MEA,WT,mPFF,F,pSyn,0,0,0,0
IM 331,63,0.2,right,MEZ,PVHd,WT,mPFF,M,pSyn,0,0,0,0
IM 334,63,0.2,right,MEZ,PVHd,WT,mPFF,F,pSyn,0,0,0,0
IM 338,63,0.2,right,MEZ,PVHd,WT,mPFF,M,pSyn,0,0,0,0
IM 341,63,0.2,right,MEZ,PVHd,WT,mPFF,F,pSyn,0,0,0,0
IM 331,54,0.2,right,mfb,mfb,WT,mPFF,M,pSyn,0,0,0,0
IM 334,54,0.2,right,mfb,mfb,WT,mPFF,F,pSyn,0,0,0,0
IM 338,54,0.2,right,mfb,mfb,WT,mPFF,M,pSyn,0,0,0,0
IM 331,"c(1088, 1072, 1079)",0.2,right,MG,"c(""MGm"", ""MGd"", ""MGv"")",WT,mPFF,M,pSyn,0,0,0,0
IM 334,"c(1088, 1072, 1079)",0.2,right,MG,"c(""MGm"", ""MGd"", ""MGv"")",WT,mPFF,F,pSyn,0,0,0,0
IM 338,"c(1079, 1088, 1072)",0.2,right,MG,"c(""MGv"", ""MGm"", ""MGd"")",WT,mPFF,M,pSyn,0,0,0,0
IM 331,483,0.2,right,MH,MH,WT,mPFF,M,pSyn,0,0,0,0
IM 334,483,0.2,right,MH,MH,WT,mPFF,F,pSyn,0,0,0,0
IM 338,483,0.2,right,MH,MH,WT,mPFF,M,pSyn,0,0,0,0
IM 341,483,0.2,right,MH,MH,WT,mPFF,F,pSyn,0,0,0,0
IM 331,697,0.2,right,ml,ml,WT,mPFF,M,pSyn,0,0,0,0
IM 334,697,0.2,right,ml,ml,WT,mPFF,F,pSyn,0,0,0,0
IM 338,697,0.2,right,ml,ml,WT,mPFF,M,pSyn,0,0,0,0
IM 341,697,0.2,right,ml,ml,WT,mPFF,F,pSyn,0,0,0,0
IM 331,62,0.2,right,mlf,mlf,WT,mPFF,M,pSyn,0,0,0,0
IM 334,62,0.2,right,mlf,mlf,WT,mPFF,F,pSyn,0,0,0,0
IM 338,62,0.2,right,mlf,mlf,WT,mPFF,M,pSyn,0,0,0,0
IM 341,62,0.2,right,mlf,mlf,WT,mPFF,F,pSyn,0,0,0,0
IM 331,"c(606826651, 606826659, 606826647, 606826655)",0.2,right,MM,"c(""MMm"", ""MMd"", ""MMl"", ""MMp"")",WT,mPFF,M,pSyn,0,0,0,0
IM 334,"c(606826659, 732, 606826655, 606826651, 606826647)",0.2,right,MM,"c(""MMd"", ""MMme"", ""MMp"", ""MMm"", ""MMl"")",WT,mPFF,F,pSyn,0,0,0,0
IM 338,"c(606826659, 606826647, 606826651, 732)",0.2,right,MM,"c(""MMd"", ""MMl"", ""MMm"", ""MMme"")",WT,mPFF,M,pSyn,0,0,0,0
IM 331,"c(320, 943, 648, 844, 882)",0.2,right,MOp,"c(""MOp1"", ""MOp2/3"", ""MOp5"", ""MOp6a"", ""MOp6b"")",WT,mPFF,M,pSyn,1.67E-05,0,1.67E-05,0
IM 334,"c(320, 648, 844, 943, 882)",0.2,right,MOp,"c(""MOp1"", ""MOp5"", ""MOp6a"", ""MOp2/3"", ""MOp6b"")",WT,mPFF,F,pSyn,0.002173508,0,0.002173508,0
IM 338,"c(320, 943, 648, 844, 882)",0.2,right,MOp,"c(""MOp1"", ""MOp2/3"", ""MOp5"", ""MOp6a"", ""MOp6b"")",WT,mPFF,M,pSyn,0.000780439,0,0.000780439,0
IM 341,"c(320, 648, 844, 943, 882)",0.2,right,MOp,"c(""MOp1"", ""MOp5"", ""MOp6a"", ""MOp2/3"", ""MOp6b"")",WT,mPFF,F,pSyn,0.001345281,0,0.001345281,0
IM 331,"c(962, 767, 656, 1021, 1085)",0.2,right,MOs,"c(""MOs2/3"", ""MOs5"", ""MOs1"", ""MOs6a"", ""MOs6b"")",WT,mPFF,M,pSyn,0.000146302,0,0.000146302,0
IM 334,"c(656, 1021, 962, 1085, 767)",0.2,right,MOs,"c(""MOs1"", ""MOs6a"", ""MOs2/3"", ""MOs6b"", ""MOs5"")",WT,mPFF,F,pSyn,0.001077206,0,0.001077206,0
IM 338,"c(656, 767, 1021, 1085, 962)",0.2,right,MOs,"c(""MOs1"", ""MOs5"", ""MOs6a"", ""MOs6b"", ""MOs2/3"")",WT,mPFF,M,pSyn,0.001050719,0,0.001050719,0
IM 341,"c(656, 1021, 767, 1085, 962)",0.2,right,MOs,"c(""MOs1"", ""MOs6a"", ""MOs5"", ""MOs6b"", ""MOs2/3"")",WT,mPFF,F,pSyn,0.00247198,0,0.00247198,0
IM 331,93,0.2,right,moV,moV,WT,mPFF,M,pSyn,0,0,0,0
IM 334,93,0.2,right,moV,moV,WT,mPFF,F,pSyn,0,0,0,0
IM 338,93,0.2,right,moV,moV,WT,mPFF,M,pSyn,0,0,0,0
IM 341,93,0.2,right,moV,moV,WT,mPFF,F,pSyn,0,0,0,0
IM 331,673,0.2,right,mp,mp,WT,mPFF,M,pSyn,0,0,0,0
IM 334,673,0.2,right,mp,mp,WT,mPFF,F,pSyn,0,0,0,0
IM 338,673,0.2,right,mp,mp,WT,mPFF,M,pSyn,0,0,0,0
IM 331,531,0.2,right,MPT,MPT,WT,mPFF,M,pSyn,0,0,0,0
IM 334,531,0.2,right,MPT,MPT,WT,mPFF,F,pSyn,0,0,0,0
IM 338,531,0.2,right,MPT,MPT,WT,mPFF,M,pSyn,0,0,0,0
IM 331,128,0.2,right,MRN,MRN,WT,mPFF,M,pSyn,0.002978567,0,0.002978567,0
IM 334,128,0.2,right,MRN,MRN,WT,mPFF,F,pSyn,1.03E-05,0,1.03E-05,0
IM 338,128,0.2,right,MRN,MRN,WT,mPFF,M,pSyn,3.72E-06,0,3.72E-06,0
IM 341,128,0.2,right,MRN,MRN,WT,mPFF,F,pSyn,9.46E-06,0,9.46E-06,0
IM 331,564,0.2,right,MS,MS,WT,mPFF,M,pSyn,0,0,0,0
IM 334,564,0.2,right,MS,MS,WT,mPFF,F,pSyn,0,0,0,0
IM 338,564,0.2,right,MS,MS,WT,mPFF,M,pSyn,0,0,0,0
IM 341,564,0.2,right,MS,MS,WT,mPFF,F,pSyn,0,0,0,0
IM 331,58,0.2,right,MT,MT,WT,mPFF,M,pSyn,0,0,0,0
IM 334,58,0.2,right,MT,MT,WT,mPFF,F,pSyn,0,0,0,0
IM 338,58,0.2,right,MT,MT,WT,mPFF,M,pSyn,0,0,0,0
IM 331,681,0.2,right,mtg,mtg,WT,mPFF,M,pSyn,0,0,0,0
IM 334,681,0.2,right,mtg,mtg,WT,mPFF,F,pSyn,0,0,0,0
IM 338,681,0.2,right,mtg,mtg,WT,mPFF,M,pSyn,0,0,0,0
IM 341,681,0.2,right,mtg,mtg,WT,mPFF,F,pSyn,0,0,0,0
IM 331,690,0.2,right,mtt,mtt,WT,mPFF,M,pSyn,0,0,0,0
IM 334,690,0.2,right,mtt,mtt,WT,mPFF,F,pSyn,0,0,0,0
IM 338,690,0.2,right,mtt,mtt,WT,mPFF,M,pSyn,0,0,0,0
IM 341,690,0.2,right,mtt,mtt,WT,mPFF,F,pSyn,0,0,0,0
IM 338,354,0.2,right,MY,MY,WT,mPFF,M,pSyn,0,0,0,0
IM 331,997,0.2,right,None,None,WT,mPFF,M,pSyn,0,0,0,0
IM 334,997,0.2,right,None,None,WT,mPFF,F,pSyn,0,0,0,0
IM 338,997,0.2,right,None,None,WT,mPFF,M,pSyn,0,0,0,0
IM 341,997,0.2,right,None,None,WT,mPFF,F,pSyn,0,0,0,0
IM 331,587,0.2,right,ND,ND,WT,mPFF,M,pSyn,0,0,0,0
IM 334,587,0.2,right,ND,ND,WT,mPFF,F,pSyn,0,0,0,0
IM 338,587,0.2,right,ND,ND,WT,mPFF,M,pSyn,0,0,0,0
IM 331,596,0.2,right,NDB,NDB,WT,mPFF,M,pSyn,0,0,0,0
IM 334,596,0.2,right,NDB,NDB,WT,mPFF,F,pSyn,0,0,0,0
IM 338,596,0.2,right,NDB,NDB,WT,mPFF,M,pSyn,0,0,0,0
IM 341,596,0.2,right,NDB,NDB,WT,mPFF,F,pSyn,0,0,0,0
IM 331,612,0.2,right,NLL,NLL,WT,mPFF,M,pSyn,0,0,0,0
IM 334,612,0.2,right,NLL,NLL,WT,mPFF,F,pSyn,0,0,0,0
IM 338,612,0.2,right,NLL,NLL,WT,mPFF,M,pSyn,0,0,0,0
IM 341,612,0.2,right,NLL,NLL,WT,mPFF,F,pSyn,0.004560597,0,0.004560597,0
IM 331,628,0.2,right,NOT,NOT,WT,mPFF,M,pSyn,0,0,0,0
IM 334,628,0.2,right,NOT,NOT,WT,mPFF,F,pSyn,0,0,0,0
IM 338,628,0.2,right,NOT,NOT,WT,mPFF,M,pSyn,0,0,0,0
IM 331,634,0.2,right,NPC,NPC,WT,mPFF,M,pSyn,0,0,0,0
IM 334,634,0.2,right,NPC,NPC,WT,mPFF,F,pSyn,0,0,0,0
IM 338,634,0.2,right,NPC,NPC,WT,mPFF,M,pSyn,0,0,0,0
IM 331,102,0.2,right,nst,nst,WT,mPFF,M,pSyn,0.00112031,0,0.00112031,0
IM 334,102,0.2,right,nst,nst,WT,mPFF,F,pSyn,0,0,0,0
IM 338,102,0.2,right,nst,nst,WT,mPFF,M,pSyn,0,0,0,0
IM 341,102,0.2,right,nst,nst,WT,mPFF,F,pSyn,0.000432733,0,0.000432733,0
IM 331,698,0.2,right,OLF,OLF,WT,mPFF,M,pSyn,0.000124285,0,0.000124285,0
IM 334,698,0.2,right,OLF,OLF,WT,mPFF,F,pSyn,0.000265901,0,0.000265901,0
IM 338,698,0.2,right,OLF,OLF,WT,mPFF,M,pSyn,0,0,0,0
IM 341,698,0.2,right,OLF,OLF,WT,mPFF,F,pSyn,0.000168426,0,0.000168426,0
IM 331,706,0.2,right,OP,OP,WT,mPFF,M,pSyn,0,0,0,0
IM 334,706,0.2,right,OP,OP,WT,mPFF,F,pSyn,0,0,0,0
IM 338,706,0.2,right,OP,OP,WT,mPFF,M,pSyn,0,0,0,0
IM 331,125,0.2,right,opt,opt,WT,mPFF,M,pSyn,0.000578948,0,0.000578948,0
IM 334,125,0.2,right,opt,opt,WT,mPFF,F,pSyn,0,0,0,0
IM 338,125,0.2,right,opt,opt,WT,mPFF,M,pSyn,0,0,0,0
IM 341,125,0.2,right,opt,opt,WT,mPFF,F,pSyn,0,0,0,0
IM 331,484682520,0.2,right,or,or,WT,mPFF,M,pSyn,0.000302675,0,0.000302675,0
IM 334,484682520,0.2,right,or,or,WT,mPFF,F,pSyn,0.000539509,0,0.000539509,0
IM 338,484682520,0.2,right,or,or,WT,mPFF,M,pSyn,0.00113317,0,0.00113317,0
IM 341,484682520,0.2,right,or,or,WT,mPFF,F,pSyn,0.001836232,0,0.001836232,0
IM 331,"c(412, 448, 440, 630)",0.2,right,ORBl,"c(""ORBl2/3"", ""ORBl1"", ""ORBl6a"", ""ORBl5"")",WT,mPFF,M,pSyn,0.000605309,0,0.000605309,0
IM 334,"c(440, 448, 488, 412, 630)",0.2,right,ORBl,"c(""ORBl6a"", ""ORBl1"", ""ORBl6b"", ""ORBl2/3"", ""ORBl5"")",WT,mPFF,F,pSyn,0.0006626,0,0.0006626,0
IM 338,"c(440, 448, 412, 630)",0.2,right,ORBl,"c(""ORBl6a"", ""ORBl1"", ""ORBl2/3"", ""ORBl5"")",WT,mPFF,M,pSyn,0.000936668,0,0.000936668,0
IM 341,"c(630, 440, 448, 412)",0.2,right,ORBl,"c(""ORBl5"", ""ORBl6a"", ""ORBl1"", ""ORBl2/3"")",WT,mPFF,F,pSyn,0.002125826,0,0.002125826,0
IM 331,"c(484, 582, 620, 910)",0.2,right,ORBm,"c(""ORBm1"", ""ORBm2/3"", ""ORBm5"", ""ORBm6a"")",WT,mPFF,M,pSyn,9.85E-05,0,9.85E-05,0
IM 334,"c(910, 484, 620, 582)",0.2,right,ORBm,"c(""ORBm6a"", ""ORBm1"", ""ORBm5"", ""ORBm2/3"")",WT,mPFF,F,pSyn,3.94E-05,0,3.94E-05,0
IM 338,"c(620, 910, 484, 582)",0.2,right,ORBm,"c(""ORBm5"", ""ORBm6a"", ""ORBm1"", ""ORBm2/3"")",WT,mPFF,M,pSyn,0.000317812,0,0.000317812,0
IM 341,"c(484, 582, 910, 620)",0.2,right,ORBm,"c(""ORBm1"", ""ORBm2/3"", ""ORBm6a"", ""ORBm5"")",WT,mPFF,F,pSyn,0.000185915,0,0.000185915,0
IM 331,"c(288, 608, 1125)",0.2,right,ORBvl,"c(""ORBvl2/3"", ""ORBvl6a"", ""ORBvl5"")",WT,mPFF,M,pSyn,0.000707908,0,0.000707908,0
IM 334,"c(608, 288, 1125)",0.2,right,ORBvl,"c(""ORBvl6a"", ""ORBvl2/3"", ""ORBvl5"")",WT,mPFF,F,pSyn,0.00287698,0,0.00287698,0
