mouse,Region ID,mpi,side,parent,daughter,genotype,treatment,sex,marker,Total % Area,Inclusion % Area,Neurite Area,Inclusion per mm^2
IM 92,1009,1,left,fiber tracts,fiber tracts,WT,mPFF,F,pSyn,0.000762228,0,0.000762228,0
IM 93,1009,1,left,fiber tracts,fiber tracts,WT,mPFF,M,pSyn,0.000691652,0,0.000691652,0
IM 94,1009,1,left,fiber tracts,fiber tracts,WT,mPFF,M,pSyn,7.83E-05,0,7.83E-05,0
IM 95,1009,1,left,fiber tracts,fiber tracts,WT,mPFF,M,pSyn,0.001088935,0,0.001088935,0
IM 96,1009,1,left,fiber tracts,fiber tracts,WT,mPFF,M,pSyn,0,0,0,0
IM 89,595,1,left,fr,fr,WT,mPFF,F,pSyn,0,0,0,0
IM 90,595,1,left,fr,fr,WT,mPFF,F,pSyn,0,0,0,0
IM 91,595,1,left,fr,fr,WT,mPFF,F,pSyn,0,0,0,0
IM 92,595,1,left,fr,fr,WT,mPFF,F,pSyn,0,0,0,0
IM 93,595,1,left,fr,fr,WT,mPFF,M,pSyn,0,0,0,0
IM 94,595,1,left,fr,fr,WT,mPFF,M,pSyn,0,0,0,0
IM 95,595,1,left,fr,fr,WT,mPFF,M,pSyn,0,0,0,0
IM 96,595,1,left,fr,fr,WT,mPFF,M,pSyn,0,0,0,0
IM 89,526157196,1,left,FRP,FRP6a,WT,mPFF,F,pSyn,0.005001266,0,0.005001266,0
IM 90,526157196,1,left,FRP,FRP6a,WT,mPFF,F,pSyn,0.012536383,0,0.012536383,0
IM 91,526157196,1,left,FRP,FRP6a,WT,mPFF,F,pSyn,0.015208303,0,0.015208303,0
IM 92,526157196,1,left,FRP,FRP6a,WT,mPFF,F,pSyn,0.022632226,0,0.022632226,0
IM 93,526157196,1,left,FRP,FRP6a,WT,mPFF,M,pSyn,0.06216506,0,0.06216506,0
IM 94,526157196,1,left,FRP,FRP6a,WT,mPFF,M,pSyn,0.010710207,0,0.010710207,0
IM 95,526157196,1,left,FRP,FRP6a,WT,mPFF,M,pSyn,0.004069038,0,0.004069038,0
IM 96,526157196,1,left,FRP,FRP6a,WT,mPFF,M,pSyn,0.001463445,0,0.001463445,0
IM 89,436,1,left,fx,fx,WT,mPFF,F,pSyn,0.000225692,0,0.000225692,0
IM 90,436,1,left,fx,fx,WT,mPFF,F,pSyn,0,0,0,0
IM 91,436,1,left,fx,fx,WT,mPFF,F,pSyn,0,0,0,0
IM 92,436,1,left,fx,fx,WT,mPFF,F,pSyn,0,0,0,0
IM 93,436,1,left,fx,fx,WT,mPFF,M,pSyn,0,0,0,0
IM 94,436,1,left,fx,fx,WT,mPFF,M,pSyn,0.000187342,0,0.000187342,0
IM 95,436,1,left,fx,fx,WT,mPFF,M,pSyn,0,0,0,0
IM 96,436,1,left,fx,fx,WT,mPFF,M,pSyn,0.002812362,0,0.002812362,0
IM 89,"c(638, 36, 662, 148, 180, 187)",1,left,GU,"c(""GU6a"", ""GU1"", ""GU6b"", ""GU4"", ""GU2/3"", ""GU5"")",WT,mPFF,F,pSyn,0.012586377,0,0.012586377,0
IM 90,"c(148, 638, 180, 36, 662, 187)",1,left,GU,"c(""GU4"", ""GU6a"", ""GU2/3"", ""GU1"", ""GU6b"", ""GU5"")",WT,mPFF,F,pSyn,0.004504419,0,0.004504419,0
IM 91,"c(662, 638, 36, 180, 148, 187)",1,left,GU,"c(""GU6b"", ""GU6a"", ""GU1"", ""GU2/3"", ""GU4"", ""GU5"")",WT,mPFF,F,pSyn,0.019375065,0.009321787,0.010053278,3.151625445
IM 92,"c(187, 662, 148, 180, 36, 638)",1,left,GU,"c(""GU5"", ""GU6b"", ""GU4"", ""GU2/3"", ""GU1"", ""GU6a"")",WT,mPFF,F,pSyn,0.007852603,0,0.007852603,0
IM 93,"c(180, 148, 36, 187, 638, 662)",1,left,GU,"c(""GU2/3"", ""GU4"", ""GU1"", ""GU5"", ""GU6a"", ""GU6b"")",WT,mPFF,M,pSyn,0.008503076,0,0.008503076,0
IM 94,"c(36, 180, 187, 662, 638, 148)",1,left,GU,"c(""GU1"", ""GU2/3"", ""GU5"", ""GU6b"", ""GU6a"", ""GU4"")",WT,mPFF,M,pSyn,0.003695512,0,0.003695512,0
IM 95,"c(187, 180, 148, 638, 36, 662)",1,left,GU,"c(""GU5"", ""GU2/3"", ""GU4"", ""GU6a"", ""GU1"", ""GU6b"")",WT,mPFF,M,pSyn,0.003358605,0,0.003358605,0
IM 96,"c(148, 36, 662, 180, 187, 638)",1,left,GU,"c(""GU4"", ""GU1"", ""GU6b"", ""GU2/3"", ""GU5"", ""GU6a"")",WT,mPFF,M,pSyn,0.000654473,0,0.000654473,0
IM 89,589508447,1,left,HATA,HATA,WT,mPFF,F,pSyn,0,0,0,0
IM 90,589508447,1,left,HATA,HATA,WT,mPFF,F,pSyn,0,0,0,0
IM 91,589508447,1,left,HATA,HATA,WT,mPFF,F,pSyn,0,0,0,0
IM 92,589508447,1,left,HATA,HATA,WT,mPFF,F,pSyn,0,0,0,0
IM 93,589508447,1,left,HATA,HATA,WT,mPFF,M,pSyn,0,0,0,0
IM 94,589508447,1,left,HATA,HATA,WT,mPFF,M,pSyn,0,0,0,0
IM 95,589508447,1,left,HATA,HATA,WT,mPFF,M,pSyn,0,0,0,0
IM 96,589508447,1,left,HATA,HATA,WT,mPFF,M,pSyn,0,0,0,0
IM 89,611,1,left,hbc,hbc,WT,mPFF,F,pSyn,0,0,0,0
IM 90,611,1,left,hbc,hbc,WT,mPFF,F,pSyn,0,0,0,0
IM 91,611,1,left,hbc,hbc,WT,mPFF,F,pSyn,0,0,0,0
IM 92,611,1,left,hbc,hbc,WT,mPFF,F,pSyn,0,0,0,0
IM 93,611,1,left,hbc,hbc,WT,mPFF,M,pSyn,0,0,0,0
IM 94,611,1,left,hbc,hbc,WT,mPFF,M,pSyn,0,0,0,0
IM 95,611,1,left,hbc,hbc,WT,mPFF,M,pSyn,0,0,0,0
IM 96,611,1,left,hbc,hbc,WT,mPFF,M,pSyn,0,0,0,0
IM 89,1089,1,left,HPF,HPF,WT,mPFF,F,pSyn,1.76E-05,0,1.76E-05,0
IM 90,1089,1,left,HPF,HPF,WT,mPFF,F,pSyn,0.000646218,0,0.000646218,0
IM 91,1089,1,left,HPF,HPF,WT,mPFF,F,pSyn,0,0,0,0
IM 92,1089,1,left,HPF,HPF,WT,mPFF,F,pSyn,0,0,0,0
IM 93,1089,1,left,HPF,HPF,WT,mPFF,M,pSyn,0.001165707,0,0.001165707,0
IM 94,1089,1,left,HPF,HPF,WT,mPFF,M,pSyn,0,0,0,0
IM 95,1089,1,left,HPF,HPF,WT,mPFF,M,pSyn,0.000976497,0,0.000976497,0
IM 96,1089,1,left,HPF,HPF,WT,mPFF,M,pSyn,5.80E-05,0,5.80E-05,0
IM 89,1097,1,left,HY,HY,WT,mPFF,F,pSyn,0,0,0,0
IM 90,1097,1,left,HY,HY,WT,mPFF,F,pSyn,0.000301862,0,0.000301862,0
IM 91,1097,1,left,HY,HY,WT,mPFF,F,pSyn,1.58E-05,0,1.58E-05,0
IM 92,1097,1,left,HY,HY,WT,mPFF,F,pSyn,0.001328602,0,0.001328602,0
IM 93,1097,1,left,HY,HY,WT,mPFF,M,pSyn,0.000228137,0,0.000228137,0
IM 94,1097,1,left,HY,HY,WT,mPFF,M,pSyn,0,0,0,0
IM 95,1097,1,left,HY,HY,WT,mPFF,M,pSyn,4.27E-05,0,4.27E-05,0
IM 96,1097,1,left,HY,HY,WT,mPFF,M,pSyn,6.94E-06,0,6.94E-06,0
IM 89,1105,1,left,IA,IA,WT,mPFF,F,pSyn,0.006232098,0,0.006232098,0
IM 90,1105,1,left,IA,IA,WT,mPFF,F,pSyn,0.014449115,0,0.014449115,0
IM 91,1105,1,left,IA,IA,WT,mPFF,F,pSyn,0.018180028,0,0.018180028,0
IM 92,1105,1,left,IA,IA,WT,mPFF,F,pSyn,0.00040432,0,0.00040432,0
