mouse,Region ID,mpi,side,parent,daughter,genotype,treatment,sex,marker,Total % Area,Inclusion % Area,Neurite % Area,Incl per mm^2
IM340,946,0.1,right,PH,PH,WT,mPFF,F,pSyn,0,0,0,0
IM333,560581563,0.1,right,PIL,PIL,WT,mPFF,F,pSyn,0,0,0,0
IM337,560581563,0.1,right,PIL,PIL,WT,mPFF,M,pSyn,0,0,0,0
IM340,560581563,0.1,right,PIL,PIL,WT,mPFF,F,pSyn,0,0,0,0
IM330,961,0.1,right,PIR,PIR,WT,mPFF,M,pSyn,0,0,0,0
IM333,961,0.1,right,PIR,PIR,WT,mPFF,"c(""M"", ""F"")",pSyn,6.56E-06,0,6.56E-06,0
IM337,961,0.1,right,PIR,PIR,WT,mPFF,M,pSyn,1.38E-05,0,1.38E-05,0
IM340,961,0.1,right,PIR,PIR,WT,mPFF,F,pSyn,4.55E-05,0,4.55E-05,0
IM330,"c(84, 171, 363, 304)",0.1,right,PL,"c(""PL6a"", ""PL1"", ""PL5"", ""PL2/3"")",WT,mPFF,M,pSyn,0,0,0,0
IM333,"c(304, 363, 84, 171)",0.1,right,PL,"c(""PL2/3"", ""PL5"", ""PL6a"", ""PL1"")",WT,mPFF,M,pSyn,1.01E-05,0,1.01E-05,0
IM337,"c(304, 171, 363, 84)",0.1,right,PL,"c(""PL2/3"", ""PL1"", ""PL5"", ""PL6a"")",WT,mPFF,M,pSyn,0,0,0,0
IM340,"c(171, 363, 304, 84)",0.1,right,PL,"c(""PL1"", ""PL5"", ""PL2/3"", ""PL6a"")",WT,mPFF,F,pSyn,1.93E-05,0,1.93E-05,0
IM337,753,0.1,right,pm,pm,WT,mPFF,M,pSyn,0,0,0,0
IM340,753,0.1,right,pm,pm,WT,mPFF,F,pSyn,0,0,0,0
IM330,1004,0.1,right,PMv,PMv,WT,mPFF,M,pSyn,0,0,0,0
IM333,1004,0.1,right,PMv,PMv,WT,mPFF,F,pSyn,0,0,0,0
IM330,1020,0.1,right,PO,PO,WT,mPFF,M,pSyn,0,0,0,0
IM333,1020,0.1,right,PO,PO,WT,mPFF,F,pSyn,0,0,0,0
IM337,1020,0.1,right,PO,PO,WT,mPFF,M,pSyn,0,0,0,0
IM340,1020,0.1,right,PO,PO,WT,mPFF,F,pSyn,0,0,0,0
IM333,1029,0.1,right,POL,POL,WT,mPFF,F,pSyn,0,0,0,0
IM337,1029,0.1,right,POL,POL,WT,mPFF,M,pSyn,0,0,0,0
IM340,1029,0.1,right,POL,POL,WT,mPFF,F,pSyn,0,0,0,0
IM330,1037,0.1,right,POST,POST,WT,mPFF,M,pSyn,0,0,0,0
IM333,1037,0.1,right,POST,POST,WT,mPFF,F,pSyn,0,0,0,0
IM337,1037,0.1,right,POST,POST,WT,mPFF,M,pSyn,0,0,0,0
IM340,1037,0.1,right,POST,POST,WT,mPFF,F,pSyn,0,0,0,0
IM333,563807435,0.1,right,PoT,PoT,WT,mPFF,F,pSyn,0,0,0,0
IM337,563807435,0.1,right,PoT,PoT,WT,mPFF,M,pSyn,0,0,0,0
IM340,563807435,0.1,right,PoT,PoT,WT,mPFF,F,pSyn,0,0,0,0
IM333,1044,0.1,right,PP,PP,WT,mPFF,F,pSyn,0,0,0,0
IM337,1044,0.1,right,PP,PP,WT,mPFF,M,pSyn,0,0,0,0
IM340,1044,0.1,right,PP,PP,WT,mPFF,F,pSyn,0,0,0,0
IM330,1052,0.1,right,PPN,PPN,WT,mPFF,M,pSyn,0,0,0,0
IM333,1052,0.1,right,PPN,PPN,WT,mPFF,F,pSyn,0,0,0,0
IM337,1052,0.1,right,PPN,PPN,WT,mPFF,M,pSyn,0,0,0,0
IM340,1052,0.1,right,PPN,PPN,WT,mPFF,F,pSyn,0,0,0,0
IM333,1061,0.1,right,PPT,PPT,WT,mPFF,F,pSyn,0,0,0,0
IM337,1061,0.1,right,PPT,PPT,WT,mPFF,M,pSyn,0,0,0,0
IM340,1061,0.1,right,PPT,PPT,WT,mPFF,F,pSyn,0,0,0,0
IM330,1077,0.1,right,PR,PR,WT,mPFF,M,pSyn,0,0,0,0
IM333,1077,0.1,right,PR,PR,WT,mPFF,F,pSyn,0,0,0,0
IM337,1077,0.1,right,PR,PR,WT,mPFF,M,pSyn,0,0,0,0
IM340,1077,0.1,right,PR,PR,WT,mPFF,F,pSyn,0,0,0,0
IM330,50,0.1,right,PRC,PRC,WT,mPFF,M,pSyn,0,0,0,0
IM333,50,0.1,right,PRC,PRC,WT,mPFF,F,pSyn,0,0,0,0
IM340,50,0.1,right,PRC,PRC,WT,mPFF,F,pSyn,0,0,0,0
IM330,1084,0.1,right,PRE,PRE,WT,mPFF,M,pSyn,0,0,0,0
IM333,1084,0.1,right,PRE,PRE,WT,mPFF,F,pSyn,0,0,0,0
IM337,1084,0.1,right,PRE,PRE,WT,mPFF,M,pSyn,0,0,0,0
IM340,1084,0.1,right,PRE,PRE,WT,mPFF,F,pSyn,0,0,0,0
IM330,146,0.1,right,PRNr,PRNr,WT,mPFF,M,pSyn,0,0,0,0
IM333,146,0.1,right,PRNr,PRNr,WT,mPFF,F,pSyn,0,0,0,0
IM337,146,0.1,right,PRNr,PRNr,WT,mPFF,M,pSyn,0,0,0,0
IM340,146,0.1,right,PRNr,PRNr,WT,mPFF,F,pSyn,0,0,0,0
IM333,484682470,0.1,right,ProS,ProS,WT,mPFF,F,pSyn,0,0,0,0
IM337,484682470,0.1,right,ProS,ProS,WT,mPFF,M,pSyn,0,0,0,0
IM340,484682470,0.1,right,ProS,ProS,WT,mPFF,F,pSyn,0,0,0,0
IM330,364,0.1,right,PSTN,PSTN,WT,mPFF,M,pSyn,0,0,0,0
IM333,364,0.1,right,PSTN,PSTN,WT,mPFF,F,pSyn,0,0,0,0
IM337,364,0.1,right,PSTN,PSTN,WT,mPFF,M,pSyn,0,0,0,0
IM340,364,0.1,right,PSTN,PSTN,WT,mPFF,F,pSyn,0,0,0,0
IM330,149,0.1,right,PVT,PVT,WT,mPFF,M,pSyn,0,0,0,0
IM333,149,0.1,right,PVT,PVT,WT,mPFF,F,pSyn,0,0,0,0
IM337,149,0.1,right,PVT,PVT,WT,mPFF,M,pSyn,0,0,0,0
IM340,149,0.1,right,PVT,PVT,WT,mPFF,F,pSyn,0,0,0,0
IM330,118,0.1,right,PVZ,PVi,WT,mPFF,M,pSyn,0,0,0,0
IM333,118,0.1,right,PVZ,PVi,WT,mPFF,F,pSyn,0,0,0,0
IM337,118,0.1,right,PVZ,PVi,WT,mPFF,M,pSyn,0.00203913,0,0.00203913,0
IM340,118,0.1,right,PVZ,PVi,WT,mPFF,F,pSyn,0,0,0,0
IM330,181,0.1,right,RE,RE,WT,mPFF,M,pSyn,0,0,0,0
IM333,181,0.1,right,RE,RE,WT,mPFF,F,pSyn,0,0,0,0
IM337,181,0.1,right,RE,RE,WT,mPFF,M,pSyn,0,0,0,0
IM340,181,0.1,right,RE,RE,WT,mPFF,F,pSyn,0,0,0,0
IM330,189,0.1,right,RH,RH,WT,mPFF,M,pSyn,0,0,0,0
IM333,189,0.1,right,RH,RH,WT,mPFF,F,pSyn,0,0,0,0
IM337,189,0.1,right,RH,RH,WT,mPFF,M,pSyn,0,0,0,0
IM340,189,0.1,right,RH,RH,WT,mPFF,F,pSyn,0,0,0,0
IM333,197,0.1,right,RL,RL,WT,mPFF,F,pSyn,0,0,0,0
IM337,197,0.1,right,RL,RL,WT,mPFF,M,pSyn,0,0,0,0
IM340,197,0.1,right,RL,RL,WT,mPFF,F,pSyn,0,0,0,0
IM330,214,0.1,right,RN,RN,WT,mPFF,M,pSyn,0,0,0,0
IM333,214,0.1,right,RN,RN,WT,mPFF,F,pSyn,0,0,0,0
IM337,214,0.1,right,RN,RN,WT,mPFF,M,pSyn,0,0,0,0
IM340,214,0.1,right,RN,RN,WT,mPFF,F,pSyn,0,0,0,0
IM330,"c(906, 279, 965, 774, 671)",0.1,right,RSPagl,"c(""RSPagl6a"", ""RSPagl6b"", ""RSPagl2/3"", ""RSPagl5"", ""RSPagl1"")",WT,mPFF,M,pSyn,0,0,0,0
IM333,"c(906, 279, 774, 965, 671)",0.1,right,RSPagl,"c(""RSPagl6a"", ""RSPagl6b"", ""RSPagl5"", ""RSPagl2/3"", ""RSPagl1"")",WT,mPFF,F,pSyn,0,0,0,0
IM337,"c(279, 774, 671, 965, 906)",0.1,right,RSPagl,"c(""RSPagl6b"", ""RSPagl5"", ""RSPagl1"", ""RSPagl2/3"", ""RSPagl6a"")",WT,mPFF,M,pSyn,0,0,0,0
IM340,"c(671, 279, 906, 965, 774)",0.1,right,RSPagl,"c(""RSPagl1"", ""RSPagl6b"", ""RSPagl6a"", ""RSPagl2/3"", ""RSPagl5"")",WT,mPFF,F,pSyn,2.60E-05,0,2.60E-05,0
IM330,"c(610, 274, 434, 330, 442)",0.1,right,RSPd,"c(""RSPd5"", ""RSPd6a"", ""RSPd2/3"", ""RSPd6b"", ""RSPd1"")",WT,mPFF,M,pSyn,0,0,0,0
IM333,"c(274, 442, 434, 330, 610)",0.1,right,RSPd,"c(""RSPd6a"", ""RSPd1"", ""RSPd2/3"", ""RSPd6b"", ""RSPd5"")",WT,mPFF,F,pSyn,0,0,0,0
IM337,"c(274, 610, 330, 442, 434)",0.1,right,RSPd,"c(""RSPd6a"", ""RSPd5"", ""RSPd6b"", ""RSPd1"", ""RSPd2/3"")",WT,mPFF,M,pSyn,0,0,0,0
IM340,"c(610, 330, 442, 434, 274)",0.1,right,RSPd,"c(""RSPd5"", ""RSPd6b"", ""RSPd1"", ""RSPd2/3"", ""RSPd6a"")",WT,mPFF,F,pSyn,0,0,0,0
IM330,"c(430, 687, 590, 542, 622)",0.1,right,RSPv,"c(""RSPv2/3"", ""RSPv5"", ""RSPv6a"", ""RSPv1"", ""RSPv6b"")",WT,mPFF,M,pSyn,0.000260525,0,0.000260525,0
IM333,"c(542, 430, 687, 622, 590)",0.1,right,RSPv,"c(""RSPv1"", ""RSPv2/3"", ""RSPv5"", ""RSPv6b"", ""RSPv6a"")",WT,mPFF,F,pSyn,0,0,0,0
IM337,"c(542, 687, 590, 622, 430)",0.1,right,RSPv,"c(""RSPv1"", ""RSPv5"", ""RSPv6a"", ""RSPv6b"", ""RSPv2/3"")",WT,mPFF,M,pSyn,1.06E-05,0,1.06E-05,0
IM340,"c(622, 590, 430, 542, 687)",0.1,right,RSPv,"c(""RSPv6b"", ""RSPv6a"", ""RSPv2/3"", ""RSPv1"", ""RSPv5"")",WT,mPFF,F,pSyn,0,0,0,0
IM330,262,0.1,right,RT,RT,WT,mPFF,M,pSyn,0,0,0,0
IM333,262,0.1,right,RT,RT,WT,mPFF,F,pSyn,0,0,0,0
IM337,262,0.1,right,RT,RT,WT,mPFF,M,pSyn,1.91E-05,0,1.91E-05,0
IM340,262,0.1,right,RT,RT,WT,mPFF,F,pSyn,0,0,0,0
IM330,863,0.1,right,rust,rust,WT,mPFF,M,pSyn,0,0,0,0
IM333,863,0.1,right,rust,rust,WT,mPFF,F,pSyn,0,0,0,0
IM337,863,0.1,right,rust,rust,WT,mPFF,M,pSyn,0,0,0,0
IM340,863,0.1,right,rust,rust,WT,mPFF,F,pSyn,0,0,0,0
IM330,271,0.1,right,SAG,SAG,WT,mPFF,M,pSyn,0,0,0,0
IM333,271,0.1,right,SAG,SAG,WT,mPFF,F,pSyn,0,0,0,0
IM337,271,0.1,right,SAG,SAG,WT,mPFF,M,pSyn,0,0,0,0
IM340,271,0.1,right,SAG,SAG,WT,mPFF,F,pSyn,0,0,0,0
IM330,"c(17, 10, 26, 42)",0.1,right,SCm,"c(""SCiw"", ""SCig"", ""SCdg"", ""SCdw"")",WT,mPFF,M,pSyn,0,0,0,0
IM333,"c(10, 42, 17, 26)",0.1,right,SCm,"c(""SCig"", ""SCdw"", ""SCiw"", ""SCdg"")",WT,mPFF,F,pSyn,0,0,0,0
IM337,"c(26, 10, 42, 17)",0.1,right,SCm,"c(""SCdg"", ""SCig"", ""SCdw"", ""SCiw"")",WT,mPFF,M,pSyn,0,0,0,0
IM340,"c(10, 17, 26, 42)",0.1,right,SCm,"c(""SCig"", ""SCiw"", ""SCdg"", ""SCdw"")",WT,mPFF,F,pSyn,0,0,0,0
IM333,599626923,0.1,right,SCO,SCO,WT,mPFF,F,pSyn,0,0,0,0
IM337,599626923,0.1,right,SCO,SCO,WT,mPFF,M,pSyn,0,0,0,0
IM340,599626923,0.1,right,SCO,SCO,WT,mPFF,F,pSyn,0,0,0,0
IM333,326,0.1,right,scp,scp,WT,mPFF,F,pSyn,0,0,0,0
IM337,326,0.1,right,scp,scp,WT,mPFF,M,pSyn,0,0,0,0
IM340,326,0.1,right,scp,scp,WT,mPFF,F,pSyn,0,0,0,0
IM330,"c(842, 834, 851)",0.1,right,SCs,"c(""SCsg"", ""SCzo"", ""SCop"")",WT,mPFF,M,pSyn,0,0,0,0
IM333,"c(834, 842, 851)",0.1,right,SCs,"c(""SCzo"", ""SCsg"", ""SCop"")",WT,mPFF,F,pSyn,0,0,0,0
IM337,"c(851, 842, 834)",0.1,right,SCs,"c(""SCop"", ""SCsg"", ""SCzo"")",WT,mPFF,M,pSyn,0,0,0,0
IM340,"c(842, 851, 834)",0.1,right,SCs,"c(""SCsg"", ""SCop"", ""SCzo"")",WT,mPFF,F,pSyn,0,0,0,0
IM330,484682512,0.1,right,scwm,scwm,WT,mPFF,M,pSyn,0,0,0,0
IM333,484682512,0.1,right,scwm,scwm,WT,mPFF,F,pSyn,0,0,0,0
IM337,484682512,0.1,right,scwm,scwm,WT,mPFF,M,pSyn,0,0,0,0
IM340,484682512,0.1,right,scwm,scwm,WT,mPFF,F,pSyn,0,0,0,0
IM333,325,0.1,right,SGN,SGN,WT,mPFF,F,pSyn,0,0,0,0
IM337,325,0.1,right,SGN,SGN,WT,mPFF,M,pSyn,0,0,0,0
IM340,325,0.1,right,SGN,SGN,WT,mPFF,F,pSyn,0,0,0,0
IM330,333,0.1,right,SH,SH,WT,mPFF,M,pSyn,0,0,0,0
IM333,333,0.1,right,SH,SH,WT,mPFF,F,pSyn,0,0,0,0
IM337,333,0.1,right,SH,SH,WT,mPFF,M,pSyn,0,0,0,0
IM340,333,0.1,right,SH,SH,WT,mPFF,F,pSyn,0,0,0,0
IM330,342,0.1,right,SI,SI,WT,mPFF,M,pSyn,0,0,0,0
IM333,342,0.1,right,SI,SI,WT,mPFF,F,pSyn,0,0,0,0
IM337,342,0.1,right,SI,SI,WT,mPFF,M,pSyn,0,0,0,0
IM340,342,0.1,right,SI,SI,WT,mPFF,F,pSyn,7.39E-05,0,7.39E-05,0
IM330,802,0.1,right,sm,sm,WT,mPFF,M,pSyn,0,0,0,0
IM333,802,0.1,right,sm,sm,WT,mPFF,F,pSyn,0,0,0,0
IM337,802,0.1,right,sm,sm,WT,mPFF,M,pSyn,0,0,0,0
IM340,802,0.1,right,sm,sm,WT,mPFF,F,pSyn,0,0,0,0
IM330,366,0.1,right,SMT,SMT,WT,mPFF,M,pSyn,0,0,0,0
IM333,366,0.1,right,SMT,SMT,WT,mPFF,F,pSyn,0,0,0,0
IM337,366,0.1,right,SMT,SMT,WT,mPFF,M,pSyn,0,0,0,0
IM340,366,0.1,right,SMT,SMT,WT,mPFF,F,pSyn,0,0,0,0
IM330,609,0.1,right,SPA,SPA,WT,mPFF,M,pSyn,0,0,0,0
IM333,609,0.1,right,SPA,SPA,WT,mPFF,F,pSyn,0,0,0,0
IM340,609,0.1,right,SPA,SPA,WT,mPFF,F,pSyn,0,0,0,0
IM330,414,0.1,right,SPF,SPFm,WT,mPFF,M,pSyn,0,0,0,0
IM333,414,0.1,right,SPF,SPFm,WT,mPFF,F,pSyn,0,0,0,0
IM337,"c(422, 414)",0.1,right,SPF,"c(""SPFp"", ""SPFm"")",WT,mPFF,M,pSyn,0,0,0,0
IM340,"c(422, 414)",0.1,right,SPF,"c(""SPFp"", ""SPFm"")",WT,mPFF,F,pSyn,0,0,0,0
IM330,"c(1070, 1038, 201, 1047, 981, 1062)",0.1,right,SSp-bfd,"c(""SSp-bfd5"", ""SSp-bfd6a"", ""SSp-bfd2/3"", ""SSp-bfd4"", ""SSp-bfd1"", ""SSp-bfd6b"")",WT,mPFF,M,pSyn,0,0,0,0
IM333,"c(1047, 1062, 981, 1038, 1070, 201)",0.1,right,SSp-bfd,"c(""SSp-bfd4"", ""SSp-bfd6b"", ""SSp-bfd1"", ""SSp-bfd6a"", ""SSp-bfd5"", ""SSp-bfd2/3"")",WT,mPFF,F,pSyn,0,0,0,0
IM337,"c(1038, 1062, 1070, 201, 1047, 981)",0.1,right,SSp-bfd,"c(""SSp-bfd6a"", ""SSp-bfd6b"", ""SSp-bfd5"", ""SSp-bfd2/3"", ""SSp-bfd4"", ""SSp-bfd1"")",WT,mPFF,M,pSyn,5.03E-05,0,5.03E-05,0
IM340,"c(201, 981, 1070, 1038, 1047, 1062)",0.1,right,SSp-bfd,"c(""SSp-bfd2/3"", ""SSp-bfd1"", ""SSp-bfd5"", ""SSp-bfd6a"", ""SSp-bfd4"", ""SSp-bfd6b"")",WT,mPFF,F,pSyn,3.28E-05,0,3.28E-05,0
IM330,"c(478, 510)",0.1,right,SSp-ll,"c(""SSp-ll6a"", ""SSp-ll6b"")",WT,mPFF,M,pSyn,0,0,0,0
IM333,"c(510, 478)",0.1,right,SSp-ll,"c(""SSp-ll6b"", ""SSp-ll6a"")",WT,mPFF,F,pSyn,0,0,0,0
IM337,"c(510, 478)",0.1,right,SSp-ll,"c(""SSp-ll6b"", ""SSp-ll6a"")",WT,mPFF,M,pSyn,0.000621943,0,0.000621943,0
IM340,"c(478, 510, 1128, 1094)",0.1,right,SSp-ll,"c(""SSp-ll6a"", ""SSp-ll6b"", ""SSp-ll5"", ""SSp-ll4"")",WT,mPFF,F,pSyn,0,0,0,0
IM330,"c(2, 657, 1102, 974, 950, 878)",0.1,right,SSp-m,"c(""SSp-m6b"", ""SSp-m2/3"", ""SSp-m6a"", ""SSp-m5"", ""SSp-m4"", ""SSp-m1"")",WT,mPFF,M,pSyn,0,0,0,0
IM333,"c(2, 878, 950, 974, 657, 1102)",0.1,right,SSp-m,"c(""SSp-m6b"", ""SSp-m1"", ""SSp-m4"", ""SSp-m5"", ""SSp-m2/3"", ""SSp-m6a"")",WT,mPFF,F,pSyn,0,0,0,0
IM337,"c(1102, 657, 878, 2, 950, 974)",0.1,right,SSp-m,"c(""SSp-m6a"", ""SSp-m2/3"", ""SSp-m1"", ""SSp-m6b"", ""SSp-m4"", ""SSp-m5"")",WT,mPFF,M,pSyn,4.10E-06,0,4.10E-06,0
IM340,"c(878, 974, 657, 2, 1102, 950)",0.1,right,SSp-m,"c(""SSp-m1"", ""SSp-m5"", ""SSp-m2/3"", ""SSp-m6b"", ""SSp-m6a"", ""SSp-m4"")",WT,mPFF,F,pSyn,0,0,0,0
IM330,"c(1086, 670, 1111, 9, 1006, 461)",0.1,right,SSp-tr,"c(""SSp-tr4"", ""SSp-tr2/3"", ""SSp-tr5"", ""SSp-tr6a"", ""SSp-tr1"", ""SSp-tr6b"")",WT,mPFF,M,pSyn,0,0,0,0
IM333,"c(1006, 1111, 1086, 670, 461, 9)",0.1,right,SSp-tr,"c(""SSp-tr1"", ""SSp-tr5"", ""SSp-tr4"", ""SSp-tr2/3"", ""SSp-tr6b"", ""SSp-tr6a"")",WT,mPFF,F,pSyn,3.82E-05,0,3.82E-05,0
IM337,"c(461, 670, 1111, 9, 1006, 1086)",0.1,right,SSp-tr,"c(""SSp-tr6b"", ""SSp-tr2/3"", ""SSp-tr5"", ""SSp-tr6a"", ""SSp-tr1"", ""SSp-tr4"")",WT,mPFF,M,pSyn,5.07E-05,0,5.07E-05,0
IM340,"c(670, 1111, 1006, 461, 9, 1086)",0.1,right,SSp-tr,"c(""SSp-tr2/3"", ""SSp-tr5"", ""SSp-tr1"", ""SSp-tr6b"", ""SSp-tr6a"", ""SSp-tr4"")",WT,mPFF,F,pSyn,0,0,0,0
IM330,"c(1026, 625, 945, 577, 854, 450)",0.1,right,SSp-ul,"c(""SSp-ul6b"", ""SSp-ul5"", ""SSp-ul6a"", ""SSp-ul4"", ""SSp-ul2/3"", ""SSp-ul1"")",WT,mPFF,M,pSyn,0,0,0,0
IM333,"c(577, 1026, 854, 625, 945, 450)",0.1,right,SSp-ul,"c(""SSp-ul4"", ""SSp-ul6b"", ""SSp-ul2/3"", ""SSp-ul5"", ""SSp-ul6a"", ""SSp-ul1"")",WT,mPFF,F,pSyn,0,0,0,0
IM337,"c(945, 625, 577, 1026, 854, 450)",0.1,right,SSp-ul,"c(""SSp-ul6a"", ""SSp-ul5"", ""SSp-ul4"", ""SSp-ul6b"", ""SSp-ul2/3"", ""SSp-ul1"")",WT,mPFF,M,pSyn,0,0,0,0
IM340,"c(854, 450, 945, 625, 577, 1026)",0.1,right,SSp-ul,"c(""SSp-ul2/3"", ""SSp-ul1"", ""SSp-ul6a"", ""SSp-ul5"", ""SSp-ul4"", ""SSp-ul6b"")",WT,mPFF,F,pSyn,0,0,0,0
IM330,"c(182305713, 182305709, 182305705, 182305701)",0.1,right,SSp-un,"c(""SSp-un6b"", ""SSp-un6a"", ""SSp-un5"", ""SSp-un4"")",WT,mPFF,M,pSyn,0,0,0,0
IM333,"c(182305709, 182305705, 182305713, 182305701)",0.1,right,SSp-un,"c(""SSp-un6a"", ""SSp-un5"", ""SSp-un6b"", ""SSp-un4"")",WT,mPFF,F,pSyn,0,0,0,0
IM337,"c(182305709, 182305705, 182305713, 182305701, 182305697)",0.1,right,SSp-un,"c(""SSp-un6a"", ""SSp-un5"", ""SSp-un6b"", ""SSp-un4"", ""SSp-un2/3"")",WT,mPFF,M,pSyn,0,0,0,0
IM340,"c(182305705, 182305701, 182305697, 182305693, 182305709, 182305713)",0.1,right,SSp-un,"c(""SSp-un5"", ""SSp-un4"", ""SSp-un2/3"", ""SSp-un1"", ""SSp-un6a"", ""SSp-un6b"")",WT,mPFF,F,pSyn,0,0,0,0
IM330,"c(893, 1035, 1090, 862, 806, 873)",0.1,right,SSs,"c(""SSs6b"", ""SSs4"", ""SSs5"", ""SSs6a"", ""SSs2/3"", ""SSs1"")",WT,mPFF,M,pSyn,0,0,0,0
IM333,"c(873, 1035, 1090, 862, 893, 806)",0.1,right,SSs,"c(""SSs1"", ""SSs4"", ""SSs5"", ""SSs6a"", ""SSs6b"", ""SSs2/3"")",WT,mPFF,F,pSyn,3.47E-05,0,3.47E-05,0
IM337,"c(1090, 893, 806, 1035, 862, 873)",0.1,right,SSs,"c(""SSs5"", ""SSs6b"", ""SSs2/3"", ""SSs4"", ""SSs6a"", ""SSs1"")",WT,mPFF,M,pSyn,1.43E-05,0,1.43E-05,0
IM340,"c(873, 1035, 893, 806, 862, 1090)",0.1,right,SSs,"c(""SSs1"", ""SSs4"", ""SSs6b"", ""SSs2/3"", ""SSs6a"", ""SSs5"")",WT,mPFF,F,pSyn,0,0,0,0
IM330,301,0.1,right,st,st,WT,mPFF,M,pSyn,0,0,0,0
IM333,301,0.1,right,st,st,WT,mPFF,F,pSyn,0,0,0,0
IM337,301,0.1,right,st,st,WT,mPFF,M,pSyn,0.012987622,0,0.012987622,0
IM340,301,0.1,right,st,st,WT,mPFF,F,pSyn,0,0,0,0
IM330,484682528,0.1,right,stc,stc,WT,mPFF,M,pSyn,0,0,0,0
IM333,484682528,0.1,right,stc,stc,WT,mPFF,F,pSyn,0,0,0,0
IM337,484682528,0.1,right,stc,stc,WT,mPFF,M,pSyn,0,0,0,0
IM340,484682528,0.1,right,stc,stc,WT,mPFF,F,pSyn,0,0,0,0
IM330,470,0.1,right,STN,STN,WT,mPFF,M,pSyn,0,0,0,0
IM333,470,0.1,right,STN,STN,WT,mPFF,F,pSyn,0,0,0,0
IM337,470,0.1,right,STN,STN,WT,mPFF,M,pSyn,0,0,0,0
IM340,470,0.1,right,STN,STN,WT,mPFF,F,pSyn,0,0,0,0
IM330,477,0.1,right,STR,STR,WT,mPFF,M,pSyn,0,0,0,0
IM333,477,0.1,right,STR,STR,WT,mPFF,F,pSyn,0.00038254,0,0.00038254,0
IM337,477,0.1,right,STR,STR,WT,mPFF,M,pSyn,0.003296467,0,0.003296467,0
IM340,477,0.1,right,STR,STR,WT,mPFF,F,pSyn,4.46E-05,0,4.46E-05,0
IM330,614454277,0.1,right,Su3,Su3,WT,mPFF,M,pSyn,0,0,0,0
IM333,614454277,0.1,right,Su3,Su3,WT,mPFF,F,pSyn,0,0,0,0
IM337,614454277,0.1,right,Su3,Su3,WT,mPFF,M,pSyn,0,0,0,0
IM340,614454277,0.1,right,Su3,Su3,WT,mPFF,F,pSyn,0,0,0,0
IM330,502,0.1,right,SUB,SUB,WT,mPFF,M,pSyn,0,0,0,0
IM333,502,0.1,right,SUB,SUB,WT,mPFF,F,pSyn,0,0,0,0
IM337,502,0.1,right,SUB,SUB,WT,mPFF,M,pSyn,0,0,0,0
IM340,502,0.1,right,SUB,SUB,WT,mPFF,F,pSyn,0.000411746,0,0.000411746,0
IM330,321,0.1,right,SubG,SubG,WT,mPFF,M,pSyn,0,0,0,0
IM333,321,0.1,right,SubG,SubG,WT,mPFF,F,pSyn,0,0,0,0
IM333,525,0.1,right,SUM,SUM,WT,mPFF,F,pSyn,0,0,0,0
IM337,525,0.1,right,SUM,SUM,WT,mPFF,M,pSyn,0,0,0,0
IM340,525,0.1,right,SUM,SUM,WT,mPFF,F,pSyn,0,0,0,0
IM330,349,0.1,right,sup,sup,WT,mPFF,M,pSyn,0,0,0,0
IM333,349,0.1,right,sup,sup,WT,mPFF,F,pSyn,0,0,0,0
IM337,349,0.1,right,sup,sup,WT,mPFF,M,pSyn,0,0,0,0
IM340,349,0.1,right,sup,sup,WT,mPFF,F,pSyn,0,0,0,0
IM330,229,0.1,right,sV,sV,WT,mPFF,M,pSyn,0,0,0,0
IM333,229,0.1,right,sV,sV,WT,mPFF,F,pSyn,0,0,0,0
IM337,229,0.1,right,sV,sV,WT,mPFF,M,pSyn,0,0,0,0
IM340,229,0.1,right,sV,sV,WT,mPFF,F,pSyn,0,0,0,0
IM330,"c(97, 289, 1127, 234, 729, 786)",0.1,right,TEa,"c(""TEa1"", ""TEa5"", ""TEa2/3"", ""TEa4"", ""TEa6a"", ""TEa6b"")",WT,mPFF,M,pSyn,0,0,0,0
IM333,"c(786, 289, 1127, 729, 234, 97)",0.1,right,TEa,"c(""TEa6b"", ""TEa5"", ""TEa2/3"", ""TEa6a"", ""TEa4"", ""TEa1"")",WT,mPFF,F,pSyn,0.000187729,0,0.000187729,0
IM337,"c(786, 729, 289, 1127, 234, 97)",0.1,right,TEa,"c(""TEa6b"", ""TEa6a"", ""TEa5"", ""TEa2/3"", ""TEa4"", ""TEa1"")",WT,mPFF,M,pSyn,0,0,0,0
IM340,"c(1127, 729, 786, 234, 97, 289)",0.1,right,TEa,"c(""TEa2/3"", ""TEa6a"", ""TEa6b"", ""TEa4"", ""TEa1"", ""TEa5"")",WT,mPFF,F,pSyn,0,0,0,0
IM330,549,0.1,right,TH,TH,WT,mPFF,M,pSyn,0,0,0,0
IM333,549,0.1,right,TH,TH,WT,mPFF,F,pSyn,0,0,0,0
IM337,549,0.1,right,TH,TH,WT,mPFF,M,pSyn,0,0,0,0
IM340,549,0.1,right,TH,TH,WT,mPFF,F,pSyn,0,0,0,0
IM330,1,0.1,right,TM,TMv,WT,mPFF,M,pSyn,0,0,0,0
IM333,1,0.1,right,TM,TMv,WT,mPFF,F,pSyn,0,0,0,0
IM333,566,0.1,right,TR,TR,WT,mPFF,F,pSyn,0,0,0,0
IM337,566,0.1,right,TR,TR,WT,mPFF,M,pSyn,0,0,0,0
