,mouse,Region ID,mpi,side,parent,daughter,genotype,treatment,sex,marker,forRemove,batch,Region Area,Logged Region Area
725,IM57,313,6,left,MB,MB,WT,mPFF,F,pSyn,313,WT10,1001157.016,6.000502195
726,IM 58,381,6,left,MBmot,SNr,WT,mPFF,F,pSyn,381,WT10,461224.6184,5.66391248
727,IM 59,381,6,left,MBmot,SNr,WT,mPFF,F,pSyn,381,WT10,359273.586,5.555425289
728,IM 60,381,6,left,MBmot,SNr,WT,mPFF,F,pSyn,381,WT10,496008.5612,5.695489173
729,IM 61,381,6,left,MBmot,SNr,WT,mPFF,M,pSyn,381,WT10,600695.3278,5.778654254
730,IM 62,381,6,left,MBmot,SNr,WT,mPFF,M,pSyn,381,WT10,404381.1269,5.606790878
731,IM 63,381,6,left,MBmot,SNr,WT,mPFF,M,pSyn,381,WT10,492221.2282,5.69216034
732,IM 64,381,6,left,MBmot,SNr,WT,mPFF,M,pSyn,381,WT10,429639.1264,5.633103825
733,IM57,381,6,left,MBmot,SNr,WT,mPFF,F,pSyn,381,WT10,433326.2642,5.636815013
734,IM 58,374,6,left,MBsta,SNc,WT,mPFF,F,pSyn,374,WT10,122292.2929,5.087399088
735,IM 59,374,6,left,MBsta,SNc,WT,mPFF,F,pSyn,374,WT10,124166.1269,5.094003134
736,IM 60,374,6,left,MBsta,SNc,WT,mPFF,F,pSyn,374,WT10,136387.6693,5.134775108
737,IM 61,374,6,left,MBsta,SNc,WT,mPFF,M,pSyn,374,WT10,138566.1907,5.141657278
738,IM 62,374,6,left,MBsta,SNc,WT,mPFF,M,pSyn,374,WT10,138925.8744,5.142783139
739,IM 63,374,6,left,MBsta,SNc,WT,mPFF,M,pSyn,374,WT10,122556.2993,5.088335639
740,IM 64,374,6,left,MBsta,SNc,WT,mPFF,M,pSyn,374,WT10,66476.37754,4.822667346
741,IM57,374,6,left,MBsta,SNc,WT,mPFF,F,pSyn,374,WT10,142203.4441,5.152910115
742,IM 58,78,6,left,mcp,mcp,WT,mPFF,F,pSyn,78,WT10,323259.3301,5.509551069
743,IM 59,78,6,left,mcp,mcp,WT,mPFF,F,pSyn,78,WT10,377022.9822,5.576367824
744,IM 60,78,6,left,mcp,mcp,WT,mPFF,F,pSyn,78,WT10,347147.9444,5.540514598
745,IM 61,78,6,left,mcp,mcp,WT,mPFF,M,pSyn,78,WT10,401657.1691,5.603855523
746,IM 63,78,6,left,mcp,mcp,WT,mPFF,M,pSyn,78,WT10,337323.7552,5.528046926
747,IM 64,78,6,left,mcp,mcp,WT,mPFF,M,pSyn,78,WT10,309069.224,5.490055762
748,IM57,78,6,left,mcp,mcp,WT,mPFF,F,pSyn,78,WT10,302141.8562,5.480210893
749,IM 58,362,6,left,MD,MD,WT,mPFF,F,pSyn,362,WT10,494943.8223,5.694555908
750,IM 59,362,6,left,MD,MD,WT,mPFF,F,pSyn,362,WT10,414039.3793,5.617041649
751,IM 60,362,6,left,MD,MD,WT,mPFF,F,pSyn,362,WT10,369701.2821,5.567850957
752,IM 61,362,6,left,MD,MD,WT,mPFF,M,pSyn,362,WT10,459588.1524,5.662368825
753,IM 62,362,6,left,MD,MD,WT,mPFF,M,pSyn,362,WT10,429847.3463,5.63331425
754,IM 63,362,6,left,MD,MD,WT,mPFF,M,pSyn,362,WT10,413209.2461,5.616170031
755,IM 64,362,6,left,MD,MD,WT,mPFF,M,pSyn,362,WT10,274260.27,5.438162899
756,IM57,362,6,left,MD,MD,WT,mPFF,F,pSyn,362,WT10,424535.4161,5.627913926
757,IM 58,10671,6,left,ME,ME,WT,mPFF,F,pSyn,10671,WT10,18681.13867,4.271403344
758,IM 59,10671,6,left,ME,ME,WT,mPFF,F,pSyn,10671,WT10,25806.89375,4.411735734
759,IM 60,10671,6,left,ME,ME,WT,mPFF,F,pSyn,10671,WT10,26050.18756,4.415810855
760,IM 61,10671,6,left,ME,ME,WT,mPFF,M,pSyn,10671,WT10,24352.24167,4.386538945
761,IM 62,10671,6,left,ME,ME,WT,mPFF,M,pSyn,10671,WT10,16617.41457,4.220563455
762,IM 63,10671,6,left,ME,ME,WT,mPFF,M,pSyn,10671,WT10,30128.15254,4.478972502
763,IM 64,10671,6,left,ME,ME,WT,mPFF,M,pSyn,10671,WT10,19790.1533,4.296449159
764,IM57,10671,6,left,ME,ME,WT,mPFF,F,pSyn,10671,WT10,16438.03216,4.215849826
765,IM 58,403,6,left,MEA,MEA,WT,mPFF,F,pSyn,403,WT10,500797.9168,5.699662514
766,IM 59,403,6,left,MEA,MEA,WT,mPFF,F,pSyn,403,WT10,550699.8524,5.74091496
767,IM 60,403,6,left,MEA,MEA,WT,mPFF,F,pSyn,403,WT10,489181.0317,5.689469609
768,IM 61,403,6,left,MEA,MEA,WT,mPFF,M,pSyn,403,WT10,569895.1562,5.755794966
769,IM 62,403,6,left,MEA,MEA,WT,mPFF,M,pSyn,403,WT10,500741.8767,5.699613913
770,IM 63,403,6,left,MEA,MEA,WT,mPFF,M,pSyn,403,WT10,493418.4462,5.693215381
771,IM 64,403,6,left,MEA,MEA,WT,mPFF,M,pSyn,403,WT10,566461.8463,5.753170664
772,IM57,403,6,left,MEA,MEA,WT,mPFF,F,pSyn,403,WT10,456299.4096,5.659249907
773,IM 58,452,6,left,MEPO,MEPO,WT,mPFF,F,pSyn,452,WT10,34393.48532,4.536476188
774,IM 60,452,6,left,MEPO,MEPO,WT,mPFF,F,pSyn,452,WT10,11742.57033,4.06976317
775,IM 62,452,6,left,MEPO,MEPO,WT,mPFF,M,pSyn,452,WT10,7520.655439,3.876255692
776,IM 64,452,6,left,MEPO,MEPO,WT,mPFF,M,pSyn,452,WT10,7498.871946,3.874995938
777,IM 58,63,6,left,MEZ,PVHd,WT,mPFF,F,pSyn,63,WT10,100903.073,5.003904393
778,IM 59,63,6,left,MEZ,PVHd,WT,mPFF,F,pSyn,63,WT10,210779.5081,5.323828387
779,IM 60,63,6,left,MEZ,PVHd,WT,mPFF,F,pSyn,63,WT10,172489.4291,5.236762485
780,IM 61,63,6,left,MEZ,PVHd,WT,mPFF,M,pSyn,63,WT10,140050.9442,5.146286041
781,IM 62,63,6,left,MEZ,PVHd,WT,mPFF,M,pSyn,63,WT10,121448.5612,5.084392374
782,IM 63,63,6,left,MEZ,PVHd,WT,mPFF,M,pSyn,63,WT10,189653.216,5.277960211
783,IM 64,63,6,left,MEZ,PVHd,WT,mPFF,M,pSyn,63,WT10,90251.36619,4.955453785
784,IM57,63,6,left,MEZ,PVHd,WT,mPFF,F,pSyn,63,WT10,85550.20686,4.932221064
785,IM 58,54,6,left,mfb,mfb,WT,mPFF,F,pSyn,54,WT10,20393.34835,4.309488538
786,IM 59,54,6,left,mfb,mfb,WT,mPFF,F,pSyn,54,WT10,16163.63782,4.208539111
787,IM 60,54,6,left,mfb,mfb,WT,mPFF,F,pSyn,54,WT10,45310.74641,4.656201217
788,IM 61,54,6,left,mfb,mfb,WT,mPFF,M,pSyn,54,WT10,11736.76856,4.069548541
789,IM 62,54,6,left,mfb,mfb,WT,mPFF,M,pSyn,54,WT10,18777.36178,4.273634574
790,IM 64,54,6,left,mfb,mfb,WT,mPFF,M,pSyn,54,WT10,26004.1242,4.415042232
791,IM57,54,6,left,mfb,mfb,WT,mPFF,F,pSyn,54,WT10,22160.90968,4.345587584
792,IM 58,908,6,left,mfbc,act,WT,mPFF,F,pSyn,908,WT10,14903.84364,4.173298286
793,IM 58,"c(1072, 1079, 1088)",6,left,MG,"c(""MGd"", ""MGv"", ""MGm"")",WT,mPFF,F,pSyn,"c(1072, 1079, 1088)",WT10,88048.45597,4.944721745
794,IM 59,"c(1072, 1079, 1088)",6,left,MG,"c(""MGd"", ""MGv"", ""MGm"")",WT,mPFF,F,pSyn,"c(1072, 1079, 1088)",WT10,77634.44223,4.890054437
795,IM 60,"c(1072, 1079, 1088)",6,left,MG,"c(""MGd"", ""MGv"", ""MGm"")",WT,mPFF,F,pSyn,"c(1072, 1079, 1088)",WT10,78156.50158,4.892965111
796,IM 61,"c(1072, 1079, 1088)",6,left,MG,"c(""MGd"", ""MGv"", ""MGm"")",WT,mPFF,M,pSyn,"c(1072, 1079, 1088)",WT10,80519.05611,4.905898675
797,IM 62,"c(1072, 1079, 1088)",6,left,MG,"c(""MGd"", ""MGv"", ""MGm"")",WT,mPFF,M,pSyn,"c(1072, 1079, 1088)",WT10,91239.68997,4.960183801
798,IM 63,"c(1072, 1079, 1088)",6,left,MG,"c(""MGd"", ""MGv"", ""MGm"")",WT,mPFF,M,pSyn,"c(1072, 1079, 1088)",WT10,67332.77682,4.828226525
799,IM 64,"c(1072, 1079, 1088)",6,left,MG,"c(""MGd"", ""MGv"", ""MGm"")",WT,mPFF,M,pSyn,"c(1072, 1079, 1088)",WT10,82244.81026,4.915108503
800,IM57,"c(1072, 1079, 1088)",6,left,MG,"c(""MGd"", ""MGv"", ""MGm"")",WT,mPFF,F,pSyn,"c(1072, 1079, 1088)",WT10,83414.80128,4.92124312
801,IM 58,483,6,left,MH,MH,WT,mPFF,F,pSyn,483,WT10,83250.32104,4.920385917
802,IM 59,483,6,left,MH,MH,WT,mPFF,F,pSyn,483,WT10,93547.21724,4.971030873
803,IM 60,483,6,left,MH,MH,WT,mPFF,F,pSyn,483,WT10,85189.19864,4.930384533
804,IM 61,483,6,left,MH,MH,WT,mPFF,M,pSyn,483,WT10,131242.0411,5.118072976
805,IM 62,483,6,left,MH,MH,WT,mPFF,M,pSyn,483,WT10,94085.60011,4.973523159
806,IM 63,483,6,left,MH,MH,WT,mPFF,M,pSyn,483,WT10,93998.25743,4.973119803
807,IM 64,483,6,left,MH,MH,WT,mPFF,M,pSyn,483,WT10,117621.2401,5.070485754
808,IM57,483,6,left,MH,MH,WT,mPFF,F,pSyn,483,WT10,90134.85135,4.954892747
809,IM 58,697,6,left,ml,ml,WT,mPFF,F,pSyn,697,WT10,50085.41361,4.699711265
810,IM 59,697,6,left,ml,ml,WT,mPFF,F,pSyn,697,WT10,54882.66185,4.739435167
811,IM 60,697,6,left,ml,ml,WT,mPFF,F,pSyn,697,WT10,52722.49647,4.721995966
812,IM 61,697,6,left,ml,ml,WT,mPFF,M,pSyn,697,WT10,64580.16587,4.810099156
813,IM 62,697,6,left,ml,ml,WT,mPFF,M,pSyn,697,WT10,49975.13775,4.698754
814,IM 63,697,6,left,ml,ml,WT,mPFF,M,pSyn,697,WT10,54035.52108,4.732679344
815,IM 64,697,6,left,ml,ml,WT,mPFF,M,pSyn,697,WT10,57593.69896,4.760374972
816,IM57,697,6,left,ml,ml,WT,mPFF,F,pSyn,697,WT10,70179.73911,4.846211749
817,IM 58,62,6,left,mlf,mlf,WT,mPFF,F,pSyn,62,WT10,14601.4252,4.164395248
818,IM 59,62,6,left,mlf,mlf,WT,mPFF,F,pSyn,62,WT10,16221.39704,4.210088254
819,IM 60,62,6,left,mlf,mlf,WT,mPFF,F,pSyn,62,WT10,15870.25902,4.200584015
820,IM 61,62,6,left,mlf,mlf,WT,mPFF,M,pSyn,62,WT10,19253.15881,4.284501993
821,IM 63,62,6,left,mlf,mlf,WT,mPFF,M,pSyn,62,WT10,16922.14963,4.228455531
822,IM 64,62,6,left,mlf,mlf,WT,mPFF,M,pSyn,62,WT10,17894.3468,4.25271585
823,IM57,62,6,left,mlf,mlf,WT,mPFF,F,pSyn,62,WT10,14757.54214,4.169014032
824,IM 58,"c(732, 606826647, 606826651, 606826659)",6,left,MM,"c(""MMme"", ""MMl"", ""MMm"", ""MMd"")",WT,mPFF,F,pSyn,"c(732, 606826647, 606826651, 606826659)",WT10,69473.09929,4.841816674
825,IM 59,"c(732, 606826647, 606826651, 606826659)",6,left,MM,"c(""MMme"", ""MMl"", ""MMm"", ""MMd"")",WT,mPFF,F,pSyn,"c(732, 606826647, 606826651, 606826659)",WT10,60429.9641,4.781252336
826,IM 60,"c(732, 606826647, 606826651, 606826659, 606826655)",6,left,MM,"c(""MMme"", ""MMl"", ""MMm"", ""MMd"", ""MMp"")",WT,mPFF,F,pSyn,"c(732, 606826647, 606826651, 606826659, 606826655)",WT10,73865.92436,4.868444137
827,IM 61,"c(732, 606826647, 606826651, 606826659, 606826655)",6,left,MM,"c(""MMme"", ""MMl"", ""MMm"", ""MMd"", ""MMp"")",WT,mPFF,M,pSyn,"c(732, 606826647, 606826651, 606826659, 606826655)",WT10,51912.39815,4.715271092
828,IM 62,"c(732, 606826647, 606826651, 606826659)",6,left,MM,"c(""MMme"", ""MMl"", ""MMm"", ""MMd"")",WT,mPFF,M,pSyn,"c(732, 606826647, 606826651, 606826659)",WT10,66815.87237,4.824879643
829,IM 63,"c(732, 606826647, 606826651, 606826655, 606826659)",6,left,MM,"c(""MMme"", ""MMl"", ""MMm"", ""MMp"", ""MMd"")",WT,mPFF,M,pSyn,"c(732, 606826647, 606826651, 606826655, 606826659)",WT10,50539.50324,4.703630969
830,IM 64,"c(732, 606826647, 606826651, 606826659, 606826655)",6,left,MM,"c(""MMme"", ""MMl"", ""MMm"", ""MMd"", ""MMp"")",WT,mPFF,M,pSyn,"c(732, 606826647, 606826651, 606826659, 606826655)",WT10,60648.95191,4.7828233
831,IM57,"c(732, 606826647, 606826651, 606826659)",6,left,MM,"c(""MMme"", ""MMl"", ""MMm"", ""MMd"")",WT,mPFF,F,pSyn,"c(732, 606826647, 606826651, 606826659)",WT10,72291.68474,4.859088346
832,IM 60,507,6,left,MOB,MOB,WT,mPFF,F,pSyn,507,WT10,2250.199579,3.352221041
833,IM 64,507,6,left,MOB,MOB,WT,mPFF,M,pSyn,507,WT10,377216.8371,5.576591069
834,IM 58,"c(320, 943, 648, 844, 882)",6,left,MOp,"c(""MOp1"", ""MOp2/3"", ""MOp5"", ""MOp6a"", ""MOp6b"")",WT,mPFF,F,pSyn,"c(320, 943, 648, 844, 882)",WT10,314323.6513,5.497377061
835,IM 59,"c(320, 943, 648, 844)",6,left,MOp,"c(""MOp1"", ""MOp2/3"", ""MOp5"", ""MOp6a"")",WT,mPFF,F,pSyn,"c(320, 943, 648, 844)",WT10,477484.1288,5.678958941
836,IM 60,"c(320, 943, 648, 844, 882)",6,left,MOp,"c(""MOp1"", ""MOp2/3"", ""MOp5"", ""MOp6a"", ""MOp6b"")",WT,mPFF,F,pSyn,"c(320, 943, 648, 844, 882)",WT10,143446.2291,5.156689136
837,IM 61,"c(320, 943, 648, 844, 882)",6,left,MOp,"c(""MOp1"", ""MOp2/3"", ""MOp5"", ""MOp6a"", ""MOp6b"")",WT,mPFF,M,pSyn,"c(320, 943, 648, 844, 882)",WT10,353967.7881,5.548963742
838,IM 62,"c(320, 943, 648, 844, 882)",6,left,MOp,"c(""MOp1"", ""MOp2/3"", ""MOp5"", ""MOp6a"", ""MOp6b"")",WT,mPFF,M,pSyn,"c(320, 943, 648, 844, 882)",WT10,198991.472,5.298834465
839,IM 63,"c(320, 943, 648)",6,left,MOp,"c(""MOp1"", ""MOp2/3"", ""MOp5"")",WT,mPFF,M,pSyn,"c(320, 943, 648)",WT10,327969.2272,5.515833096
840,IM 64,"c(320, 943, 648, 844, 882)",6,left,MOp,"c(""MOp1"", ""MOp2/3"", ""MOp5"", ""MOp6a"", ""MOp6b"")",WT,mPFF,M,pSyn,"c(320, 943, 648, 844, 882)",WT10,213101.9539,5.328587432
841,IM57,"c(320, 943, 648)",6,left,MOp,"c(""MOp1"", ""MOp2/3"", ""MOp5"")",WT,mPFF,F,pSyn,"c(320, 943, 648)",WT10,198747.9473,5.298302652
842,IM 58,"c(656, 962, 767, 1021, 1085)",6,left,MOs,"c(""MOs1"", ""MOs2/3"", ""MOs5"", ""MOs6a"", ""MOs6b"")",WT,mPFF,F,pSyn,"c(656, 962, 767, 1021, 1085)",WT10,385524.1737,5.586051615
843,IM 59,"c(656, 962, 767, 1021)",6,left,MOs,"c(""MOs1"", ""MOs2/3"", ""MOs5"", ""MOs6a"")",WT,mPFF,F,pSyn,"c(656, 962, 767, 1021)",WT10,634818.0352,5.802649257
844,IM 60,"c(656, 962, 767, 1021, 1085)",6,left,MOs,"c(""MOs1"", ""MOs2/3"", ""MOs5"", ""MOs6a"", ""MOs6b"")",WT,mPFF,F,pSyn,"c(656, 962, 767, 1021, 1085)",WT10,402183.4738,5.604424221
845,IM 61,"c(656, 962, 767, 1021, 1085)",6,left,MOs,"c(""MOs1"", ""MOs2/3"", ""MOs5"", ""MOs6a"", ""MOs6b"")",WT,mPFF,M,pSyn,"c(656, 962, 767, 1021, 1085)",WT10,163800.3957,5.214314947
846,IM 62,"c(656, 962, 767, 1021, 1085)",6,left,MOs,"c(""MOs1"", ""MOs2/3"", ""MOs5"", ""MOs6a"", ""MOs6b"")",WT,mPFF,M,pSyn,"c(656, 962, 767, 1021, 1085)",WT10,414561.693,5.617589169
847,IM 63,"c(656, 962, 767, 1021)",6,left,MOs,"c(""MOs1"", ""MOs2/3"", ""MOs5"", ""MOs6a"")",WT,mPFF,M,pSyn,"c(656, 962, 767, 1021)",WT10,580589.4855,5.763869166
848,IM 64,"c(656, 962, 767, 1021, 1085)",6,left,MOs,"c(""MOs1"", ""MOs2/3"", ""MOs5"", ""MOs6a"", ""MOs6b"")",WT,mPFF,M,pSyn,"c(656, 962, 767, 1021, 1085)",WT10,428375.4887,5.631824613
849,IM57,"c(656, 962, 767, 1021)",6,left,MOs,"c(""MOs1"", ""MOs2/3"", ""MOs5"", ""MOs6a"")",WT,mPFF,F,pSyn,"c(656, 962, 767, 1021)",WT10,632597.3041,5.801127337
850,IM 58,93,6,left,moV,moV,WT,mPFF,F,pSyn,93,WT10,31636.42127,4.50018735
851,IM 59,93,6,left,moV,moV,WT,mPFF,F,pSyn,93,WT10,39864.72013,4.60058872
852,IM 60,93,6,left,moV,moV,WT,mPFF,F,pSyn,93,WT10,34997.84928,4.544041357
853,IM 61,93,6,left,moV,moV,WT,mPFF,M,pSyn,93,WT10,42816.89241,4.631615144
854,IM 63,93,6,left,moV,moV,WT,mPFF,M,pSyn,93,WT10,40666.58747,4.60923773
855,IM 64,93,6,left,moV,moV,WT,mPFF,M,pSyn,93,WT10,37209.90143,4.57065852
856,IM57,93,6,left,moV,moV,WT,mPFF,F,pSyn,93,WT10,15814.03275,4.199042634
857,IM 58,673,6,left,mp,mp,WT,mPFF,F,pSyn,673,WT10,10672.39356,4.028261833
858,IM 59,673,6,left,mp,mp,WT,mPFF,F,pSyn,673,WT10,5142.975668,3.71121447
859,IM 60,673,6,left,mp,mp,WT,mPFF,F,pSyn,673,WT10,25864.85879,4.412710112
860,IM 61,673,6,left,mp,mp,WT,mPFF,M,pSyn,673,WT10,12755.30195,4.105690744
861,IM 62,673,6,left,mp,mp,WT,mPFF,M,pSyn,673,WT10,1996.427936,3.30025364
862,IM 63,673,6,left,mp,mp,WT,mPFF,M,pSyn,673,WT10,17165.86603,4.234665719
863,IM 64,673,6,left,mp,mp,WT,mPFF,M,pSyn,673,WT10,29659.24594,4.472160105
864,IM57,673,6,left,mp,mp,WT,mPFF,F,pSyn,673,WT10,4447.42247,3.648108387
865,IM 58,515,6,left,MPN,MPN,WT,mPFF,F,pSyn,515,WT10,764.299674,2.88326368
866,IM 58,523,6,left,MPO,MPO,WT,mPFF,F,pSyn,523,WT10,175406.7751,5.244046364
867,IM 60,523,6,left,MPO,MPO,WT,mPFF,F,pSyn,523,WT10,156322.9675,5.194022791
868,IM 62,523,6,left,MPO,MPO,WT,mPFF,M,pSyn,523,WT10,156746.2923,5.195197277
869,IM 64,523,6,left,MPO,MPO,WT,mPFF,M,pSyn,523,WT10,127855.7667,5.106720321
870,IM 59,531,6,left,MPT,MPT,WT,mPFF,F,pSyn,531,WT10,39674.38373,4.59851019
871,IM 60,531,6,left,MPT,MPT,WT,mPFF,F,pSyn,531,WT10,53078.30294,4.724917029
872,IM 62,531,6,left,MPT,MPT,WT,mPFF,M,pSyn,531,WT10,24260.33357,4.384896768
873,IM 64,531,6,left,MPT,MPT,WT,mPFF,M,pSyn,531,WT10,37709.61269,4.576452072
874,IM57,531,6,left,MPT,MPT,WT,mPFF,F,pSyn,531,WT10,28596.5095,4.456313026
875,IM 58,128,6,left,MRN,MRN,WT,mPFF,F,pSyn,128,WT10,872734.9827,5.940882385
876,IM 59,128,6,left,MRN,MRN,WT,mPFF,F,pSyn,128,WT10,894749.7167,5.95170157
877,IM 60,128,6,left,MRN,MRN,WT,mPFF,F,pSyn,128,WT10,860030.1821,5.934513693
878,IM 61,128,6,left,MRN,MRN,WT,mPFF,M,pSyn,128,WT10,921122.4244,5.964317355
879,IM 62,128,6,left,MRN,MRN,WT,mPFF,M,pSyn,128,WT10,835526.5815,5.921960271
880,IM 63,128,6,left,MRN,MRN,WT,mPFF,M,pSyn,128,WT10,932738.4775,5.969759893
881,IM 64,128,6,left,MRN,MRN,WT,mPFF,M,pSyn,128,WT10,803905.661,5.905205087
882,IM57,128,6,left,MRN,MRN,WT,mPFF,F,pSyn,128,WT10,653439.4072,5.815205322
883,IM 58,564,6,left,MS,MS,WT,mPFF,F,pSyn,564,WT10,125727.2963,5.099429576
884,IM 60,564,6,left,MS,MS,WT,mPFF,F,pSyn,564,WT10,146782.1291,5.166673183
885,IM 61,564,6,left,MS,MS,WT,mPFF,M,pSyn,564,WT10,118008.4969,5.071913279
886,IM 62,564,6,left,MS,MS,WT,mPFF,M,pSyn,564,WT10,157933.7642,5.198474987
887,IM 64,564,6,left,MS,MS,WT,mPFF,M,pSyn,564,WT10,196470.445,5.293297229
888,IM 58,58,6,left,MT,MT,WT,mPFF,F,pSyn,58,WT10,36583.18252,4.563281484
889,IM 59,58,6,left,MT,MT,WT,mPFF,F,pSyn,58,WT10,5877.686478,3.769206417
890,IM 60,58,6,left,MT,MT,WT,mPFF,F,pSyn,58,WT10,39413.11816,4.595640795
891,IM 61,58,6,left,MT,MT,WT,mPFF,M,pSyn,58,WT10,20077.78182,4.302715731
892,IM 62,58,6,left,MT,MT,WT,mPFF,M,pSyn,58,WT10,5664.570473,3.753166985
893,IM 63,58,6,left,MT,MT,WT,mPFF,M,pSyn,58,WT10,29541.25782,4.470428983
894,IM 64,58,6,left,MT,MT,WT,mPFF,M,pSyn,58,WT10,30082.94945,4.478320414
895,IM57,58,6,left,MT,MT,WT,mPFF,F,pSyn,58,WT10,27541.69134,4.439990607
896,IM 58,681,6,left,mtg,mtg,WT,mPFF,F,pSyn,681,WT10,8312.883536,3.919751697
897,IM 59,681,6,left,mtg,mtg,WT,mPFF,F,pSyn,681,WT10,11194.91526,4.049020811
898,IM 60,681,6,left,mtg,mtg,WT,mPFF,F,pSyn,681,WT10,8086.494925,3.907760319
899,IM 61,681,6,left,mtg,mtg,WT,mPFF,M,pSyn,681,WT10,9820.282452,3.99212398
900,IM 62,681,6,left,mtg,mtg,WT,mPFF,M,pSyn,681,WT10,7392.109951,3.868768419
901,IM 63,681,6,left,mtg,mtg,WT,mPFF,M,pSyn,681,WT10,10654.83985,4.027546927
902,IM 64,681,6,left,mtg,mtg,WT,mPFF,M,pSyn,681,WT10,9345.833461,3.970618038
903,IM57,681,6,left,mtg,mtg,WT,mPFF,F,pSyn,681,WT10,6734.170771,3.828284126
904,IM 58,690,6,left,mtt,mtt,WT,mPFF,F,pSyn,690,WT10,38798.80263,4.588818323
905,IM 59,690,6,left,mtt,mtt,WT,mPFF,F,pSyn,690,WT10,36700.44243,4.5646713
906,IM 60,690,6,left,mtt,mtt,WT,mPFF,F,pSyn,690,WT10,36834.24915,4.566251821
907,IM 61,690,6,left,mtt,mtt,WT,mPFF,M,pSyn,690,WT10,38119.40182,4.581146077
908,IM 62,690,6,left,mtt,mtt,WT,mPFF,M,pSyn,690,WT10,37471.26963,4.573698409
909,IM 63,690,6,left,mtt,mtt,WT,mPFF,M,pSyn,690,WT10,41655.41282,4.619671443
910,IM 64,690,6,left,mtt,mtt,WT,mPFF,M,pSyn,690,WT10,39760.47917,4.59945161
911,IM57,690,6,left,mtt,mtt,WT,mPFF,F,pSyn,690,WT10,37812.04078,4.577630118
912,IM57,354,6,left,MY,MY,WT,mPFF,F,pSyn,354,WT10,122945.1828,5.089711517
913,IM 58,997,6,left,None,None,WT,mPFF,F,pSyn,997,WT10,155678.7727,5.192229399
914,IM 59,997,6,left,None,None,WT,mPFF,F,pSyn,997,WT10,172678.6252,5.237238582
915,IM 60,997,6,left,None,None,WT,mPFF,F,pSyn,997,WT10,185676.7205,5.268757457
916,IM 61,997,6,left,None,None,WT,mPFF,M,pSyn,997,WT10,152439.71,5.183098114
917,IM 62,997,6,left,None,None,WT,mPFF,M,pSyn,997,WT10,172326.9558,5.236353216
918,IM 63,997,6,left,None,None,WT,mPFF,M,pSyn,997,WT10,188015.7186,5.274194159
919,IM 64,997,6,left,None,None,WT,mPFF,M,pSyn,997,WT10,179199.1478,5.25333594
920,IM57,997,6,left,None,None,WT,mPFF,F,pSyn,997,WT10,138080.645,5.140132807
921,IM 58,587,6,left,ND,ND,WT,mPFF,F,pSyn,587,WT10,52152.92898,4.717278704
922,IM 59,587,6,left,ND,ND,WT,mPFF,F,pSyn,587,WT10,41511.16075,4.618164878
923,IM 60,587,6,left,ND,ND,WT,mPFF,F,pSyn,587,WT10,36363.94467,4.560670988
924,IM 61,587,6,left,ND,ND,WT,mPFF,M,pSyn,587,WT10,54000.61897,4.732398738
925,IM 62,587,6,left,ND,ND,WT,mPFF,M,pSyn,587,WT10,41958.27783,4.622817654
926,IM 63,587,6,left,ND,ND,WT,mPFF,M,pSyn,587,WT10,65869.02081,4.818681207
927,IM 64,587,6,left,ND,ND,WT,mPFF,M,pSyn,587,WT10,36368.63644,4.560727019
928,IM57,587,6,left,ND,ND,WT,mPFF,F,pSyn,587,WT10,45080.14507,4.653985305
929,IM 58,596,6,left,NDB,NDB,WT,mPFF,F,pSyn,596,WT10,113498.5015,5.054990128
930,IM 60,596,6,left,NDB,NDB,WT,mPFF,F,pSyn,596,WT10,106783.9989,5.028506181
931,IM 61,596,6,left,NDB,NDB,WT,mPFF,M,pSyn,596,WT10,205963.971,5.313791256
932,IM 62,596,6,left,NDB,NDB,WT,mPFF,M,pSyn,596,WT10,112809.8316,5.052346951
933,IM 64,596,6,left,NDB,NDB,WT,mPFF,M,pSyn,596,WT10,100484.8841,5.002100736
934,IM 58,612,6,left,NLL,NLL,WT,mPFF,F,pSyn,612,WT10,533357.615,5.7270185
935,IM 59,612,6,left,NLL,NLL,WT,mPFF,F,pSyn,612,WT10,472311.0823,5.674228136
936,IM 60,612,6,left,NLL,NLL,WT,mPFF,F,pSyn,612,WT10,430769.8833,5.634245333
937,IM 61,612,6,left,NLL,NLL,WT,mPFF,M,pSyn,612,WT10,509073.722,5.70678068
938,IM 63,612,6,left,NLL,NLL,WT,mPFF,M,pSyn,612,WT10,492719.4602,5.692599715
939,IM 64,612,6,left,NLL,NLL,WT,mPFF,M,pSyn,612,WT10,508381.8273,5.706190018
940,IM57,612,6,left,NLL,NLL,WT,mPFF,F,pSyn,612,WT10,420660.0069,5.623931225
941,IM 58,628,6,left,NOT,NOT,WT,mPFF,F,pSyn,628,WT10,91904.62723,4.963337378
942,IM 59,628,6,left,NOT,NOT,WT,mPFF,F,pSyn,628,WT10,152819.8484,5.184179765
943,IM 60,628,6,left,NOT,NOT,WT,mPFF,F,pSyn,628,WT10,173276.054,5.238738549
944,IM 61,628,6,left,NOT,NOT,WT,mPFF,M,pSyn,628,WT10,165234.3766,5.218100406
945,IM 62,628,6,left,NOT,NOT,WT,mPFF,M,pSyn,628,WT10,193156.7009,5.285909779
946,IM 63,628,6,left,NOT,NOT,WT,mPFF,M,pSyn,628,WT10,144512.6396,5.159905834
947,IM 64,628,6,left,NOT,NOT,WT,mPFF,M,pSyn,628,WT10,158614.4276,5.200342688
