,mouse,Region ID,mpi,side,parent,daughter,genotype,treatment,sex,marker,forRemove,batch,Region Area,Logged Region Area
43,IM 63,"c(344, 314, 355, 120, 163)",6,left,AIp,"c(""AIp5"", ""AIp6a"", ""AIp6b"", ""AIp1"", ""AIp2/3"")",WT,mPFF,M,pSyn,"c(344, 314, 355, 120, 163)",WT10,56167.49771,4.749485076
44,IM 64,"c(120, 163, 344, 314, 355)",6,left,AIp,"c(""AIp1"", ""AIp2/3"", ""AIp5"", ""AIp6a"", ""AIp6b"")",WT,mPFF,M,pSyn,"c(120, 163, 344, 314, 355)",WT10,74800.70737,4.873905705
45,IM57,"c(120, 163, 344, 314, 355)",6,left,AIp,"c(""AIp1"", ""AIp2/3"", ""AIp5"", ""AIp6a"", ""AIp6b"")",WT,mPFF,F,pSyn,"c(120, 163, 344, 314, 355)",WT10,71899.05142,4.856723161
46,IM 58,"c(704, 694, 800, 675)",6,left,AIv,"c(""AIv1"", ""AIv2/3"", ""AIv5"", ""AIv6a"")",WT,mPFF,F,pSyn,"c(704, 694, 800, 675)",WT10,98079.80996,4.991579616
47,IM 59,"c(704, 694, 800, 675)",6,left,AIv,"c(""AIv1"", ""AIv2/3"", ""AIv5"", ""AIv6a"")",WT,mPFF,F,pSyn,"c(704, 694, 800, 675)",WT10,95200.71109,4.978640192
48,IM 60,"c(704, 694, 800, 675)",6,left,AIv,"c(""AIv1"", ""AIv2/3"", ""AIv5"", ""AIv6a"")",WT,mPFF,F,pSyn,"c(704, 694, 800, 675)",WT10,31696.93239,4.501017234
49,IM 61,"c(704, 694, 800, 675)",6,left,AIv,"c(""AIv1"", ""AIv2/3"", ""AIv5"", ""AIv6a"")",WT,mPFF,M,pSyn,"c(704, 694, 800, 675)",WT10,51325.69714,4.710334857
50,IM 62,"c(704, 694, 800, 675)",6,left,AIv,"c(""AIv1"", ""AIv2/3"", ""AIv5"", ""AIv6a"")",WT,mPFF,M,pSyn,"c(704, 694, 800, 675)",WT10,66520.56467,4.822955927
51,IM 63,"c(704, 694, 800, 675)",6,left,AIv,"c(""AIv1"", ""AIv2/3"", ""AIv5"", ""AIv6a"")",WT,mPFF,M,pSyn,"c(704, 694, 800, 675)",WT10,75396.55731,4.877351516
52,IM 64,"c(704, 694, 800, 675)",6,left,AIv,"c(""AIv1"", ""AIv2/3"", ""AIv5"", ""AIv6a"")",WT,mPFF,M,pSyn,"c(704, 694, 800, 675)",WT10,44081.8102,4.64425942
53,IM57,"c(704, 694, 800)",6,left,AIv,"c(""AIv1"", ""AIv2/3"", ""AIv5"")",WT,mPFF,F,pSyn,"c(704, 694, 800)",WT10,90667.96647,4.957453875
54,IM 58,466,6,left,alv,alv,WT,mPFF,F,pSyn,466,WT10,146663.8125,5.16632297
55,IM 59,466,6,left,alv,alv,WT,mPFF,F,pSyn,466,WT10,110180.2079,5.042103588
56,IM 60,466,6,left,alv,alv,WT,mPFF,F,pSyn,466,WT10,139069.2805,5.143231208
57,IM 61,466,6,left,alv,alv,WT,mPFF,M,pSyn,466,WT10,119196.1923,5.076262382
58,IM 62,466,6,left,alv,alv,WT,mPFF,M,pSyn,466,WT10,151631.1204,5.180788344
59,IM 63,466,6,left,alv,alv,WT,mPFF,M,pSyn,466,WT10,141468.8504,5.150660824
60,IM 64,466,6,left,alv,alv,WT,mPFF,M,pSyn,466,WT10,144955.1855,5.161233756
61,IM57,466,6,left,alv,alv,WT,mPFF,F,pSyn,466,WT10,139887.3026,5.145778296
62,IM 58,884,6,left,amc,amc,WT,mPFF,F,pSyn,884,WT10,37673.06366,4.57603094
63,IM 59,884,6,left,amc,amc,WT,mPFF,F,pSyn,884,WT10,34003.44937,4.531522975
64,IM 60,884,6,left,amc,amc,WT,mPFF,F,pSyn,884,WT10,31423.11771,4.497249272
65,IM 61,884,6,left,amc,amc,WT,mPFF,M,pSyn,884,WT10,32484.64536,4.51167813
66,IM 62,884,6,left,amc,amc,WT,mPFF,M,pSyn,884,WT10,37866.54059,4.578255631
67,IM 63,884,6,left,amc,amc,WT,mPFF,M,pSyn,884,WT10,33067.98497,4.519407732
68,IM 64,884,6,left,amc,amc,WT,mPFF,M,pSyn,884,WT10,31516.53309,4.498538438
69,IM57,884,6,left,amc,amc,WT,mPFF,F,pSyn,884,WT10,31261.31544,4.495007249
70,IM 58,159,6,left,AON,AON,WT,mPFF,F,pSyn,159,WT10,1247387.786,6.096001487
71,IM 59,159,6,left,AON,AON,WT,mPFF,F,pSyn,159,WT10,1143850.958,6.05836944
72,IM 60,159,6,left,AON,AON,WT,mPFF,F,pSyn,159,WT10,1608580.958,6.206442923
73,IM 62,159,6,left,AON,AON,WT,mPFF,M,pSyn,159,WT10,1328379.457,6.123322151
74,IM 63,159,6,left,AON,AON,WT,mPFF,M,pSyn,159,WT10,970536.13,5.987011707
75,IM 64,159,6,left,AON,AON,WT,mPFF,M,pSyn,159,WT10,1635884.312,6.213752588
76,IM57,159,6,left,AON,AON,WT,mPFF,F,pSyn,159,WT10,1194840.658,6.077309992
77,IM 58,215,6,left,APN,APN,WT,mPFF,F,pSyn,215,WT10,355118.2596,5.550373004
78,IM 59,215,6,left,APN,APN,WT,mPFF,F,pSyn,215,WT10,591074.8465,5.771642478
79,IM 60,215,6,left,APN,APN,WT,mPFF,F,pSyn,215,WT10,571011.0305,5.756644498
80,IM 61,215,6,left,APN,APN,WT,mPFF,M,pSyn,215,WT10,575245.8877,5.759853523
81,IM 62,215,6,left,APN,APN,WT,mPFF,M,pSyn,215,WT10,559650.7644,5.747917101
82,IM 63,215,6,left,APN,APN,WT,mPFF,M,pSyn,215,WT10,391979.4366,5.593263284
83,IM 64,215,6,left,APN,APN,WT,mPFF,M,pSyn,215,WT10,401159.6676,5.603317263
84,IM57,215,6,left,APN,APN,WT,mPFF,F,pSyn,215,WT10,583211.7873,5.765826293
85,IM 58,484682508,6,left,APr,APr,WT,mPFF,F,pSyn,484682508,WT10,108293.9036,5.034604009
86,IM 59,484682508,6,left,APr,APr,WT,mPFF,F,pSyn,484682508,WT10,85062.57779,4.92973854
87,IM 60,484682508,6,left,APr,APr,WT,mPFF,F,pSyn,484682508,WT10,82126.63694,4.914484039
88,IM 61,484682508,6,left,APr,APr,WT,mPFF,M,pSyn,484682508,WT10,92807.55966,4.967583353
89,IM 63,484682508,6,left,APr,APr,WT,mPFF,M,pSyn,484682508,WT10,94177.7479,4.973948301
90,IM 64,484682508,6,left,APr,APr,WT,mPFF,M,pSyn,484682508,WT10,180689.9212,5.256933929
91,IM57,484682508,6,left,APr,APr,WT,mPFF,F,pSyn,484682508,WT10,235025.5601,5.371115096
92,IM 58,484682524,6,left,ar,ar,WT,mPFF,F,pSyn,484682524,WT10,44077.47776,4.644216735
93,IM 59,484682524,6,left,ar,ar,WT,mPFF,F,pSyn,484682524,WT10,62875.27692,4.798479911
94,IM 60,484682524,6,left,ar,ar,WT,mPFF,F,pSyn,484682524,WT10,49702.90246,4.696381751
95,IM 61,484682524,6,left,ar,ar,WT,mPFF,M,pSyn,484682524,WT10,101795.6075,5.007729038
96,IM 62,484682524,6,left,ar,ar,WT,mPFF,M,pSyn,484682524,WT10,40563.65402,4.60813707
97,IM 63,484682524,6,left,ar,ar,WT,mPFF,M,pSyn,484682524,WT10,98091.83591,4.991632863
98,IM 64,484682524,6,left,ar,ar,WT,mPFF,M,pSyn,484682524,WT10,57360.50778,4.758612987
99,IM57,484682524,6,left,ar,ar,WT,mPFF,F,pSyn,484682524,WT10,37650.47642,4.575770476
100,IM 58,223,6,left,ARH,ARH,WT,mPFF,F,pSyn,223,WT10,94603.93665,4.975909209
101,IM 59,223,6,left,ARH,ARH,WT,mPFF,F,pSyn,223,WT10,96670.53122,4.985294105
102,IM 60,223,6,left,ARH,ARH,WT,mPFF,F,pSyn,223,WT10,93920.81403,4.972761848
103,IM 61,223,6,left,ARH,ARH,WT,mPFF,M,pSyn,223,WT10,105566.131,5.023524605
104,IM 62,223,6,left,ARH,ARH,WT,mPFF,M,pSyn,223,WT10,116571.4475,5.066592189
105,IM 63,223,6,left,ARH,ARH,WT,mPFF,M,pSyn,223,WT10,90820.06323,4.9581818
106,IM 64,223,6,left,ARH,ARH,WT,mPFF,M,pSyn,223,WT10,108454.8407,5.035248941
107,IM57,223,6,left,ARH,ARH,WT,mPFF,F,pSyn,223,WT10,95811.39817,4.981417178
108,IM 58,231,6,left,AT,AT,WT,mPFF,F,pSyn,231,WT10,21496.54266,4.332368617
109,IM 59,231,6,left,AT,AT,WT,mPFF,F,pSyn,231,WT10,24048.98898,4.381096823
110,IM 60,231,6,left,AT,AT,WT,mPFF,F,pSyn,231,WT10,34749.48243,4.540948341
111,IM 61,231,6,left,AT,AT,WT,mPFF,M,pSyn,231,WT10,38520.79933,4.585695291
112,IM 63,231,6,left,AT,AT,WT,mPFF,M,pSyn,231,WT10,28112.30836,4.448896508
113,IM 64,231,6,left,AT,AT,WT,mPFF,M,pSyn,231,WT10,42102.09177,4.624303674
114,IM57,231,6,left,AT,AT,WT,mPFF,F,pSyn,231,WT10,35537.45846,4.550686365
115,IM 58,"c(527, 600, 678, 252, 156, 243)",6,left,AUDd,"c(""AUDd1"", ""AUDd2/3"", ""AUDd4"", ""AUDd5"", ""AUDd6a"", ""AUDd6b"")",WT,mPFF,F,pSyn,"c(527, 600, 678, 252, 156, 243)",WT10,64627.68515,4.810418601
116,IM 59,"c(527, 600, 678, 252, 156, 243)",6,left,AUDd,"c(""AUDd1"", ""AUDd2/3"", ""AUDd4"", ""AUDd5"", ""AUDd6a"", ""AUDd6b"")",WT,mPFF,F,pSyn,"c(527, 600, 678, 252, 156, 243)",WT10,42731.50702,4.630748209
117,IM 60,"c(527, 600, 678, 252, 156, 243)",6,left,AUDd,"c(""AUDd1"", ""AUDd2/3"", ""AUDd4"", ""AUDd5"", ""AUDd6a"", ""AUDd6b"")",WT,mPFF,F,pSyn,"c(527, 600, 678, 252, 156, 243)",WT10,43261.16079,4.636098168
118,IM 61,"c(527, 600, 678, 252, 156, 243)",6,left,AUDd,"c(""AUDd1"", ""AUDd2/3"", ""AUDd4"", ""AUDd5"", ""AUDd6a"", ""AUDd6b"")",WT,mPFF,M,pSyn,"c(527, 600, 678, 252, 156, 243)",WT10,35847.26386,4.554456013
119,IM 62,"c(527, 600, 678, 252, 156, 243)",6,left,AUDd,"c(""AUDd1"", ""AUDd2/3"", ""AUDd4"", ""AUDd5"", ""AUDd6a"", ""AUDd6b"")",WT,mPFF,M,pSyn,"c(527, 600, 678, 252, 156, 243)",WT10,59877.55086,4.777264028
120,IM 63,"c(527, 600, 678, 252, 156, 243)",6,left,AUDd,"c(""AUDd1"", ""AUDd2/3"", ""AUDd4"", ""AUDd5"", ""AUDd6a"", ""AUDd6b"")",WT,mPFF,M,pSyn,"c(527, 600, 678, 252, 156, 243)",WT10,61525.97762,4.789058523
121,IM 64,"c(527, 600, 678, 252, 156, 243)",6,left,AUDd,"c(""AUDd1"", ""AUDd2/3"", ""AUDd4"", ""AUDd5"", ""AUDd6a"", ""AUDd6b"")",WT,mPFF,M,pSyn,"c(527, 600, 678, 252, 156, 243)",WT10,47557.52303,4.677219227
122,IM57,"c(527, 600, 678, 252, 156, 243)",6,left,AUDd,"c(""AUDd1"", ""AUDd2/3"", ""AUDd4"", ""AUDd5"", ""AUDd6a"", ""AUDd6b"")",WT,mPFF,F,pSyn,"c(527, 600, 678, 252, 156, 243)",WT10,36495.27688,4.562236663
123,IM 58,"c(735, 251, 816, 847, 954, 1005)",6,left,AUDp,"c(""AUDp1"", ""AUDp2/3"", ""AUDp4"", ""AUDp5"", ""AUDp6a"", ""AUDp6b"")",WT,mPFF,F,pSyn,"c(735, 251, 816, 847, 954, 1005)",WT10,65583.45757,4.816794309
124,IM 59,"c(735, 251, 816, 847, 954, 1005)",6,left,AUDp,"c(""AUDp1"", ""AUDp2/3"", ""AUDp4"", ""AUDp5"", ""AUDp6a"", ""AUDp6b"")",WT,mPFF,F,pSyn,"c(735, 251, 816, 847, 954, 1005)",WT10,71453.66221,4.854024493
125,IM 60,"c(735, 251, 816, 847, 954, 1005)",6,left,AUDp,"c(""AUDp1"", ""AUDp2/3"", ""AUDp4"", ""AUDp5"", ""AUDp6a"", ""AUDp6b"")",WT,mPFF,F,pSyn,"c(735, 251, 816, 847, 954, 1005)",WT10,82532.37713,4.916624354
126,IM 61,"c(735, 251, 816, 847, 954, 1005)",6,left,AUDp,"c(""AUDp1"", ""AUDp2/3"", ""AUDp4"", ""AUDp5"", ""AUDp6a"", ""AUDp6b"")",WT,mPFF,M,pSyn,"c(735, 251, 816, 847, 954, 1005)",WT10,97199.61472,4.987664544
127,IM 62,"c(735, 251, 816, 847, 954, 1005)",6,left,AUDp,"c(""AUDp1"", ""AUDp2/3"", ""AUDp4"", ""AUDp5"", ""AUDp6a"", ""AUDp6b"")",WT,mPFF,M,pSyn,"c(735, 251, 816, 847, 954, 1005)",WT10,75171.11842,4.876051012
128,IM 63,"c(735, 251, 816, 847, 954, 1005)",6,left,AUDp,"c(""AUDp1"", ""AUDp2/3"", ""AUDp4"", ""AUDp5"", ""AUDp6a"", ""AUDp6b"")",WT,mPFF,M,pSyn,"c(735, 251, 816, 847, 954, 1005)",WT10,84376.11149,4.926219507
129,IM 64,"c(735, 251, 816, 847, 954, 1005)",6,left,AUDp,"c(""AUDp1"", ""AUDp2/3"", ""AUDp4"", ""AUDp5"", ""AUDp6a"", ""AUDp6b"")",WT,mPFF,M,pSyn,"c(735, 251, 816, 847, 954, 1005)",WT10,81569.37277,4.911527123
130,IM57,"c(735, 251, 816, 847, 954, 1005)",6,left,AUDp,"c(""AUDp1"", ""AUDp2/3"", ""AUDp4"", ""AUDp5"", ""AUDp6a"", ""AUDp6b"")",WT,mPFF,F,pSyn,"c(735, 251, 816, 847, 954, 1005)",WT10,88228.76251,4.945610188
131,IM 58,"c(696, 643, 759, 791, 249, 456)",6,left,AUDpo,"c(""AUDpo1"", ""AUDpo2/3"", ""AUDpo4"", ""AUDpo5"", ""AUDpo6a"", ""AUDpo6b"")",WT,mPFF,F,pSyn,"c(696, 643, 759, 791, 249, 456)",WT10,43188.95679,4.635372714
132,IM 59,"c(696, 643, 759, 791, 249, 456)",6,left,AUDpo,"c(""AUDpo1"", ""AUDpo2/3"", ""AUDpo4"", ""AUDpo5"", ""AUDpo6a"", ""AUDpo6b"")",WT,mPFF,F,pSyn,"c(696, 643, 759, 791, 249, 456)",WT10,29143.52879,4.464542136
133,IM 60,"c(696, 643, 759, 791, 249, 456)",6,left,AUDpo,"c(""AUDpo1"", ""AUDpo2/3"", ""AUDpo4"", ""AUDpo5"", ""AUDpo6a"", ""AUDpo6b"")",WT,mPFF,F,pSyn,"c(696, 643, 759, 791, 249, 456)",WT10,34909.53162,4.542944022
134,IM 61,"c(696, 643, 759, 791, 249, 456)",6,left,AUDpo,"c(""AUDpo1"", ""AUDpo2/3"", ""AUDpo4"", ""AUDpo5"", ""AUDpo6a"", ""AUDpo6b"")",WT,mPFF,M,pSyn,"c(696, 643, 759, 791, 249, 456)",WT10,41648.28384,4.619597111
135,IM 62,"c(696, 643, 759, 791, 249, 456)",6,left,AUDpo,"c(""AUDpo1"", ""AUDpo2/3"", ""AUDpo4"", ""AUDpo5"", ""AUDpo6a"", ""AUDpo6b"")",WT,mPFF,M,pSyn,"c(696, 643, 759, 791, 249, 456)",WT10,44961.71045,4.652842825
136,IM 63,"c(696, 643, 759, 791, 249, 456)",6,left,AUDpo,"c(""AUDpo1"", ""AUDpo2/3"", ""AUDpo4"", ""AUDpo5"", ""AUDpo6a"", ""AUDpo6b"")",WT,mPFF,M,pSyn,"c(696, 643, 759, 791, 249, 456)",WT10,34265.19769,4.534853242
137,IM 64,"c(696, 643, 759, 791, 249, 456)",6,left,AUDpo,"c(""AUDpo1"", ""AUDpo2/3"", ""AUDpo4"", ""AUDpo5"", ""AUDpo6a"", ""AUDpo6b"")",WT,mPFF,M,pSyn,"c(696, 643, 759, 791, 249, 456)",WT10,32823.31279,4.516182412
138,IM57,"c(696, 643, 759, 791, 249, 456)",6,left,AUDpo,"c(""AUDpo1"", ""AUDpo2/3"", ""AUDpo4"", ""AUDpo5"", ""AUDpo6a"", ""AUDpo6b"")",WT,mPFF,F,pSyn,"c(696, 643, 759, 791, 249, 456)",WT10,38327.22877,4.583507419
139,IM 58,"c(959, 755, 990, 1023, 520, 598)",6,left,AUDv,"c(""AUDv1"", ""AUDv2/3"", ""AUDv4"", ""AUDv5"", ""AUDv6a"", ""AUDv6b"")",WT,mPFF,F,pSyn,"c(959, 755, 990, 1023, 520, 598)",WT10,47344.70638,4.675271428
140,IM 59,"c(959, 755, 990, 1023, 520, 598)",6,left,AUDv,"c(""AUDv1"", ""AUDv2/3"", ""AUDv4"", ""AUDv5"", ""AUDv6a"", ""AUDv6b"")",WT,mPFF,F,pSyn,"c(959, 755, 990, 1023, 520, 598)",WT10,54742.23968,4.738322562
141,IM 60,"c(959, 755, 990, 1023, 520, 598)",6,left,AUDv,"c(""AUDv1"", ""AUDv2/3"", ""AUDv4"", ""AUDv5"", ""AUDv6a"", ""AUDv6b"")",WT,mPFF,F,pSyn,"c(959, 755, 990, 1023, 520, 598)",WT10,51285.79858,4.709997122
142,IM 61,"c(959, 755, 990, 1023, 520, 598)",6,left,AUDv,"c(""AUDv1"", ""AUDv2/3"", ""AUDv4"", ""AUDv5"", ""AUDv6a"", ""AUDv6b"")",WT,mPFF,M,pSyn,"c(959, 755, 990, 1023, 520, 598)",WT10,61072.75635,4.785847521
143,IM 62,"c(959, 755, 990, 1023, 520, 598)",6,left,AUDv,"c(""AUDv1"", ""AUDv2/3"", ""AUDv4"", ""AUDv5"", ""AUDv6a"", ""AUDv6b"")",WT,mPFF,M,pSyn,"c(959, 755, 990, 1023, 520, 598)",WT10,47857.03606,4.679945798
144,IM 63,"c(959, 755, 990, 1023, 520, 598)",6,left,AUDv,"c(""AUDv1"", ""AUDv2/3"", ""AUDv4"", ""AUDv5"", ""AUDv6a"", ""AUDv6b"")",WT,mPFF,M,pSyn,"c(959, 755, 990, 1023, 520, 598)",WT10,55859.99217,4.747100871
145,IM 64,"c(959, 755, 990, 1023, 520, 598)",6,left,AUDv,"c(""AUDv1"", ""AUDv2/3"", ""AUDv4"", ""AUDv5"", ""AUDv6a"", ""AUDv6b"")",WT,mPFF,M,pSyn,"c(959, 755, 990, 1023, 520, 598)",WT10,52281.16079,4.718345222
146,IM57,"c(959, 755, 990, 1023, 520, 598)",6,left,AUDv,"c(""AUDv1"", ""AUDv2/3"", ""AUDv4"", ""AUDv5"", ""AUDv6a"", ""AUDv6b"")",WT,mPFF,F,pSyn,"c(959, 755, 990, 1023, 520, 598)",WT10,50155.65484,4.700319905
147,IM 58,263,6,left,AVP,AVP,WT,mPFF,F,pSyn,263,WT10,99741.10742,4.998874186
148,IM 60,263,6,left,AVP,AVP,WT,mPFF,F,pSyn,263,WT10,46970.28132,4.671823161
149,IM 62,263,6,left,AVP,AVP,WT,mPFF,M,pSyn,263,WT10,98560.16865,4.993701438
150,IM 64,263,6,left,AVP,AVP,WT,mPFF,M,pSyn,263,WT10,64115.35514,4.806962052
151,IM 58,272,6,left,AVPV,AVPV,WT,mPFF,F,pSyn,272,WT10,131841.6937,5.120052774
