,mouse,Region ID,mpi,side,parent,daughter,genotype,treatment,sex,marker,forRemove,batch,Region Area,Logged Region Area
1058,IM 139,843,0.5,left,PAR,PAR,WT,mPFF,M,pSyn,843,None,522259.4869,5.717886338
1059,IM 140,843,0.5,left,PAR,PAR,WT,mPFF,M,pSyn,843,None,669199.7,5.825555738
1060,IM 133,874,0.5,left,PBG,PBG,WT,mPFF,F,pSyn,874,None,31257.55095,4.494954948
1061,IM 134,874,0.5,left,PBG,PBG,WT,mPFF,F,pSyn,874,None,17976.5911,4.25470734
1062,IM 135,874,0.5,left,PBG,PBG,WT,mPFF,F,pSyn,874,None,19793.32712,4.296518802
1063,IM 136,874,0.5,left,PBG,PBG,WT,mPFF,F,pSyn,874,None,18689.32914,4.271593713
1064,IM 139,874,0.5,left,PBG,PBG,WT,mPFF,M,pSyn,874,None,747.152342,2.873409168
1065,IM 140,874,0.5,left,PBG,PBG,WT,mPFF,M,pSyn,874,None,6500.590717,3.812952824
1066,IM 134,158,0.5,left,pc,pc,WT,mPFF,F,pSyn,158,None,33512.01403,4.525200529
1067,IM 136,158,0.5,left,pc,pc,WT,mPFF,F,pSyn,158,None,68422.65845,4.835199944
1068,IM 139,158,0.5,left,pc,pc,WT,mPFF,M,pSyn,158,None,60064.06974,4.778614755
1069,IM 140,158,0.5,left,pc,pc,WT,mPFF,M,pSyn,158,None,43608.57427,4.639571888
1070,IM 137,549009223,0.5,left,PC5,PC5,WT,mPFF,M,pSyn,549009223,None,24800.42713,4.394459161
1071,IM 138,549009223,0.5,left,PC5,PC5,WT,mPFF,M,pSyn,549009223,None,3127.077658,3.495138668
1072,IM 133,907,0.5,left,PCN,PCN,WT,mPFF,F,pSyn,907,None,88320.72573,4.946062629
1073,IM 134,907,0.5,left,PCN,PCN,WT,mPFF,F,pSyn,907,None,93535.14919,4.970974843
1074,IM 135,907,0.5,left,PCN,PCN,WT,mPFF,F,pSyn,907,None,88373.02276,4.94631971
1075,IM 136,907,0.5,left,PCN,PCN,WT,mPFF,F,pSyn,907,None,114464.409,5.05867047
1076,IM 137,907,0.5,left,PCN,PCN,WT,mPFF,M,pSyn,907,None,94667.0299,4.976198752
1077,IM 138,907,0.5,left,PCN,PCN,WT,mPFF,M,pSyn,907,None,66380.46671,4.822040302
1078,IM 139,907,0.5,left,PCN,PCN,WT,mPFF,M,pSyn,907,None,84709.4987,4.927932112
1079,IM 140,907,0.5,left,PCN,PCN,WT,mPFF,M,pSyn,907,None,73735.97434,4.867679423
1080,IM 133,576073704,0.5,left,PeF,PeF,WT,mPFF,F,pSyn,576073704,None,38184.5052,4.581887167
1081,IM 134,576073704,0.5,left,PeF,PeF,WT,mPFF,F,pSyn,576073704,None,21195.15696,4.326236637
1082,IM 135,576073704,0.5,left,PeF,PeF,WT,mPFF,F,pSyn,576073704,None,17765.71076,4.249582587
1083,IM 136,576073704,0.5,left,PeF,PeF,WT,mPFF,F,pSyn,576073704,None,76007.98699,4.880859231
1084,IM 137,576073704,0.5,left,PeF,PeF,WT,mPFF,M,pSyn,576073704,None,37866.81196,4.578258743
1085,IM 138,576073704,0.5,left,PeF,PeF,WT,mPFF,M,pSyn,576073704,None,28788.77022,4.459223114
1086,IM 139,576073704,0.5,left,PeF,PeF,WT,mPFF,M,pSyn,576073704,None,49702.00179,4.696373881
1087,IM 140,576073704,0.5,left,PeF,PeF,WT,mPFF,M,pSyn,576073704,None,12475.72819,4.096065905
1088,IM 133,"c(540, 888, 692, 335)",0.5,left,PERI,"c(""PERI1"", ""PERI2/3"", ""PERI5"", ""PERI6a"")",WT,mPFF,F,pSyn,"c(540, 888, 692, 335)",None,26543.5595,4.423959162
1089,IM 134,"c(540, 888, 692, 335)",0.5,left,PERI,"c(""PERI1"", ""PERI2/3"", ""PERI5"", ""PERI6a"")",WT,mPFF,F,pSyn,"c(540, 888, 692, 335)",None,22363.75693,4.349544764
1090,IM 135,"c(540, 888, 692, 335, 368)",0.5,left,PERI,"c(""PERI1"", ""PERI2/3"", ""PERI5"", ""PERI6a"", ""PERI6b"")",WT,mPFF,F,pSyn,"c(540, 888, 692, 335, 368)",None,18397.49436,4.264758679
1091,IM 136,"c(540, 888, 692, 335)",0.5,left,PERI,"c(""PERI1"", ""PERI2/3"", ""PERI5"", ""PERI6a"")",WT,mPFF,F,pSyn,"c(540, 888, 692, 335)",None,22059.86763,4.343602902
1092,IM 137,"c(540, 888, 692, 335, 368)",0.5,left,PERI,"c(""PERI1"", ""PERI2/3"", ""PERI5"", ""PERI6a"", ""PERI6b"")",WT,mPFF,M,pSyn,"c(540, 888, 692, 335, 368)",None,23565.39136,4.372274657
1093,IM 138,"c(540, 888, 692, 335, 368)",0.5,left,PERI,"c(""PERI1"", ""PERI2/3"", ""PERI5"", ""PERI6a"", ""PERI6b"")",WT,mPFF,M,pSyn,"c(540, 888, 692, 335, 368)",None,23836.62553,4.377244774
1094,IM 139,"c(540, 888, 692, 335)",0.5,left,PERI,"c(""PERI1"", ""PERI2/3"", ""PERI5"", ""PERI6a"")",WT,mPFF,M,pSyn,"c(540, 888, 692, 335)",None,22622.91346,4.354548534
1095,IM 140,"c(540, 888, 692, 335, 368)",0.5,left,PERI,"c(""PERI1"", ""PERI2/3"", ""PERI5"", ""PERI6a"", ""PERI6b"")",WT,mPFF,M,pSyn,"c(540, 888, 692, 335, 368)",None,25348.57096,4.403953481
1096,IM 134,930,0.5,left,PF,PF,WT,mPFF,F,pSyn,930,None,619442.3005,5.792000859
1097,IM 135,930,0.5,left,PF,PF,WT,mPFF,F,pSyn,930,None,587107.7171,5.768717789
1098,IM 136,930,0.5,left,PF,PF,WT,mPFF,F,pSyn,930,None,606322.2042,5.782703473
1099,IM 137,930,0.5,left,PF,PF,WT,mPFF,M,pSyn,930,None,183062.7892,5.262600075
1100,IM 138,930,0.5,left,PF,PF,WT,mPFF,M,pSyn,930,None,45118.03933,4.654350219
1101,IM 139,930,0.5,left,PF,PF,WT,mPFF,M,pSyn,930,None,674906.5122,5.829243619
1102,IM 140,930,0.5,left,PF,PF,WT,mPFF,M,pSyn,930,None,9475.832034,3.976617354
1103,IM 133,931,0.5,left,PG,PG,WT,mPFF,F,pSyn,931,None,133905.8047,5.126799404
1104,IM 134,931,0.5,left,PG,PG,WT,mPFF,F,pSyn,931,None,218914.9317,5.340275385
1105,IM 135,931,0.5,left,PG,PG,WT,mPFF,F,pSyn,931,None,464582.9989,5.667063313
1106,IM 136,931,0.5,left,PG,PG,WT,mPFF,F,pSyn,931,None,395590.8001,5.597246183
1107,IM 139,931,0.5,left,PG,PG,WT,mPFF,M,pSyn,931,None,113193.5798,5.053821795
1108,IM 140,931,0.5,left,PG,PG,WT,mPFF,M,pSyn,931,None,265801.9316,5.424558133
1109,IM 133,946,0.5,left,PH,PH,WT,mPFF,F,pSyn,946,None,350923.0954,5.545211952
1110,IM 134,946,0.5,left,PH,PH,WT,mPFF,F,pSyn,946,None,258347.9021,5.412204939
1111,IM 135,946,0.5,left,PH,PH,WT,mPFF,F,pSyn,946,None,481062.6554,5.682201644
1112,IM 136,946,0.5,left,PH,PH,WT,mPFF,F,pSyn,946,None,227225.1169,5.356456336
1113,IM 137,946,0.5,left,PH,PH,WT,mPFF,M,pSyn,946,None,353973.6588,5.548970945
1114,IM 138,946,0.5,left,PH,PH,WT,mPFF,M,pSyn,946,None,401354.3846,5.603528012
1115,IM 139,946,0.5,left,PH,PH,WT,mPFF,M,pSyn,946,None,473618.6051,5.675428754
1116,IM 140,946,0.5,left,PH,PH,WT,mPFF,M,pSyn,946,None,372321.2337,5.570917805
1117,IM 133,560581563,0.5,left,PIL,PIL,WT,mPFF,F,pSyn,560581563,None,53619.08117,4.729319368
1118,IM 134,560581563,0.5,left,PIL,PIL,WT,mPFF,F,pSyn,560581563,None,13625.76395,4.134360861
1119,IM 135,560581563,0.5,left,PIL,PIL,WT,mPFF,F,pSyn,560581563,None,70846.56296,4.850318786
1120,IM 136,560581563,0.5,left,PIL,PIL,WT,mPFF,F,pSyn,560581563,None,10355.86182,4.015186247
1121,IM 137,560581563,0.5,left,PIL,PIL,WT,mPFF,M,pSyn,560581563,None,78468.15073,4.894693418
1122,IM 138,560581563,0.5,left,PIL,PIL,WT,mPFF,M,pSyn,560581563,None,24503.0995,4.389221024
1123,IM 139,560581563,0.5,left,PIL,PIL,WT,mPFF,M,pSyn,560581563,None,26369.59159,4.421103404
1124,IM 140,560581563,0.5,left,PIL,PIL,WT,mPFF,M,pSyn,560581563,None,47639.61895,4.677968279
1125,IM 133,961,0.5,left,PIR,PIR,WT,mPFF,F,pSyn,961,None,590211.5642,5.771007715
1126,IM 134,961,0.5,left,PIR,PIR,WT,mPFF,F,pSyn,961,None,663388.3639,5.82176785
1127,IM 135,961,0.5,left,PIR,PIR,WT,mPFF,F,pSyn,961,None,629360.8257,5.798899707
1128,IM 136,961,0.5,left,PIR,PIR,WT,mPFF,F,pSyn,961,None,651295.6843,5.8137782
1129,IM 137,961,0.5,left,PIR,PIR,WT,mPFF,M,pSyn,961,None,700409.455,5.845352
1130,IM 138,961,0.5,left,PIR,PIR,WT,mPFF,M,pSyn,961,None,611000.6533,5.786041675
1131,IM 139,961,0.5,left,PIR,PIR,WT,mPFF,M,pSyn,961,None,602022.3104,5.779612586
1132,IM 140,961,0.5,left,PIR,PIR,WT,mPFF,M,pSyn,961,None,609226.7624,5.784778973
1133,IM 133,"c(171, 304, 363, 84)",0.5,left,PL,"c(""PL1"", ""PL2/3"", ""PL5"", ""PL6a"")",WT,mPFF,F,pSyn,"c(171, 304, 363, 84)",None,112948.4595,5.052880312
1134,IM 134,"c(171, 304, 363, 84)",0.5,left,PL,"c(""PL1"", ""PL2/3"", ""PL5"", ""PL6a"")",WT,mPFF,F,pSyn,"c(171, 304, 363, 84)",None,120344.4884,5.080426205
1135,IM 135,"c(171, 304, 363, 84)",0.5,left,PL,"c(""PL1"", ""PL2/3"", ""PL5"", ""PL6a"")",WT,mPFF,F,pSyn,"c(171, 304, 363, 84)",None,133292.8015,5.124806696
1136,IM 136,"c(171, 304, 363, 84)",0.5,left,PL,"c(""PL1"", ""PL2/3"", ""PL5"", ""PL6a"")",WT,mPFF,F,pSyn,"c(171, 304, 363, 84)",None,133246.3875,5.124655444
1137,IM 137,"c(171, 304, 363, 84)",0.5,left,PL,"c(""PL1"", ""PL2/3"", ""PL5"", ""PL6a"")",WT,mPFF,M,pSyn,"c(171, 304, 363, 84)",None,127483.0814,5.105452552
1138,IM 138,"c(171, 304, 363, 84)",0.5,left,PL,"c(""PL1"", ""PL2/3"", ""PL5"", ""PL6a"")",WT,mPFF,M,pSyn,"c(171, 304, 363, 84)",None,121525.0396,5.084665771
1139,IM 139,"c(171, 304, 363, 84)",0.5,left,PL,"c(""PL1"", ""PL2/3"", ""PL5"", ""PL6a"")",WT,mPFF,M,pSyn,"c(171, 304, 363, 84)",None,116786.9721,5.067394399
1140,IM 140,"c(171, 304, 363, 84)",0.5,left,PL,"c(""PL1"", ""PL2/3"", ""PL5"", ""PL6a"")",WT,mPFF,M,pSyn,"c(171, 304, 363, 84)",None,114798.275,5.059935362
1141,IM 133,753,0.5,left,pm,pm,WT,mPFF,F,pSyn,753,None,406.20516,2.608745447
1142,IM 134,753,0.5,left,pm,pm,WT,mPFF,F,pSyn,753,None,8838.333371,3.946370379
1143,IM 135,753,0.5,left,pm,pm,WT,mPFF,F,pSyn,753,None,3689.925154,3.567017558
1144,IM 136,753,0.5,left,pm,pm,WT,mPFF,F,pSyn,753,None,5177.93091,3.714156252
1145,IM 137,753,0.5,left,pm,pm,WT,mPFF,M,pSyn,753,None,2975.095762,3.473500951
1146,IM 138,753,0.5,left,pm,pm,WT,mPFF,M,pSyn,753,None,2970.072666,3.472767076
1147,IM 139,753,0.5,left,pm,pm,WT,mPFF,M,pSyn,753,None,1831.221638,3.262740914
1148,IM 140,753,0.5,left,pm,pm,WT,mPFF,M,pSyn,753,None,1465.834429,3.166084921
1149,IM 134,980,0.5,left,PMd,PMd,WT,mPFF,F,pSyn,980,None,45664.72242,4.659580822
1150,IM 134,1004,0.5,left,PMv,PMv,WT,mPFF,F,pSyn,1004,None,101449.2262,5.006248739
1151,IM 135,1004,0.5,left,PMv,PMv,WT,mPFF,F,pSyn,1004,None,183242.6162,5.263026484
1152,IM 136,1004,0.5,left,PMv,PMv,WT,mPFF,F,pSyn,1004,None,115392.8606,5.06217894
1153,IM 138,1004,0.5,left,PMv,PMv,WT,mPFF,M,pSyn,1004,None,32171.1237,4.507466231
1154,IM 139,1004,0.5,left,PMv,PMv,WT,mPFF,M,pSyn,1004,None,132218.5273,5.121292316
1155,IM 133,1020,0.5,left,PO,PO,WT,mPFF,F,pSyn,1020,None,380561.2106,5.58042452
1156,IM 134,1020,0.5,left,PO,PO,WT,mPFF,F,pSyn,1020,None,400712.4356,5.60283282
1157,IM 135,1020,0.5,left,PO,PO,WT,mPFF,F,pSyn,1020,None,348071.0124,5.541667856
1158,IM 136,1020,0.5,left,PO,PO,WT,mPFF,F,pSyn,1020,None,343973.5806,5.536525087
1159,IM 137,1020,0.5,left,PO,PO,WT,mPFF,M,pSyn,1020,None,355423.5448,5.550746194
1160,IM 138,1020,0.5,left,PO,PO,WT,mPFF,M,pSyn,1020,None,387718.2013,5.588516189
1161,IM 139,1020,0.5,left,PO,PO,WT,mPFF,M,pSyn,1020,None,362916.2312,5.559806392
1162,IM 140,1020,0.5,left,PO,PO,WT,mPFF,M,pSyn,1020,None,381554.9623,5.581557106
1163,IM 133,1029,0.5,left,POL,POL,WT,mPFF,F,pSyn,1029,None,73523.13403,4.866424011
1164,IM 134,1029,0.5,left,POL,POL,WT,mPFF,F,pSyn,1029,None,82491.11147,4.916407155
1165,IM 135,1029,0.5,left,POL,POL,WT,mPFF,F,pSyn,1029,None,75274.47315,4.876647725
1166,IM 136,1029,0.5,left,POL,POL,WT,mPFF,F,pSyn,1029,None,83956.45118,4.924054073
1167,IM 137,1029,0.5,left,POL,POL,WT,mPFF,M,pSyn,1029,None,71774.18526,4.855968271
1168,IM 138,1029,0.5,left,POL,POL,WT,mPFF,M,pSyn,1029,None,86132.10732,4.935165073
1169,IM 139,1029,0.5,left,POL,POL,WT,mPFF,M,pSyn,1029,None,84602.4397,4.927382887
1170,IM 140,1029,0.5,left,POL,POL,WT,mPFF,M,pSyn,1029,None,88682.98297,4.947840293
1171,IM 133,1037,0.5,left,POST,POST,WT,mPFF,F,pSyn,1037,None,219391.7839,5.34122036
1172,IM 134,1037,0.5,left,POST,POST,WT,mPFF,F,pSyn,1037,None,33075.20094,4.519502491
1173,IM 135,1037,0.5,left,POST,POST,WT,mPFF,F,pSyn,1037,None,70680.79561,4.849301429
1174,IM 137,1037,0.5,left,POST,POST,WT,mPFF,M,pSyn,1037,None,92971.74257,4.968350971
1175,IM 138,1037,0.5,left,POST,POST,WT,mPFF,M,pSyn,1037,None,47521.16266,4.676887058
1176,IM 133,563807435,0.5,left,PoT,PoT,WT,mPFF,F,pSyn,563807435,None,72304.51855,4.859165439
1177,IM 134,563807435,0.5,left,PoT,PoT,WT,mPFF,F,pSyn,563807435,None,95380.34763,4.979458901
1178,IM 135,563807435,0.5,left,PoT,PoT,WT,mPFF,F,pSyn,563807435,None,78595.40579,4.895397161
1179,IM 136,563807435,0.5,left,PoT,PoT,WT,mPFF,F,pSyn,563807435,None,98010.83508,4.99127409
1180,IM 137,563807435,0.5,left,PoT,PoT,WT,mPFF,M,pSyn,563807435,None,82187.02043,4.914803236
1181,IM 138,563807435,0.5,left,PoT,PoT,WT,mPFF,M,pSyn,563807435,None,89473.43907,4.951694131
1182,IM 139,563807435,0.5,left,PoT,PoT,WT,mPFF,M,pSyn,563807435,None,93758.54789,4.972010873
1183,IM 140,563807435,0.5,left,PoT,PoT,WT,mPFF,M,pSyn,563807435,None,92347.56905,4.965425468
1184,IM 133,1044,0.5,left,PP,PP,WT,mPFF,F,pSyn,1044,None,3655.846444,3.562987947
1185,IM 135,1044,0.5,left,PP,PP,WT,mPFF,F,pSyn,1044,None,21032.57338,4.322892413
1186,IM 137,1044,0.5,left,PP,PP,WT,mPFF,M,pSyn,1044,None,21941.33125,4.341262974
1187,IM 133,1052,0.5,left,PPN,PPN,WT,mPFF,F,pSyn,1052,None,448796.6883,5.652049644
1188,IM 134,1052,0.5,left,PPN,PPN,WT,mPFF,F,pSyn,1052,None,498950.2731,5.698057265
1189,IM 135,1052,0.5,left,PPN,PPN,WT,mPFF,F,pSyn,1052,None,387276.9854,5.588021689
1190,IM 136,1052,0.5,left,PPN,PPN,WT,mPFF,F,pSyn,1052,None,535760.7687,5.728970909
1191,IM 137,1052,0.5,left,PPN,PPN,WT,mPFF,M,pSyn,1052,None,472918.4898,5.674786294
1192,IM 138,1052,0.5,left,PPN,PPN,WT,mPFF,M,pSyn,1052,None,467107.2251,5.669416585
1193,IM 139,1052,0.5,left,PPN,PPN,WT,mPFF,M,pSyn,1052,None,425876.8348,5.629284018
1194,IM 140,1052,0.5,left,PPN,PPN,WT,mPFF,M,pSyn,1052,None,478515.7056,5.679896197
1195,IM 133,1061,0.5,left,PPT,PPT,WT,mPFF,F,pSyn,1061,None,4468.256764,3.650138122
1196,IM 134,1061,0.5,left,PPT,PPT,WT,mPFF,F,pSyn,1061,None,66655.76418,4.823837712
1197,IM 136,1061,0.5,left,PPT,PPT,WT,mPFF,F,pSyn,1061,None,190104.0348,5.278991335
1198,IM 138,1061,0.5,left,PPT,PPT,WT,mPFF,M,pSyn,1061,None,21904.28591,4.3405291
1199,IM 139,1061,0.5,left,PPT,PPT,WT,mPFF,M,pSyn,1061,None,173233.567,5.238632048
1200,IM 140,1061,0.5,left,PPT,PPT,WT,mPFF,M,pSyn,1061,None,164173.4561,5.215302941
1201,IM 133,1077,0.5,left,PR,PR,WT,mPFF,F,pSyn,1077,None,50263.27725,4.701250802
1202,IM 134,1077,0.5,left,PR,PR,WT,mPFF,F,pSyn,1077,None,56213.24237,4.749838636
1203,IM 135,1077,0.5,left,PR,PR,WT,mPFF,F,pSyn,1077,None,56030.31855,4.748423092
1204,IM 136,1077,0.5,left,PR,PR,WT,mPFF,F,pSyn,1077,None,68316.70259,4.834526896
1205,IM 137,1077,0.5,left,PR,PR,WT,mPFF,M,pSyn,1077,None,53644.65027,4.729526418
1206,IM 138,1077,0.5,left,PR,PR,WT,mPFF,M,pSyn,1077,None,47981.2837,4.681071863
1207,IM 139,1077,0.5,left,PR,PR,WT,mPFF,M,pSyn,1077,None,51862.95839,4.714857286
1208,IM 140,1077,0.5,left,PR,PR,WT,mPFF,M,pSyn,1077,None,49500.4699,4.694609322
1209,IM 134,50,0.5,left,PRC,PRC,WT,mPFF,F,pSyn,50,None,94738.2342,4.976525286
1210,IM 135,50,0.5,left,PRC,PRC,WT,mPFF,F,pSyn,50,None,64195.86111,4.807507029
1211,IM 136,50,0.5,left,PRC,PRC,WT,mPFF,F,pSyn,50,None,55861.56151,4.747113072
1212,IM 137,50,0.5,left,PRC,PRC,WT,mPFF,M,pSyn,50,None,14895.90148,4.173066792
1213,IM 138,50,0.5,left,PRC,PRC,WT,mPFF,M,pSyn,50,None,3138.646214,3.496742366
1214,IM 139,50,0.5,left,PRC,PRC,WT,mPFF,M,pSyn,50,None,60386.37215,4.780938939
1215,IM 140,50,0.5,left,PRC,PRC,WT,mPFF,M,pSyn,50,None,394.826335,2.596406123
1216,IM 133,1084,0.5,left,PRE,PRE,WT,mPFF,F,pSyn,1084,None,788384.8961,5.896738295
1217,IM 134,1084,0.5,left,PRE,PRE,WT,mPFF,F,pSyn,1084,None,109856.9456,5.04082752
1218,IM 135,1084,0.5,left,PRE,PRE,WT,mPFF,F,pSyn,1084,None,85895.57054,4.933970769
1219,IM 133,146,0.5,left,PRNr,PRNr,WT,mPFF,F,pSyn,146,None,937340.6327,5.971897444
1220,IM 134,146,0.5,left,PRNr,PRNr,WT,mPFF,F,pSyn,146,None,939975.9748,5.973116753
1221,IM 135,146,0.5,left,PRNr,PRNr,WT,mPFF,F,pSyn,146,None,722269.7105,5.858699402
1222,IM 136,146,0.5,left,PRNr,PRNr,WT,mPFF,F,pSyn,146,None,913107.2237,5.960521779
1223,IM 137,146,0.5,left,PRNr,PRNr,WT,mPFF,M,pSyn,146,None,1077108.206,6.032259335
1224,IM 138,146,0.5,left,PRNr,PRNr,WT,mPFF,M,pSyn,146,None,1017082.008,6.007355972
1225,IM 139,146,0.5,left,PRNr,PRNr,WT,mPFF,M,pSyn,146,None,904054.3335,5.956194532
1226,IM 140,146,0.5,left,PRNr,PRNr,WT,mPFF,M,pSyn,146,None,820519.0061,5.914088645
1227,IM 133,484682470,0.5,left,ProS,ProS,WT,mPFF,F,pSyn,484682470,None,85303.08369,4.930964731
1228,IM 134,484682470,0.5,left,ProS,ProS,WT,mPFF,F,pSyn,484682470,None,100167.7782,5.000728041
1229,IM 135,484682470,0.5,left,ProS,ProS,WT,mPFF,F,pSyn,484682470,None,88558.20371,4.947228799
1230,IM 136,484682470,0.5,left,ProS,ProS,WT,mPFF,F,pSyn,484682470,None,80997.63352,4.90847233
1231,IM 137,484682470,0.5,left,ProS,ProS,WT,mPFF,M,pSyn,484682470,None,98178.16015,4.992014889
1232,IM 138,484682470,0.5,left,ProS,ProS,WT,mPFF,M,pSyn,484682470,None,83162.03465,4.919925106
1233,IM 139,484682470,0.5,left,ProS,ProS,WT,mPFF,M,pSyn,484682470,None,62627.78004,4.796767018
1234,IM 140,484682470,0.5,left,ProS,ProS,WT,mPFF,M,pSyn,484682470,None,76223.39032,4.882088262
1235,IM 133,364,0.5,left,PSTN,PSTN,WT,mPFF,F,pSyn,364,None,57409.07781,4.758980571
1236,IM 134,364,0.5,left,PSTN,PSTN,WT,mPFF,F,pSyn,364,None,122673.8674,5.088752057
1237,IM 135,364,0.5,left,PSTN,PSTN,WT,mPFF,F,pSyn,364,None,139361.901,5.144144062
1238,IM 136,364,0.5,left,PSTN,PSTN,WT,mPFF,F,pSyn,364,None,124771.079,5.096113931
1239,IM 137,364,0.5,left,PSTN,PSTN,WT,mPFF,M,pSyn,364,None,98391.34925,4.992956916
1240,IM 138,364,0.5,left,PSTN,PSTN,WT,mPFF,M,pSyn,364,None,83174.12468,4.919988239
1241,IM 139,364,0.5,left,PSTN,PSTN,WT,mPFF,M,pSyn,364,None,132218.5273,5.121292316
1242,IM 140,364,0.5,left,PSTN,PSTN,WT,mPFF,M,pSyn,364,None,80544.57229,4.90603628
1243,IM 137,7,0.5,left,PSV,PSV,WT,mPFF,M,pSyn,7,None,108181.1735,5.034151688
1244,IM 138,7,0.5,left,PSV,PSV,WT,mPFF,M,pSyn,7,None,781.769414,2.893078681
1245,IM 134,126,0.5,left,PVR,PVp,WT,mPFF,F,pSyn,126,None,72801.01618,4.862137441
1246,IM 135,126,0.5,left,PVR,PVp,WT,mPFF,F,pSyn,126,None,84917.30995,4.928996228
1247,IM 137,126,0.5,left,PVR,PVp,WT,mPFF,M,pSyn,126,None,5578.304554,3.746502222
1248,IM 133,149,0.5,left,PVT,PVT,WT,mPFF,F,pSyn,149,None,88420.53845,4.946553155
1249,IM 134,149,0.5,left,PVT,PVT,WT,mPFF,F,pSyn,149,None,79001.75643,4.897636747
1250,IM 135,149,0.5,left,PVT,PVT,WT,mPFF,F,pSyn,149,None,73847.30792,4.868334668
1251,IM 136,149,0.5,left,PVT,PVT,WT,mPFF,F,pSyn,149,None,92162.09017,4.964552316
1252,IM 137,149,0.5,left,PVT,PVT,WT,mPFF,M,pSyn,149,None,94941.67707,4.977456899
1253,IM 138,149,0.5,left,PVT,PVT,WT,mPFF,M,pSyn,149,None,75392.38882,4.877327504
1254,IM 139,149,0.5,left,PVT,PVT,WT,mPFF,M,pSyn,149,None,79016.2312,4.897716312
1255,IM 140,149,0.5,left,PVT,PVT,WT,mPFF,M,pSyn,149,None,90333.29735,4.955847863
1256,IM 133,118,0.5,left,PVZ,PVi,WT,mPFF,F,pSyn,118,None,53612.05568,4.72926246
1257,IM 134,118,0.5,left,PVZ,PVi,WT,mPFF,F,pSyn,118,None,44091.977,4.644359572
1258,IM 135,118,0.5,left,PVZ,PVi,WT,mPFF,F,pSyn,118,None,47788.45406,4.679322982
1259,IM 136,118,0.5,left,PVZ,PVi,WT,mPFF,F,pSyn,118,None,54797.15159,4.738757984
1260,IM 137,118,0.5,left,PVZ,PVi,WT,mPFF,M,pSyn,118,None,51184.96237,4.709142388
1261,IM 138,118,0.5,left,PVZ,PVi,WT,mPFF,M,pSyn,118,None,47384.11862,4.675632807
1262,IM 139,118,0.5,left,PVZ,PVi,WT,mPFF,M,pSyn,118,None,46746.06604,4.669745068
1263,IM 140,118,0.5,left,PVZ,PVi,WT,mPFF,M,pSyn,118,None,54157.18038,4.733656045
1264,IM 133,181,0.5,left,RE,RE,WT,mPFF,F,pSyn,181,None,53770.01752,4.730540178
1265,IM 134,181,0.5,left,RE,RE,WT,mPFF,F,pSyn,181,None,68193.1137,4.833740521
1266,IM 135,181,0.5,left,RE,RE,WT,mPFF,F,pSyn,181,None,64229.87737,4.807737093
1267,IM 136,181,0.5,left,RE,RE,WT,mPFF,F,pSyn,181,None,84151.69988,4.925062893
1268,IM 137,181,0.5,left,RE,RE,WT,mPFF,M,pSyn,181,None,57701.8087,4.761189427
1269,IM 138,181,0.5,left,RE,RE,WT,mPFF,M,pSyn,181,None,42140.08394,4.624695396
1270,IM 139,181,0.5,left,RE,RE,WT,mPFF,M,pSyn,181,None,62667.74138,4.797044043
1271,IM 140,181,0.5,left,RE,RE,WT,mPFF,M,pSyn,181,None,54329.78403,4.735037979
1272,IM 133,189,0.5,left,RH,RH,WT,mPFF,F,pSyn,189,None,34288.12712,4.535143764
1273,IM 134,189,0.5,left,RH,RH,WT,mPFF,F,pSyn,189,None,50223.30671,4.700905303
1274,IM 135,189,0.5,left,RH,RH,WT,mPFF,F,pSyn,189,None,43730.98033,4.640789213
1275,IM 136,189,0.5,left,RH,RH,WT,mPFF,F,pSyn,189,None,46147.70639,4.664150121
1276,IM 137,189,0.5,left,RH,RH,WT,mPFF,M,pSyn,189,None,37416.01658,4.573057549
1277,IM 138,189,0.5,left,RH,RH,WT,mPFF,M,pSyn,189,None,29205.99877,4.465472063
1278,IM 139,189,0.5,left,RH,RH,WT,mPFF,M,pSyn,189,None,37168.45351,4.570174492
1279,IM 140,189,0.5,left,RH,RH,WT,mPFF,M,pSyn,189,None,37427.18456,4.573187159
1280,IM 133,197,0.5,left,RL,RL,WT,mPFF,F,pSyn,197,None,11779.94965,4.071143435
1281,IM 135,197,0.5,left,RL,RL,WT,mPFF,F,pSyn,197,None,9962.797917,3.998381322
1282,IM 137,197,0.5,left,RL,RL,WT,mPFF,M,pSyn,197,None,8925.287287,3.950622205
1283,IM 138,197,0.5,left,RL,RL,WT,mPFF,M,pSyn,197,None,2598.813583,3.41477513
1284,IM 133,214,0.5,left,RN,RN,WT,mPFF,F,pSyn,214,None,142171.8061,5.152813481
1285,IM 135,214,0.5,left,RN,RN,WT,mPFF,F,pSyn,214,None,102210.9268,5.009497326
1286,IM 137,214,0.5,left,RN,RN,WT,mPFF,M,pSyn,214,None,119747.6044,5.078266834
1287,IM 138,214,0.5,left,RN,RN,WT,mPFF,M,pSyn,214,None,742.518167,2.87070709
1288,IM 136,549009203,0.5,left,RPF,RPF,WT,mPFF,F,pSyn,549009203,None,5917.635326,3.772148199
1289,IM 133,"c(671, 965, 774, 906, 279)",0.5,left,RSPagl,"c(""RSPagl1"", ""RSPagl2/3"", ""RSPagl5"", ""RSPagl6a"", ""RSPagl6b"")",WT,mPFF,F,pSyn,"c(671, 965, 774, 906, 279)",None,35128.03785,4.545653892
