,mouse,Region ID,mpi,side,parent,daughter,genotype,treatment,sex,marker,forRemove,batch,Region Area,Logged Region Area
75,IM 135,215,0.5,left,APN,APN,WT,mPFF,F,pSyn,215,None,354232.8148,5.54928879
76,IM 136,215,0.5,left,APN,APN,WT,mPFF,F,pSyn,215,None,559956.2427,5.748154091
77,IM 137,215,0.5,left,APN,APN,WT,mPFF,M,pSyn,215,None,321310.3423,5.506924705
78,IM 138,215,0.5,left,APN,APN,WT,mPFF,M,pSyn,215,None,408756.2507,5.611464407
79,IM 139,215,0.5,left,APN,APN,WT,mPFF,M,pSyn,215,None,547535.2699,5.7384121
80,IM 140,215,0.5,left,APN,APN,WT,mPFF,M,pSyn,215,None,566545.0069,5.753234416
81,IM 133,484682508,0.5,left,APr,APr,WT,mPFF,F,pSyn,484682508,None,97245.71406,4.98787047
82,IM 134,484682508,0.5,left,APr,APr,WT,mPFF,F,pSyn,484682508,None,287225.9778,5.458223717
83,IM 135,484682508,0.5,left,APr,APr,WT,mPFF,F,pSyn,484682508,None,213992.0083,5.330397555
84,IM 136,484682508,0.5,left,APr,APr,WT,mPFF,F,pSyn,484682508,None,318163.5794,5.502650464
85,IM 137,484682508,0.5,left,APr,APr,WT,mPFF,M,pSyn,484682508,None,124002.1357,5.093429165
86,IM 138,484682508,0.5,left,APr,APr,WT,mPFF,M,pSyn,484682508,None,209123.3184,5.320402462
87,IM 139,484682508,0.5,left,APr,APr,WT,mPFF,M,pSyn,484682508,None,209576.2319,5.321342028
88,IM 140,484682508,0.5,left,APr,APr,WT,mPFF,M,pSyn,484682508,None,189600.5626,5.277839622
89,IM 133,484682524,0.5,left,ar,ar,WT,mPFF,F,pSyn,484682524,None,90794.55545,4.958059807
90,IM 134,484682524,0.5,left,ar,ar,WT,mPFF,F,pSyn,484682524,None,57953.87856,4.763082506
91,IM 135,484682524,0.5,left,ar,ar,WT,mPFF,F,pSyn,484682524,None,61428.30906,4.788368561
92,IM 136,484682524,0.5,left,ar,ar,WT,mPFF,F,pSyn,484682524,None,55957.02686,4.747854631
93,IM 137,484682524,0.5,left,ar,ar,WT,mPFF,M,pSyn,484682524,None,39389.94864,4.595385415
94,IM 138,484682524,0.5,left,ar,ar,WT,mPFF,M,pSyn,484682524,None,43477.46974,4.638264262
95,IM 139,484682524,0.5,left,ar,ar,WT,mPFF,M,pSyn,484682524,None,43228.469,4.635769855
96,IM 140,484682524,0.5,left,ar,ar,WT,mPFF,M,pSyn,484682524,None,43899.32241,4.642457817
97,IM 133,223,0.5,left,ARH,ARH,WT,mPFF,F,pSyn,223,None,103831.6069,5.016329575
98,IM 134,223,0.5,left,ARH,ARH,WT,mPFF,F,pSyn,223,None,98142.79201,4.991858409
99,IM 135,223,0.5,left,ARH,ARH,WT,mPFF,F,pSyn,223,None,71999.20268,4.857327687
100,IM 136,223,0.5,left,ARH,ARH,WT,mPFF,F,pSyn,223,None,110359.67,5.042810393
101,IM 137,223,0.5,left,ARH,ARH,WT,mPFF,M,pSyn,223,None,97342.59974,4.988302941
102,IM 138,223,0.5,left,ARH,ARH,WT,mPFF,M,pSyn,223,None,90150.80855,4.954969626
103,IM 139,223,0.5,left,ARH,ARH,WT,mPFF,M,pSyn,223,None,102759.04,5.011820038
104,IM 140,223,0.5,left,ARH,ARH,WT,mPFF,M,pSyn,223,None,92972.64143,4.96835517
105,IM 133,231,0.5,left,AT,AT,WT,mPFF,F,pSyn,231,None,48622.85703,4.686840474
106,IM 134,231,0.5,left,AT,AT,WT,mPFF,F,pSyn,231,None,51133.41469,4.708704796
107,IM 135,231,0.5,left,AT,AT,WT,mPFF,F,pSyn,231,None,373.459002,2.572242944
108,IM 136,231,0.5,left,AT,AT,WT,mPFF,F,pSyn,231,None,14239.48887,4.153494401
109,IM 138,231,0.5,left,AT,AT,WT,mPFF,M,pSyn,231,None,26971.0448,4.430897771
110,IM 139,231,0.5,left,AT,AT,WT,mPFF,M,pSyn,231,None,44081.98816,4.644261174
111,IM 140,231,0.5,left,AT,AT,WT,mPFF,M,pSyn,231,None,43698.41538,4.640465689
112,IM 133,"c(527, 600, 678, 252)",0.5,left,AUDd,"c(""AUDd1"", ""AUDd2/3"", ""AUDd4"", ""AUDd5"")",WT,mPFF,F,pSyn,"c(527, 600, 678, 252)",None,40631.07268,4.608858288
113,IM 134,"c(527, 600, 678, 252, 156, 243)",0.5,left,AUDd,"c(""AUDd1"", ""AUDd2/3"", ""AUDd4"", ""AUDd5"", ""AUDd6a"", ""AUDd6b"")",WT,mPFF,F,pSyn,"c(527, 600, 678, 252, 156, 243)",None,73955.20277,4.868968732
114,IM 135,"c(527, 600, 678, 252, 156, 243)",0.5,left,AUDd,"c(""AUDd1"", ""AUDd2/3"", ""AUDd4"", ""AUDd5"", ""AUDd6a"", ""AUDd6b"")",WT,mPFF,F,pSyn,"c(527, 600, 678, 252, 156, 243)",None,42512.13514,4.628512918
115,IM 136,"c(527, 600, 678, 252, 156, 243)",0.5,left,AUDd,"c(""AUDd1"", ""AUDd2/3"", ""AUDd4"", ""AUDd5"", ""AUDd6a"", ""AUDd6b"")",WT,mPFF,F,pSyn,"c(527, 600, 678, 252, 156, 243)",None,64220.40831,4.807673063
116,IM 137,"c(527, 600, 678, 252, 156, 243)",0.5,left,AUDd,"c(""AUDd1"", ""AUDd2/3"", ""AUDd4"", ""AUDd5"", ""AUDd6a"", ""AUDd6b"")",WT,mPFF,M,pSyn,"c(527, 600, 678, 252, 156, 243)",None,60361.99468,4.780763583
117,IM 138,"c(527, 600, 678, 252, 156, 243)",0.5,left,AUDd,"c(""AUDd1"", ""AUDd2/3"", ""AUDd4"", ""AUDd5"", ""AUDd6a"", ""AUDd6b"")",WT,mPFF,M,pSyn,"c(527, 600, 678, 252, 156, 243)",None,68396.33209,4.835032812
118,IM 139,"c(527, 600, 678, 252, 156, 243)",0.5,left,AUDd,"c(""AUDd1"", ""AUDd2/3"", ""AUDd4"", ""AUDd5"", ""AUDd6a"", ""AUDd6b"")",WT,mPFF,M,pSyn,"c(527, 600, 678, 252, 156, 243)",None,55189.72357,4.741858219
119,IM 140,"c(527, 600, 678, 252, 156, 243)",0.5,left,AUDd,"c(""AUDd1"", ""AUDd2/3"", ""AUDd4"", ""AUDd5"", ""AUDd6a"", ""AUDd6b"")",WT,mPFF,M,pSyn,"c(527, 600, 678, 252, 156, 243)",None,46770.09157,4.66996822
120,IM 133,"c(735, 251, 816, 847, 954, 1005)",0.5,left,AUDp,"c(""AUDp1"", ""AUDp2/3"", ""AUDp4"", ""AUDp5"", ""AUDp6a"", ""AUDp6b"")",WT,mPFF,F,pSyn,"c(735, 251, 816, 847, 954, 1005)",None,86995.60519,4.939497314
121,IM 134,"c(735, 251, 816, 847, 954, 1005)",0.5,left,AUDp,"c(""AUDp1"", ""AUDp2/3"", ""AUDp4"", ""AUDp5"", ""AUDp6a"", ""AUDp6b"")",WT,mPFF,F,pSyn,"c(735, 251, 816, 847, 954, 1005)",None,70334.69119,4.847169585
122,IM 135,"c(735, 251, 816, 847, 954, 1005)",0.5,left,AUDp,"c(""AUDp1"", ""AUDp2/3"", ""AUDp4"", ""AUDp5"", ""AUDp6a"", ""AUDp6b"")",WT,mPFF,F,pSyn,"c(735, 251, 816, 847, 954, 1005)",None,61010.1991,4.785402442
123,IM 136,"c(735, 251, 816, 847, 954, 1005)",0.5,left,AUDp,"c(""AUDp1"", ""AUDp2/3"", ""AUDp4"", ""AUDp5"", ""AUDp6a"", ""AUDp6b"")",WT,mPFF,F,pSyn,"c(735, 251, 816, 847, 954, 1005)",None,83395.48137,4.92114252
124,IM 137,"c(735, 251, 816, 847, 954, 1005)",0.5,left,AUDp,"c(""AUDp1"", ""AUDp2/3"", ""AUDp4"", ""AUDp5"", ""AUDp6a"", ""AUDp6b"")",WT,mPFF,M,pSyn,"c(735, 251, 816, 847, 954, 1005)",None,56516.58815,4.752175936
125,IM 138,"c(735, 251, 816, 847, 954, 1005)",0.5,left,AUDp,"c(""AUDp1"", ""AUDp2/3"", ""AUDp4"", ""AUDp5"", ""AUDp6a"", ""AUDp6b"")",WT,mPFF,M,pSyn,"c(735, 251, 816, 847, 954, 1005)",None,70852.28944,4.850353888
126,IM 139,"c(735, 251, 816, 847, 954, 1005)",0.5,left,AUDp,"c(""AUDp1"", ""AUDp2/3"", ""AUDp4"", ""AUDp5"", ""AUDp6a"", ""AUDp6b"")",WT,mPFF,M,pSyn,"c(735, 251, 816, 847, 954, 1005)",None,82603.72894,4.916999653
127,IM 140,"c(735, 251, 816, 847, 954, 1005)",0.5,left,AUDp,"c(""AUDp1"", ""AUDp2/3"", ""AUDp4"", ""AUDp5"", ""AUDp6a"", ""AUDp6b"")",WT,mPFF,M,pSyn,"c(735, 251, 816, 847, 954, 1005)",None,56941.31871,4.755427521
128,IM 133,"c(696, 643, 759, 791, 249, 456)",0.5,left,AUDpo,"c(""AUDpo1"", ""AUDpo2/3"", ""AUDpo4"", ""AUDpo5"", ""AUDpo6a"", ""AUDpo6b"")",WT,mPFF,F,pSyn,"c(696, 643, 759, 791, 249, 456)",None,38454.08852,4.584942522
129,IM 134,"c(696, 643, 759, 791, 249, 456)",0.5,left,AUDpo,"c(""AUDpo1"", ""AUDpo2/3"", ""AUDpo4"", ""AUDpo5"", ""AUDpo6a"", ""AUDpo6b"")",WT,mPFF,F,pSyn,"c(696, 643, 759, 791, 249, 456)",None,41245.55573,4.61537716
130,IM 135,"c(696, 643, 759, 791, 249, 456)",0.5,left,AUDpo,"c(""AUDpo1"", ""AUDpo2/3"", ""AUDpo4"", ""AUDpo5"", ""AUDpo6a"", ""AUDpo6b"")",WT,mPFF,F,pSyn,"c(696, 643, 759, 791, 249, 456)",None,29273.40623,4.46647326
131,IM 136,"c(696, 643, 759, 791, 249, 456)",0.5,left,AUDpo,"c(""AUDpo1"", ""AUDpo2/3"", ""AUDpo4"", ""AUDpo5"", ""AUDpo6a"", ""AUDpo6b"")",WT,mPFF,F,pSyn,"c(696, 643, 759, 791, 249, 456)",None,32978.48853,4.518230747
132,IM 137,"c(696, 643, 759, 791, 249, 456)",0.5,left,AUDpo,"c(""AUDpo1"", ""AUDpo2/3"", ""AUDpo4"", ""AUDpo5"", ""AUDpo6a"", ""AUDpo6b"")",WT,mPFF,M,pSyn,"c(696, 643, 759, 791, 249, 456)",None,30246.80692,4.480679534
133,IM 138,"c(696, 643, 759, 791, 249, 456)",0.5,left,AUDpo,"c(""AUDpo1"", ""AUDpo2/3"", ""AUDpo4"", ""AUDpo5"", ""AUDpo6a"", ""AUDpo6b"")",WT,mPFF,M,pSyn,"c(696, 643, 759, 791, 249, 456)",None,33722.70006,4.52792234
134,IM 139,"c(696, 643, 759, 791, 249, 456)",0.5,left,AUDpo,"c(""AUDpo1"", ""AUDpo2/3"", ""AUDpo4"", ""AUDpo5"", ""AUDpo6a"", ""AUDpo6b"")",WT,mPFF,M,pSyn,"c(696, 643, 759, 791, 249, 456)",None,38089.41008,4.580804247
135,IM 140,"c(696, 643, 759, 791, 249, 456)",0.5,left,AUDpo,"c(""AUDpo1"", ""AUDpo2/3"", ""AUDpo4"", ""AUDpo5"", ""AUDpo6a"", ""AUDpo6b"")",WT,mPFF,M,pSyn,"c(696, 643, 759, 791, 249, 456)",None,37562.00725,4.574748792
136,IM 133,"c(959, 755, 990, 1023, 520, 598)",0.5,left,AUDv,"c(""AUDv1"", ""AUDv2/3"", ""AUDv4"", ""AUDv5"", ""AUDv6a"", ""AUDv6b"")",WT,mPFF,F,pSyn,"c(959, 755, 990, 1023, 520, 598)",None,55190.07331,4.741860971
137,IM 134,"c(959, 755, 990, 1023, 520, 598)",0.5,left,AUDv,"c(""AUDv1"", ""AUDv2/3"", ""AUDv4"", ""AUDv5"", ""AUDv6a"", ""AUDv6b"")",WT,mPFF,F,pSyn,"c(959, 755, 990, 1023, 520, 598)",None,60419.55556,4.781177526
138,IM 135,"c(959, 755, 990, 1023, 520, 598)",0.5,left,AUDv,"c(""AUDv1"", ""AUDv2/3"", ""AUDv4"", ""AUDv5"", ""AUDv6a"", ""AUDv6b"")",WT,mPFF,F,pSyn,"c(959, 755, 990, 1023, 520, 598)",None,38634.05364,4.586970279
139,IM 136,"c(959, 755, 990, 1023, 520, 598)",0.5,left,AUDv,"c(""AUDv1"", ""AUDv2/3"", ""AUDv4"", ""AUDv5"", ""AUDv6a"", ""AUDv6b"")",WT,mPFF,F,pSyn,"c(959, 755, 990, 1023, 520, 598)",None,47505.28479,4.676741926
140,IM 137,"c(959, 755, 990, 1023, 520, 598)",0.5,left,AUDv,"c(""AUDv1"", ""AUDv2/3"", ""AUDv4"", ""AUDv5"", ""AUDv6a"", ""AUDv6b"")",WT,mPFF,M,pSyn,"c(959, 755, 990, 1023, 520, 598)",None,48864.78168,4.688995963
141,IM 138,"c(959, 755, 990, 1023, 520, 598)",0.5,left,AUDv,"c(""AUDv1"", ""AUDv2/3"", ""AUDv4"", ""AUDv5"", ""AUDv6a"", ""AUDv6b"")",WT,mPFF,M,pSyn,"c(959, 755, 990, 1023, 520, 598)",None,63050.51946,4.799688669
142,IM 139,"c(959, 755, 990, 1023, 520, 598)",0.5,left,AUDv,"c(""AUDv1"", ""AUDv2/3"", ""AUDv4"", ""AUDv5"", ""AUDv6a"", ""AUDv6b"")",WT,mPFF,M,pSyn,"c(959, 755, 990, 1023, 520, 598)",None,46709.51222,4.669405332
143,IM 140,"c(959, 755, 990, 1023, 520, 598)",0.5,left,AUDv,"c(""AUDv1"", ""AUDv2/3"", ""AUDv4"", ""AUDv5"", ""AUDv6a"", ""AUDv6b"")",WT,mPFF,M,pSyn,"c(959, 755, 990, 1023, 520, 598)",None,45889.70222,4.66171524
144,IM 133,482,0.5,left,bic,bic,WT,mPFF,F,pSyn,482,None,65216.37173,4.814356634
145,IM 134,482,0.5,left,bic,bic,WT,mPFF,F,pSyn,482,None,61919.36936,4.791826525
