,mouse,Region ID,mpi,side,parent,daughter,genotype,treatment,sex,marker,forRemove,batch,Region Area,Logged Region Area
20,IM330,"c(120, 163, 344, 314, 355)",0.1,left,AIp,"c(""AIp1"", ""AIp2/3"", ""AIp5"", ""AIp6a"", ""AIp6b"")",WT,mPFF,M,pSyn,"c(120, 163, 344, 314, 355)",None,63387.07977,4.802000744
21,IM333,"c(120, 163, 344, 314, 355)",0.1,left,AIp,"c(""AIp1"", ""AIp2/3"", ""AIp5"", ""AIp6a"", ""AIp6b"")",WT,mPFF,F,pSyn,"c(120, 163, 344, 314, 355)",None,69550.50191,4.842300269
22,IM337,"c(120, 163, 344, 314, 355)",0.1,left,AIp,"c(""AIp1"", ""AIp2/3"", ""AIp5"", ""AIp6a"", ""AIp6b"")",WT,mPFF,M,pSyn,"c(120, 163, 344, 314, 355)",None,59883.19564,4.777304968
23,IM340,"c(120, 163, 344, 314, 355)",0.1,left,AIp,"c(""AIp1"", ""AIp2/3"", ""AIp5"", ""AIp6a"", ""AIp6b"")",WT,mPFF,F,pSyn,"c(120, 163, 344, 314, 355)",None,59757.53029,4.77639264
24,IM330,"c(704, 694, 800, 675)",0.1,left,AIv,"c(""AIv1"", ""AIv2/3"", ""AIv5"", ""AIv6a"")",WT,mPFF,M,pSyn,"c(704, 694, 800, 675)",None,59031.2787,4.771082191
25,IM333,"c(704, 694, 800, 675)",0.1,left,AIv,"c(""AIv1"", ""AIv2/3"", ""AIv5"", ""AIv6a"")",WT,mPFF,F,pSyn,"c(704, 694, 800, 675)",None,50895.95698,4.706683285
26,IM337,"c(704, 694, 800, 675)",0.1,left,AIv,"c(""AIv1"", ""AIv2/3"", ""AIv5"", ""AIv6a"")",WT,mPFF,M,pSyn,"c(704, 694, 800, 675)",None,53390.92563,4.72746745
27,IM340,"c(704, 694, 800, 675)",0.1,left,AIv,"c(""AIv1"", ""AIv2/3"", ""AIv5"", ""AIv6a"")",WT,mPFF,F,pSyn,"c(704, 694, 800, 675)",None,64185.71565,4.807438388
28,IM330,466,0.1,left,alv,alv,WT,mPFF,M,pSyn,466,None,93541.35245,4.971003645
29,IM333,466,0.1,left,alv,alv,WT,mPFF,F,pSyn,466,None,104031.6635,5.017165543
30,IM337,466,0.1,left,alv,alv,WT,mPFF,M,pSyn,466,None,110230.6732,5.04230246
31,IM340,466,0.1,left,alv,alv,WT,mPFF,F,pSyn,466,None,120419.7149,5.080697595
32,IM330,884,0.1,left,amc,amc,WT,mPFF,M,pSyn,884,None,31646.39555,4.500324252
33,IM333,884,0.1,left,amc,amc,WT,mPFF,F,pSyn,884,None,27563.52624,4.440334777
34,IM337,884,0.1,left,amc,amc,WT,mPFF,M,pSyn,884,None,29747.94257,4.473456934
35,IM340,884,0.1,left,amc,amc,WT,mPFF,F,pSyn,884,None,30427.9089,4.483272107
36,IM330,159,0.1,left,AON,AON,WT,mPFF,M,pSyn,159,None,1375258.586,6.138384365
37,IM333,159,0.1,left,AON,AON,WT,mPFF,F,pSyn,159,None,947624.7497,5.976636395
38,IM337,159,0.1,left,AON,AON,WT,mPFF,M,pSyn,159,None,1257474.965,6.099499347
39,IM340,159,0.1,left,AON,AON,WT,mPFF,F,pSyn,159,None,958287.0929,5.981495639
40,IM333,215,0.1,left,APN,APN,WT,mPFF,F,pSyn,215,None,314565.4964,5.497711085
41,IM337,215,0.1,left,APN,APN,WT,mPFF,M,pSyn,215,None,605096.1308,5.781824376
42,IM340,215,0.1,left,APN,APN,WT,mPFF,F,pSyn,215,None,447676.1636,5.650963971
43,IM330,484682508,0.1,left,APr,APr,WT,mPFF,M,pSyn,484682508,None,226645.3287,5.355346772
44,IM333,484682508,0.1,left,APr,APr,WT,mPFF,F,pSyn,484682508,None,140529.8296,5.14776852
45,IM337,484682508,0.1,left,APr,APr,WT,mPFF,M,pSyn,484682508,None,91091.75123,4.959479051
46,IM340,484682508,0.1,left,APr,APr,WT,mPFF,F,pSyn,484682508,None,91908.71207,4.96335668
47,IM330,484682524,0.1,left,ar,ar,WT,mPFF,M,pSyn,484682524,None,79374.75813,4.899682415
48,IM333,484682524,0.1,left,ar,ar,WT,mPFF,F,pSyn,484682524,None,63677.16754,4.803983737
49,IM337,484682524,0.1,left,ar,ar,WT,mPFF,M,pSyn,484682524,None,36419.95593,4.561339416
50,IM340,484682524,0.1,left,ar,ar,WT,mPFF,F,pSyn,484682524,None,36390.84739,4.560992169
51,IM330,223,0.1,left,ARH,ARH,WT,mPFF,M,pSyn,223,None,84572.4703,4.927229016
52,IM333,223,0.1,left,ARH,ARH,WT,mPFF,F,pSyn,223,None,76874.53279,4.885782489
53,IM337,223,0.1,left,ARH,ARH,WT,mPFF,M,pSyn,223,None,90573.06882,4.956999083
54,IM340,223,0.1,left,ARH,ARH,WT,mPFF,F,pSyn,223,None,80648.23823,4.906594885
55,IM330,231,0.1,left,AT,AT,WT,mPFF,M,pSyn,231,None,14426.22194,4.159152609
56,IM333,231,0.1,left,AT,AT,WT,mPFF,F,pSyn,231,None,59490.66328,4.774448811
57,IM337,231,0.1,left,AT,AT,WT,mPFF,M,pSyn,231,None,18130.58123,4.258411727
58,IM340,231,0.1,left,AT,AT,WT,mPFF,F,pSyn,231,None,3392.092587,3.530467699
59,IM330,"c(527, 600, 678, 252, 156, 243)",0.1,left,AUDd,"c(""AUDd1"", ""AUDd2/3"", ""AUDd4"", ""AUDd5"", ""AUDd6a"", ""AUDd6b"")",WT,mPFF,M,pSyn,"c(527, 600, 678, 252, 156, 243)",None,64180.61561,4.807403879
60,IM333,"c(527, 600, 678, 252, 156, 243)",0.1,left,AUDd,"c(""AUDd1"", ""AUDd2/3"", ""AUDd4"", ""AUDd5"", ""AUDd6a"", ""AUDd6b"")",WT,mPFF,F,pSyn,"c(527, 600, 678, 252, 156, 243)",None,44614.69918,4.649477969
61,IM337,"c(527, 600, 678, 252, 156, 243)",0.1,left,AUDd,"c(""AUDd1"", ""AUDd2/3"", ""AUDd4"", ""AUDd5"", ""AUDd6a"", ""AUDd6b"")",WT,mPFF,M,pSyn,"c(527, 600, 678, 252, 156, 243)",None,61456.70948,4.788569304
62,IM340,"c(527, 600, 678, 252, 156, 243)",0.1,left,AUDd,"c(""AUDd1"", ""AUDd2/3"", ""AUDd4"", ""AUDd5"", ""AUDd6a"", ""AUDd6b"")",WT,mPFF,F,pSyn,"c(527, 600, 678, 252, 156, 243)",None,59151.53824,4.771966043
63,IM330,735,0.1,left,AUDp,AUDp1,WT,mPFF,M,pSyn,735,None,6872.269123,3.837100159
64,IM333,"c(735, 251, 816, 847, 954, 1005)",0.1,left,AUDp,"c(""AUDp1"", ""AUDp2/3"", ""AUDp4"", ""AUDp5"", ""AUDp6a"", ""AUDp6b"")",WT,mPFF,F,pSyn,"c(735, 251, 816, 847, 954, 1005)",None,87798.44755,4.943486837
65,IM337,"c(735, 251, 816, 847, 954, 1005)",0.1,left,AUDp,"c(""AUDp1"", ""AUDp2/3"", ""AUDp4"", ""AUDp5"", ""AUDp6a"", ""AUDp6b"")",WT,mPFF,M,pSyn,"c(735, 251, 816, 847, 954, 1005)",None,76943.87489,4.886174054
66,IM340,"c(735, 251, 816, 847, 954, 1005)",0.1,left,AUDp,"c(""AUDp1"", ""AUDp2/3"", ""AUDp4"", ""AUDp5"", ""AUDp6a"", ""AUDp6b"")",WT,mPFF,F,pSyn,"c(735, 251, 816, 847, 954, 1005)",None,101139.7893,5.004922045
67,IM333,"c(696, 643, 759, 791, 249, 456)",0.1,left,AUDpo,"c(""AUDpo1"", ""AUDpo2/3"", ""AUDpo4"", ""AUDpo5"", ""AUDpo6a"", ""AUDpo6b"")",WT,mPFF,F,pSyn,"c(696, 643, 759, 791, 249, 456)",None,37088.29128,4.569236825
68,IM337,"c(696, 643, 759, 791, 249, 456)",0.1,left,AUDpo,"c(""AUDpo1"", ""AUDpo2/3"", ""AUDpo4"", ""AUDpo5"", ""AUDpo6a"", ""AUDpo6b"")",WT,mPFF,M,pSyn,"c(696, 643, 759, 791, 249, 456)",None,43272.05957,4.636207566
69,IM340,"c(696, 643, 759, 791, 249, 456)",0.1,left,AUDpo,"c(""AUDpo1"", ""AUDpo2/3"", ""AUDpo4"", ""AUDpo5"", ""AUDpo6a"", ""AUDpo6b"")",WT,mPFF,F,pSyn,"c(696, 643, 759, 791, 249, 456)",None,46683.66486,4.669164943
70,IM330,"c(959, 755, 990, 1023, 520, 598)",0.1,left,AUDv,"c(""AUDv1"", ""AUDv2/3"", ""AUDv4"", ""AUDv5"", ""AUDv6a"", ""AUDv6b"")",WT,mPFF,M,pSyn,"c(959, 755, 990, 1023, 520, 598)",None,79855.75068,4.902306197
71,IM333,"c(959, 755, 990, 1023, 520, 598)",0.1,left,AUDv,"c(""AUDv1"", ""AUDv2/3"", ""AUDv4"", ""AUDv5"", ""AUDv6a"", ""AUDv6b"")",WT,mPFF,F,pSyn,"c(959, 755, 990, 1023, 520, 598)",None,53622.7678,4.729349227
72,IM337,"c(959, 755, 990, 1023, 520, 598)",0.1,left,AUDv,"c(""AUDv1"", ""AUDv2/3"", ""AUDv4"", ""AUDv5"", ""AUDv6a"", ""AUDv6b"")",WT,mPFF,M,pSyn,"c(959, 755, 990, 1023, 520, 598)",None,49784.95677,4.697098134
73,IM340,"c(959, 755, 990, 1023, 520, 598)",0.1,left,AUDv,"c(""AUDv1"", ""AUDv2/3"", ""AUDv4"", ""AUDv5"", ""AUDv6a"", ""AUDv6b"")",WT,mPFF,F,pSyn,"c(959, 755, 990, 1023, 520, 598)",None,46860.17993,4.670803952
74,IM330,292,0.1,left,BA,BA,WT,mPFF,M,pSyn,292,None,30258.99519,4.480854502
75,IM333,292,0.1,left,BA,BA,WT,mPFF,F,pSyn,292,None,6157.919506,3.789434008
76,IM330,482,0.1,left,bic,bic,WT,mPFF,M,pSyn,482,None,72626.06636,4.861092522
77,IM333,482,0.1,left,bic,bic,WT,mPFF,F,pSyn,482,None,69886.8821,4.844395666
78,IM337,482,0.1,left,bic,bic,WT,mPFF,M,pSyn,482,None,69446.96606,4.841653277
79,IM340,482,0.1,left,bic,bic,WT,mPFF,F,pSyn,482,None,109146.5297,5.038009932
80,IM330,"c(303, 311, 451)",0.1,left,BLA,"c(""BLAa"", ""BLAp"", ""BLAv"")",WT,mPFF,M,pSyn,"c(303, 311, 451)",None,143525.4272,5.156928848
81,IM333,"c(303, 311, 451)",0.1,left,BLA,"c(""BLAa"", ""BLAp"", ""BLAv"")",WT,mPFF,F,pSyn,"c(303, 311, 451)",None,131562.3868,5.119131744
82,IM337,"c(303, 451, 311)",0.1,left,BLA,"c(""BLAa"", ""BLAv"", ""BLAp"")",WT,mPFF,M,pSyn,"c(303, 451, 311)",None,132750.7295,5.123036916
83,IM340,"c(303, 451, 311)",0.1,left,BLA,"c(""BLAa"", ""BLAv"", ""BLAp"")",WT,mPFF,F,pSyn,"c(303, 451, 311)",None,136736.0767,5.135883115
84,IM330,"c(327, 334)",0.1,left,BMA,"c(""BMAa"", ""BMAp"")",WT,mPFF,M,pSyn,"c(327, 334)",None,194254.8909,5.288371962
85,IM333,"c(327, 334)",0.1,left,BMA,"c(""BMAa"", ""BMAp"")",WT,mPFF,F,pSyn,"c(327, 334)",None,150739.0841,5.178225872
86,IM337,"c(327, 334)",0.1,left,BMA,"c(""BMAa"", ""BMAp"")",WT,mPFF,M,pSyn,"c(327, 334)",None,136780.0849,5.136022869
87,IM340,"c(327, 334)",0.1,left,BMA,"c(""BMAa"", ""BMAp"")",WT,mPFF,F,pSyn,"c(327, 334)",None,145418.0324,5.162618264
88,IM333,916,0.1,left,bsc,bsc,WT,mPFF,F,pSyn,916,None,68590.60524,4.836264635
89,IM337,916,0.1,left,bsc,bsc,WT,mPFF,M,pSyn,916,None,48370.07564,4.684576767
90,IM340,916,0.1,left,bsc,bsc,WT,mPFF,F,pSyn,916,None,46460.88075,4.667087438
91,IM330,382,0.1,left,CA1,CA1,WT,mPFF,M,pSyn,382,None,632012.8225,5.80072589
92,IM333,382,0.1,left,CA1,CA1,WT,mPFF,F,pSyn,382,None,967609.7952,5.985700256
93,IM337,382,0.1,left,CA1,CA1,WT,mPFF,M,pSyn,382,None,1268334.332,6.103233749
94,IM340,382,0.1,left,CA1,CA1,WT,mPFF,F,pSyn,382,None,1422706.229,6.153115233
95,IM330,423,0.1,left,CA2,CA2,WT,mPFF,M,pSyn,423,None,38652.04428,4.587172469
96,IM333,423,0.1,left,CA2,CA2,WT,mPFF,F,pSyn,423,None,49387.03424,4.693612947
97,IM337,423,0.1,left,CA2,CA2,WT,mPFF,M,pSyn,423,None,67913.39592,4.831955447
98,IM340,423,0.1,left,CA2,CA2,WT,mPFF,F,pSyn,423,None,79420.8336,4.899934441
99,IM330,463,0.1,left,CA3,CA3,WT,mPFF,M,pSyn,463,None,383096.9352,5.583308678
100,IM333,463,0.1,left,CA3,CA3,WT,mPFF,F,pSyn,463,None,553780.3693,5.743337557
101,IM337,463,0.1,left,CA3,CA3,WT,mPFF,M,pSyn,463,None,788881.2202,5.897011618
102,IM340,463,0.1,left,CA3,CA3,WT,mPFF,F,pSyn,463,None,884111.2972,5.94650694
103,IM330,512,0.1,left,CB,CB,WT,mPFF,M,pSyn,512,None,46197.74248,4.664620754
104,IM333,512,0.1,left,CB,CB,WT,mPFF,F,pSyn,512,None,26348.31794,4.420752896
105,IM337,512,0.1,left,CB,CB,WT,mPFF,M,pSyn,512,None,22026.76099,4.34295064
106,IM340,512,0.1,left,CB,CB,WT,mPFF,F,pSyn,512,None,67728.56665,4.830771885
107,IM330,"c(964, 484682516, 986)",0.1,left,cc,"c(""ee"", ""ccb"", ""ccs"")",WT,mPFF,M,pSyn,"c(964, 484682516, 986)",None,184432.5308,5.265837526
108,IM333,"c(484682516, 964, 986, 971)",0.1,left,cc,"c(""ccb"", ""ee"", ""ccs"", ""fp"")",WT,mPFF,F,pSyn,"c(484682516, 964, 986, 971)",None,168591.6691,5.22683611
109,IM337,"c(484682516, 964, 986, 971)",0.1,left,cc,"c(""ccb"", ""ee"", ""ccs"", ""fp"")",WT,mPFF,M,pSyn,"c(484682516, 964, 986, 971)",None,186704.3696,5.271154482
110,IM340,"c(484682516, 964, 971, 986)",0.1,left,cc,"c(""ccb"", ""ee"", ""fp"", ""ccs"")",WT,mPFF,F,pSyn,"c(484682516, 964, 971, 986)",None,185443.7158,5.268212121
111,IM330,1108,0.1,left,ccg,ccg,WT,mPFF,M,pSyn,1108,None,617585.7443,5.790697263
112,IM333,1108,0.1,left,ccg,ccg,WT,mPFF,F,pSyn,1108,None,596612.8353,5.775692592
113,IM337,1108,0.1,left,ccg,ccg,WT,mPFF,M,pSyn,1108,None,425079.0022,5.628469653
114,IM340,1108,0.1,left,ccg,ccg,WT,mPFF,F,pSyn,1108,None,506547.8907,5.704620511
115,IM330,"c(544, 551, 559)",0.1,left,CEA,"c(""CEAc"", ""CEAl"", ""CEAm"")",WT,mPFF,M,pSyn,"c(544, 551, 559)",None,88929.55396,4.949046114
116,IM333,"c(544, 551, 559)",0.1,left,CEA,"c(""CEAc"", ""CEAl"", ""CEAm"")",WT,mPFF,F,pSyn,"c(544, 551, 559)",None,80069.8408,4.903468965
117,IM337,"c(544, 551, 559)",0.1,left,CEA,"c(""CEAc"", ""CEAl"", ""CEAm"")",WT,mPFF,M,pSyn,"c(544, 551, 559)",None,78691.35629,4.895927031
118,IM340,"c(544, 551, 559)",0.1,left,CEA,"c(""CEAc"", ""CEAl"", ""CEAm"")",WT,mPFF,F,pSyn,"c(544, 551, 559)",None,96951.63322,4.98655513
119,IM330,940,0.1,left,cing,cing,WT,mPFF,M,pSyn,940,None,80273.42866,4.904571813
120,IM333,940,0.1,left,cing,cing,WT,mPFF,F,pSyn,940,None,86734.64794,4.93819262
121,IM337,940,0.1,left,cing,cing,WT,mPFF,M,pSyn,940,None,74286.22144,4.870908269
122,IM340,940,0.1,left,cing,cing,WT,mPFF,F,pSyn,940,None,79265.96582,4.899086756
123,IM330,575,0.1,left,CL,CL,WT,mPFF,M,pSyn,575,None,115105.7322,5.061096952
124,IM333,575,0.1,left,CL,CL,WT,mPFF,F,pSyn,575,None,110414.1531,5.043024746
125,IM337,575,0.1,left,CL,CL,WT,mPFF,M,pSyn,575,None,125585.3041,5.098938821
126,IM340,575,0.1,left,CL,CL,WT,mPFF,F,pSyn,575,None,115751.1591,5.063525349
127,IM330,583,0.1,left,CLA,CLA,WT,mPFF,M,pSyn,583,None,53450.79001,4.727954129
128,IM333,583,0.1,left,CLA,CLA,WT,mPFF,F,pSyn,583,None,74049.32084,4.86952108
129,IM337,583,0.1,left,CLA,CLA,WT,mPFF,M,pSyn,583,None,57467.5905,4.759422988
130,IM340,583,0.1,left,CLA,CLA,WT,mPFF,F,pSyn,583,None,71468.13745,4.854112464
131,IM337,591,0.1,left,CLI,CLI,WT,mPFF,M,pSyn,591,None,7069.442331,3.849385157
132,IM340,591,0.1,left,CLI,CLI,WT,mPFF,F,pSyn,591,None,43766.5317,4.641142132
133,IM330,599,0.1,left,CM,CM,WT,mPFF,M,pSyn,599,None,62830.15958,4.798168163
134,IM333,599,0.1,left,CM,CM,WT,mPFF,F,pSyn,599,None,68042.48297,4.832780153
135,IM337,599,0.1,left,CM,CM,WT,mPFF,M,pSyn,599,None,59736.41228,4.776239136
136,IM340,599,0.1,left,CM,CM,WT,mPFF,F,pSyn,599,None,69023.23106,4.838995285
137,IM330,639,0.1,left,COA,COAa,WT,mPFF,M,pSyn,639,None,209759.8238,5.32172231
138,IM333,639,0.1,left,COA,COAa,WT,mPFF,F,pSyn,639,None,200609.9165,5.302352397
139,IM337,639,0.1,left,COA,COAa,WT,mPFF,M,pSyn,639,None,162872.9618,5.211848994
140,IM340,639,0.1,left,COA,COAa,WT,mPFF,F,pSyn,639,None,136533.4509,5.135239067
141,IM330,"c(655, 663)",0.1,left,COAp,"c(""COApl"", ""COApm"")",WT,mPFF,M,pSyn,"c(655, 663)",None,163444.5716,5.213370501
142,IM333,"c(655, 663)",0.1,left,COAp,"c(""COApl"", ""COApm"")",WT,mPFF,F,pSyn,"c(655, 663)",None,196006.8601,5.292271272
143,IM337,"c(655, 663)",0.1,left,COAp,"c(""COApl"", ""COApm"")",WT,mPFF,M,pSyn,"c(655, 663)",None,255735.4567,5.407790945
144,IM340,"c(655, 663)",0.1,left,COAp,"c(""COApl"", ""COApm"")",WT,mPFF,F,pSyn,"c(655, 663)",None,200495.6617,5.30210498
145,IM330,672,0.1,left,CP,CP,WT,mPFF,M,pSyn,672,None,1531417.529,6.185093614
146,IM333,672,0.1,left,CP,CP,WT,mPFF,F,pSyn,672,None,1540195.462,6.18757584
147,IM337,672,0.1,left,CP,CP,WT,mPFF,M,pSyn,672,None,1510920.866,6.179241719
148,IM340,672,0.1,left,CP,CP,WT,mPFF,F,pSyn,672,None,1597831.927,6.203531095
149,IM333,924,0.1,left,cpd,cpd,WT,mPFF,F,pSyn,924,None,233441.8894,5.36817879
150,IM337,924,0.1,left,cpd,cpd,WT,mPFF,M,pSyn,924,None,214841.4551,5.332118085
151,IM340,924,0.1,left,cpd,cpd,WT,mPFF,F,pSyn,924,None,232076.5754,5.365631307
152,IM330,679,0.1,left,CS,CS,WT,mPFF,M,pSyn,679,None,259558.3723,5.414235042
153,IM333,679,0.1,left,CS,CS,WT,mPFF,F,pSyn,679,None,261730.7481,5.417854746
154,IM337,679,0.1,left,CS,CS,WT,mPFF,M,pSyn,679,None,253036.3248,5.403182871
155,IM340,679,0.1,left,CS,CS,WT,mPFF,F,pSyn,679,None,237254.6115,5.375214663
156,IM330,784,0.1,left,cst,cst,WT,mPFF,M,pSyn,784,None,40593.9988,4.608461835
157,IM333,784,0.1,left,cst,cst,WT,mPFF,F,pSyn,784,None,37787.26689,4.577345481
158,IM337,784,0.1,left,cst,cst,WT,mPFF,M,pSyn,784,None,31704.94774,4.501127042
159,IM340,784,0.1,left,cst,cst,WT,mPFF,F,pSyn,784,None,39995.40345,4.602010082
160,IM330,703,0.1,left,CTXsp,CTXsp,WT,mPFF,M,pSyn,703,None,17312.004,4.238347344
161,IM333,703,0.1,left,CTXsp,CTXsp,WT,mPFF,F,pSyn,703,None,16836.39682,4.226249153
162,IM337,703,0.1,left,CTXsp,CTXsp,WT,mPFF,M,pSyn,703,None,21910.61263,4.340654521
163,IM340,703,0.1,left,CTXsp,CTXsp,WT,mPFF,F,pSyn,703,None,20582.90879,4.31350675
164,IM330,616,0.1,left,CUN,CUN,WT,mPFF,M,pSyn,616,None,188497.6869,5.275306025
165,IM330,"c(10703, 10704, 632)",0.1,left,DG,"c(""DG-mo"", ""DG-po"", ""DG-sg"")",WT,mPFF,M,pSyn,"c(10703, 10704, 632)",None,151731.8013,5.181076614
166,IM333,"c(10703, 10704, 632)",0.1,left,DG,"c(""DG-mo"", ""DG-po"", ""DG-sg"")",WT,mPFF,F,pSyn,"c(10703, 10704, 632)",None,167824.8744,5.224856331
167,IM337,"c(10703, 10704, 632)",0.1,left,DG,"c(""DG-mo"", ""DG-po"", ""DG-sg"")",WT,mPFF,M,pSyn,"c(10703, 10704, 632)",None,220041.0445,5.342503698
168,IM340,"c(10703, 10704, 632)",0.1,left,DG,"c(""DG-mo"", ""DG-po"", ""DG-sg"")",WT,mPFF,F,pSyn,"c(10703, 10704, 632)",None,215955.6658,5.334364603
169,IM330,443,0.1,left,dhc,dhc,WT,mPFF,M,pSyn,443,None,56790.7762,4.754277805
170,IM333,443,0.1,left,dhc,dhc,WT,mPFF,F,pSyn,443,None,79979.61262,4.902979296
171,IM337,443,0.1,left,dhc,dhc,WT,mPFF,M,pSyn,443,None,59180.5071,4.772178682
172,IM340,443,0.1,left,dhc,dhc,WT,mPFF,F,pSyn,443,None,77258.01735,4.887943559
173,IM330,830,0.1,left,DMH,DMH,WT,mPFF,M,pSyn,830,None,77486.55819,4.889226371
174,IM333,830,0.1,left,DMH,DMH,WT,mPFF,F,pSyn,830,None,50691.93508,4.70493887
175,IM337,830,0.1,left,DMH,DMH,WT,mPFF,M,pSyn,830,None,73281.5505,4.86499465
176,IM340,830,0.1,left,DMH,DMH,WT,mPFF,F,pSyn,830,None,74370.33456,4.871399735
177,IM330,814,0.1,left,DP,DP,WT,mPFF,M,pSyn,814,None,127122.9421,5.104223936
178,IM333,814,0.1,left,DP,DP,WT,mPFF,F,pSyn,814,None,99977.85144,4.999903799
179,IM337,814,0.1,left,DP,DP,WT,mPFF,M,pSyn,814,None,97591.62695,4.989412558
180,IM340,814,0.1,left,DP,DP,WT,mPFF,F,pSyn,814,None,152616.9324,5.18360272
181,IM330,872,0.1,left,DR,DR,WT,mPFF,M,pSyn,872,None,69401.48121,4.84136874
182,IM333,872,0.1,left,DR,DR,WT,mPFF,F,pSyn,872,None,70681.11081,4.849303366
183,IM337,872,0.1,left,DR,DR,WT,mPFF,M,pSyn,872,None,50795.37944,4.705824209
184,IM340,872,0.1,left,DR,DR,WT,mPFF,F,pSyn,872,None,38766.77243,4.588459645
185,IM333,812,0.1,left,dscp,dscp,WT,mPFF,F,pSyn,812,None,23467.50892,4.370466992
186,IM337,812,0.1,left,dscp,dscp,WT,mPFF,M,pSyn,812,None,45297.44457,4.656073702
187,IM340,812,0.1,left,dscp,dscp,WT,mPFF,F,pSyn,812,None,43054.04149,4.634013925
188,IM330,579,0.1,left,ec,ec,WT,mPFF,M,pSyn,579,None,33589.20778,4.526199761
189,IM333,579,0.1,left,ec,ec,WT,mPFF,F,pSyn,579,None,33594.44825,4.526267513
190,IM337,579,0.1,left,ec,ec,WT,mPFF,M,pSyn,579,None,39567.08583,4.597334065
191,IM340,579,0.1,left,ec,ec,WT,mPFF,F,pSyn,579,None,50581.25064,4.703989563
