,mouse,Region ID,mpi,side,parent,daughter,genotype,treatment,sex,marker,forRemove,batch,Region Area,Logged Region Area
909,IM 339,718,0.3,left,VPL,VPL,WT,mPFF,M,pSyn,718,None,150828.3062,5.178482854
910,IM 342,718,0.3,left,VPL,VPL,WT,mPFF,F,pSyn,718,None,161266.2052,5.207543367
911,IM 332,733,0.3,left,VPM,VPM,WT,mPFF,M,pSyn,733,None,414649.0451,5.61768067
912,IM 335,733,0.3,left,VPM,VPM,WT,mPFF,F,pSyn,733,None,384221.8089,5.584582012
913,IM 339,733,0.3,left,VPM,VPM,WT,mPFF,M,pSyn,733,None,384967.3793,5.585423931
914,IM 342,733,0.3,left,VPM,VPM,WT,mPFF,F,pSyn,733,None,316960.1187,5.501004621
915,IM 332,749,0.3,left,VTA,VTA,WT,mPFF,M,pSyn,749,None,245292.8097,5.389684818
916,IM 335,749,0.3,left,VTA,VTA,WT,mPFF,F,pSyn,749,None,269024.7179,5.429792185
917,IM 339,749,0.3,left,VTA,VTA,WT,mPFF,M,pSyn,749,None,260131.42,5.415192812
918,IM 342,749,0.3,left,VTA,VTA,WT,mPFF,F,pSyn,749,None,253049.9675,5.403206286
919,IM 332,560581559,0.3,left,Xi,Xi,WT,mPFF,M,pSyn,560581559,None,15967.95118,4.203249197
920,IM 335,560581559,0.3,left,Xi,Xi,WT,mPFF,F,pSyn,560581559,None,30932.74414,4.490418449
921,IM 339,560581559,0.3,left,Xi,Xi,WT,mPFF,M,pSyn,560581559,None,30217.47686,4.480258198
922,IM 342,560581559,0.3,left,Xi,Xi,WT,mPFF,F,pSyn,560581559,None,26641.87532,4.425564792
923,IM 332,797,0.3,left,ZI,ZI,WT,mPFF,M,pSyn,797,None,277616.4151,5.443445142
924,IM 335,797,0.3,left,ZI,ZI,WT,mPFF,F,pSyn,797,None,190048.3209,5.278864037
925,IM 339,797,0.3,left,ZI,ZI,WT,mPFF,M,pSyn,797,None,290779.5009,5.463563787
926,IM 342,797,0.3,left,ZI,ZI,WT,mPFF,F,pSyn,797,None,237553.9728,5.375762298
927,IM 332,"c(935, 211, 1015, 919, 927)",0.3,right,ACAd,"c(""ACAd1"", ""ACAd2/3"", ""ACAd5"", ""ACAd6a"", ""ACAd6b"")",WT,mPFF,M,pSyn,"c(935, 211, 1015, 919, 927)",None,55653.76963,4.745494586
928,IM 335,"c(935, 211, 1015, 919, 927)",0.3,right,ACAd,"c(""ACAd1"", ""ACAd2/3"", ""ACAd5"", ""ACAd6a"", ""ACAd6b"")",WT,mPFF,F,pSyn,"c(935, 211, 1015, 919, 927)",None,68129.65238,4.833336173
929,IM 339,"c(935, 211, 1015, 919, 927)",0.3,right,ACAd,"c(""ACAd1"", ""ACAd2/3"", ""ACAd5"", ""ACAd6a"", ""ACAd6b"")",WT,mPFF,M,pSyn,"c(935, 211, 1015, 919, 927)",None,67845.6179,4.831521802
930,IM 342,"c(935, 211, 1015, 919, 927)",0.3,right,ACAd,"c(""ACAd1"", ""ACAd2/3"", ""ACAd5"", ""ACAd6a"", ""ACAd6b"")",WT,mPFF,F,pSyn,"c(935, 211, 1015, 919, 927)",None,63081.04117,4.799898853
931,IM 332,"c(588, 296, 772, 810, 819)",0.3,right,ACAv,"c(""ACAv1"", ""ACAv2/3"", ""ACAv5"", ""ACAv6a"", ""ACAv6b"")",WT,mPFF,M,pSyn,"c(588, 296, 772, 810, 819)",None,75533.99116,4.878142433
932,IM 335,"c(588, 296, 772, 810, 819)",0.3,right,ACAv,"c(""ACAv1"", ""ACAv2/3"", ""ACAv5"", ""ACAv6a"", ""ACAv6b"")",WT,mPFF,F,pSyn,"c(588, 296, 772, 810, 819)",None,74371.79008,4.871408235
933,IM 339,"c(588, 296, 772, 810, 819)",0.3,right,ACAv,"c(""ACAv1"", ""ACAv2/3"", ""ACAv5"", ""ACAv6a"", ""ACAv6b"")",WT,mPFF,M,pSyn,"c(588, 296, 772, 810, 819)",None,74187.6035,4.870331342
934,IM 342,"c(588, 296, 772, 810, 819)",0.3,right,ACAv,"c(""ACAv1"", ""ACAv2/3"", ""ACAv5"", ""ACAv6a"", ""ACAv6b"")",WT,mPFF,F,pSyn,"c(588, 296, 772, 810, 819)",None,74564.19095,4.87253031
935,IM 332,56,0.3,right,ACB,ACB,WT,mPFF,M,pSyn,56,None,1081963.014,6.034212415
936,IM 335,56,0.3,right,ACB,ACB,WT,mPFF,F,pSyn,56,None,1049723.029,6.021074725
937,IM 339,56,0.3,right,ACB,ACB,WT,mPFF,M,pSyn,56,None,1127859.497,6.052255001
938,IM 342,56,0.3,right,ACB,ACB,WT,mPFF,F,pSyn,56,None,1056524.601,6.023879614
939,IM 335,88,0.3,right,AHN,AHN,WT,mPFF,F,pSyn,88,None,57878.7681,4.762519279
940,IM 339,88,0.3,right,AHN,AHN,WT,mPFF,M,pSyn,88,None,91009.14771,4.959085047
941,IM 342,88,0.3,right,AHN,AHN,WT,mPFF,F,pSyn,88,None,117447.2131,5.069842716
942,IM 332,"c(996, 328, 1101, 783, 831)",0.3,right,AId,"c(""AId1"", ""AId2/3"", ""AId5"", ""AId6a"", ""AId6b"")",WT,mPFF,M,pSyn,"c(996, 328, 1101, 783, 831)",None,123420.0749,5.091385806
943,IM 335,"c(996, 328, 1101, 783, 831)",0.3,right,AId,"c(""AId1"", ""AId2/3"", ""AId5"", ""AId6a"", ""AId6b"")",WT,mPFF,F,pSyn,"c(996, 328, 1101, 783, 831)",None,117402.5328,5.069677466
944,IM 339,"c(996, 328, 1101, 783, 831)",0.3,right,AId,"c(""AId1"", ""AId2/3"", ""AId5"", ""AId6a"", ""AId6b"")",WT,mPFF,M,pSyn,"c(996, 328, 1101, 783, 831)",None,106899.0218,5.028973731
945,IM 342,"c(996, 328, 1101, 783, 831)",0.3,right,AId,"c(""AId1"", ""AId2/3"", ""AId5"", ""AId6a"", ""AId6b"")",WT,mPFF,F,pSyn,"c(996, 328, 1101, 783, 831)",None,120436.2457,5.080757209
946,IM 332,"c(120, 163, 344, 314, 355)",0.3,right,AIp,"c(""AIp1"", ""AIp2/3"", ""AIp5"", ""AIp6a"", ""AIp6b"")",WT,mPFF,M,pSyn,"c(120, 163, 344, 314, 355)",None,74079.30896,4.869696923
947,IM 335,"c(120, 163, 344, 314, 355)",0.3,right,AIp,"c(""AIp1"", ""AIp2/3"", ""AIp5"", ""AIp6a"", ""AIp6b"")",WT,mPFF,F,pSyn,"c(120, 163, 344, 314, 355)",None,68305.37564,4.834454884
948,IM 339,"c(120, 163, 344, 314, 355)",0.3,right,AIp,"c(""AIp1"", ""AIp2/3"", ""AIp5"", ""AIp6a"", ""AIp6b"")",WT,mPFF,M,pSyn,"c(120, 163, 344, 314, 355)",None,78059.74606,4.892427134
949,IM 342,"c(120, 163, 344, 314, 355)",0.3,right,AIp,"c(""AIp1"", ""AIp2/3"", ""AIp5"", ""AIp6a"", ""AIp6b"")",WT,mPFF,F,pSyn,"c(120, 163, 344, 314, 355)",None,72293.66112,4.859100219
950,IM 332,"c(704, 694, 800, 675)",0.3,right,AIv,"c(""AIv1"", ""AIv2/3"", ""AIv5"", ""AIv6a"")",WT,mPFF,M,pSyn,"c(704, 694, 800, 675)",None,58441.77406,4.766723391
951,IM 335,"c(704, 694, 800, 675)",0.3,right,AIv,"c(""AIv1"", ""AIv2/3"", ""AIv5"", ""AIv6a"")",WT,mPFF,F,pSyn,"c(704, 694, 800, 675)",None,56855.58371,4.754773123
952,IM 339,"c(704, 694, 800, 675)",0.3,right,AIv,"c(""AIv1"", ""AIv2/3"", ""AIv5"", ""AIv6a"")",WT,mPFF,M,pSyn,"c(704, 694, 800, 675)",None,59565.15906,4.774992306
953,IM 342,"c(704, 694, 800, 675)",0.3,right,AIv,"c(""AIv1"", ""AIv2/3"", ""AIv5"", ""AIv6a"")",WT,mPFF,F,pSyn,"c(704, 694, 800, 675)",None,59522.66225,4.774682348
954,IM 332,466,0.3,right,alv,alv,WT,mPFF,M,pSyn,466,None,108156.1759,5.034051324
955,IM 335,466,0.3,right,alv,alv,WT,mPFF,F,pSyn,466,None,104586.5058,5.019475654
956,IM 339,466,0.3,right,alv,alv,WT,mPFF,M,pSyn,466,None,118664.1588,5.074319565
957,IM 342,466,0.3,right,alv,alv,WT,mPFF,F,pSyn,466,None,122909.184,5.089584335
958,IM 332,884,0.3,right,amc,amc,WT,mPFF,M,pSyn,884,None,26970.93175,4.43089595
959,IM 335,884,0.3,right,amc,amc,WT,mPFF,F,pSyn,884,None,27741.94079,4.443136841
960,IM 339,884,0.3,right,amc,amc,WT,mPFF,M,pSyn,884,None,29518.65575,4.470096576
961,IM 342,884,0.3,right,amc,amc,WT,mPFF,F,pSyn,884,None,34948.79332,4.543432186
962,IM 332,159,0.3,right,AON,AON,WT,mPFF,M,pSyn,159,None,1203057.39,6.080286345
963,IM 335,159,0.3,right,AON,AON,WT,mPFF,F,pSyn,159,None,1308943.196,6.1169208
964,IM 339,159,0.3,right,AON,AON,WT,mPFF,M,pSyn,159,None,885603.5221,5.947239335
965,IM 342,159,0.3,right,AON,AON,WT,mPFF,F,pSyn,159,None,982367.7388,5.992274092
966,IM 332,215,0.3,right,APN,APN,WT,mPFF,M,pSyn,215,None,360582.7226,5.557004914
967,IM 335,215,0.3,right,APN,APN,WT,mPFF,F,pSyn,215,None,437557.9579,5.641035587
968,IM 339,215,0.3,right,APN,APN,WT,mPFF,M,pSyn,215,None,259557.5542,5.414233673
969,IM 342,215,0.3,right,APN,APN,WT,mPFF,F,pSyn,215,None,438494.1767,5.64196383
970,IM 332,484682508,0.3,right,APr,APr,WT,mPFF,M,pSyn,484682508,None,164044.0065,5.214960368
971,IM 335,484682508,0.3,right,APr,APr,WT,mPFF,F,pSyn,484682508,None,122391.3097,5.087750582
972,IM 339,484682508,0.3,right,APr,APr,WT,mPFF,M,pSyn,484682508,None,114966.9773,5.060573113
973,IM 342,484682508,0.3,right,APr,APr,WT,mPFF,F,pSyn,484682508,None,88224.66106,4.945589999
974,IM 332,484682524,0.3,right,ar,ar,WT,mPFF,M,pSyn,484682524,None,46943.06446,4.671571437
975,IM 335,484682524,0.3,right,ar,ar,WT,mPFF,F,pSyn,484682524,None,47413.27837,4.675899986
976,IM 339,484682524,0.3,right,ar,ar,WT,mPFF,M,pSyn,484682524,None,53633.97617,4.729439995
977,IM 342,484682524,0.3,right,ar,ar,WT,mPFF,F,pSyn,484682524,None,55199.7627,4.741937211
978,IM 332,223,0.3,right,ARH,ARH,WT,mPFF,M,pSyn,223,None,78297.46035,4.893747676
979,IM 335,223,0.3,right,ARH,ARH,WT,mPFF,F,pSyn,223,None,76714.27877,4.884876206
980,IM 339,223,0.3,right,ARH,ARH,WT,mPFF,M,pSyn,223,None,81845.00835,4.912992197
981,IM 342,223,0.3,right,ARH,ARH,WT,mPFF,F,pSyn,223,None,62430.71969,4.795398341
982,IM 332,231,0.3,right,AT,AT,WT,mPFF,M,pSyn,231,None,55685.22666,4.745739992
983,IM 335,231,0.3,right,AT,AT,WT,mPFF,F,pSyn,231,None,50877.01713,4.706521641
984,IM 339,231,0.3,right,AT,AT,WT,mPFF,M,pSyn,231,None,59040.94406,4.771153293
985,IM 342,231,0.3,right,AT,AT,WT,mPFF,F,pSyn,231,None,41831.28171,4.621501172
986,IM 332,"c(527, 600, 678, 252, 156, 243)",0.3,right,AUDd,"c(""AUDd1"", ""AUDd2/3"", ""AUDd4"", ""AUDd5"", ""AUDd6a"", ""AUDd6b"")",WT,mPFF,M,pSyn,"c(527, 600, 678, 252, 156, 243)",None,59027.11108,4.771051528
987,IM 335,"c(527, 600, 678, 252, 156, 243)",0.3,right,AUDd,"c(""AUDd1"", ""AUDd2/3"", ""AUDd4"", ""AUDd5"", ""AUDd6a"", ""AUDd6b"")",WT,mPFF,F,pSyn,"c(527, 600, 678, 252, 156, 243)",None,65442.0004,4.815856566
988,IM 339,"c(527, 600, 678, 252, 156, 243)",0.3,right,AUDd,"c(""AUDd1"", ""AUDd2/3"", ""AUDd4"", ""AUDd5"", ""AUDd6a"", ""AUDd6b"")",WT,mPFF,M,pSyn,"c(527, 600, 678, 252, 156, 243)",None,65590.70927,4.816842327
989,IM 342,"c(527, 600, 678, 252, 156, 243)",0.3,right,AUDd,"c(""AUDd1"", ""AUDd2/3"", ""AUDd4"", ""AUDd5"", ""AUDd6a"", ""AUDd6b"")",WT,mPFF,F,pSyn,"c(527, 600, 678, 252, 156, 243)",None,63000.85695,4.799346457
990,IM 332,"c(735, 251, 816, 847, 954, 1005)",0.3,right,AUDp,"c(""AUDp1"", ""AUDp2/3"", ""AUDp4"", ""AUDp5"", ""AUDp6a"", ""AUDp6b"")",WT,mPFF,M,pSyn,"c(735, 251, 816, 847, 954, 1005)",None,78986.56564,4.897553231
991,IM 335,"c(735, 251, 816, 847, 954, 1005)",0.3,right,AUDp,"c(""AUDp1"", ""AUDp2/3"", ""AUDp4"", ""AUDp5"", ""AUDp6a"", ""AUDp6b"")",WT,mPFF,F,pSyn,"c(735, 251, 816, 847, 954, 1005)",None,55012.16823,4.740458762
992,IM 339,"c(735, 251, 816, 847, 954, 1005)",0.3,right,AUDp,"c(""AUDp1"", ""AUDp2/3"", ""AUDp4"", ""AUDp5"", ""AUDp6a"", ""AUDp6b"")",WT,mPFF,M,pSyn,"c(735, 251, 816, 847, 954, 1005)",None,62090.98915,4.793028579
993,IM 342,"c(735, 251, 816, 847, 954, 1005)",0.3,right,AUDp,"c(""AUDp1"", ""AUDp2/3"", ""AUDp4"", ""AUDp5"", ""AUDp6a"", ""AUDp6b"")",WT,mPFF,F,pSyn,"c(735, 251, 816, 847, 954, 1005)",None,76466.32727,4.883470231
994,IM 332,"c(696, 643, 759, 791, 249, 456)",0.3,right,AUDpo,"c(""AUDpo1"", ""AUDpo2/3"", ""AUDpo4"", ""AUDpo5"", ""AUDpo6a"", ""AUDpo6b"")",WT,mPFF,M,pSyn,"c(696, 643, 759, 791, 249, 456)",None,41337.56049,4.616344844
995,IM 335,"c(696, 643, 759, 791, 249, 456)",0.3,right,AUDpo,"c(""AUDpo1"", ""AUDpo2/3"", ""AUDpo4"", ""AUDpo5"", ""AUDpo6a"", ""AUDpo6b"")",WT,mPFF,F,pSyn,"c(696, 643, 759, 791, 249, 456)",None,48193.9552,4.68299257
996,IM 339,"c(696, 643, 759, 791, 249, 456)",0.3,right,AUDpo,"c(""AUDpo1"", ""AUDpo2/3"", ""AUDpo4"", ""AUDpo5"", ""AUDpo6a"", ""AUDpo6b"")",WT,mPFF,M,pSyn,"c(696, 643, 759, 791, 249, 456)",None,22400.87229,4.35026493
997,IM 342,"c(696, 643, 759, 791, 249, 456)",0.3,right,AUDpo,"c(""AUDpo1"", ""AUDpo2/3"", ""AUDpo4"", ""AUDpo5"", ""AUDpo6a"", ""AUDpo6b"")",WT,mPFF,F,pSyn,"c(696, 643, 759, 791, 249, 456)",None,40433.85002,4.606745096
998,IM 332,"c(959, 755, 990, 1023, 520, 598)",0.3,right,AUDv,"c(""AUDv1"", ""AUDv2/3"", ""AUDv4"", ""AUDv5"", ""AUDv6a"", ""AUDv6b"")",WT,mPFF,M,pSyn,"c(959, 755, 990, 1023, 520, 598)",None,51273.83439,4.709895796
999,IM 335,"c(959, 755, 990, 1023, 520, 598)",0.3,right,AUDv,"c(""AUDv1"", ""AUDv2/3"", ""AUDv4"", ""AUDv5"", ""AUDv6a"", ""AUDv6b"")",WT,mPFF,F,pSyn,"c(959, 755, 990, 1023, 520, 598)",None,55538.72194,4.744595882
1000,IM 339,"c(959, 755, 990, 1023, 520, 598)",0.3,right,AUDv,"c(""AUDv1"", ""AUDv2/3"", ""AUDv4"", ""AUDv5"", ""AUDv6a"", ""AUDv6b"")",WT,mPFF,M,pSyn,"c(959, 755, 990, 1023, 520, 598)",None,52244.33157,4.718039177
1001,IM 342,"c(959, 755, 990, 1023, 520, 598)",0.3,right,AUDv,"c(""AUDv1"", ""AUDv2/3"", ""AUDv4"", ""AUDv5"", ""AUDv6a"", ""AUDv6b"")",WT,mPFF,F,pSyn,"c(959, 755, 990, 1023, 520, 598)",None,50140.16051,4.70018572
1002,IM 342,272,0.3,right,AVPV,AVPV,WT,mPFF,F,pSyn,272,None,1211.131617,3.083191345
1003,IM 339,292,0.3,right,BA,BA,WT,mPFF,M,pSyn,292,None,36483.84336,4.562100583
1004,IM 342,292,0.3,right,BA,BA,WT,mPFF,F,pSyn,292,None,38034.22063,4.580174522
1005,IM 332,482,0.3,right,bic,bic,WT,mPFF,M,pSyn,482,None,61813.57415,4.791083856
1006,IM 335,482,0.3,right,bic,bic,WT,mPFF,F,pSyn,482,None,59988.77916,4.778070024
1007,IM 339,482,0.3,right,bic,bic,WT,mPFF,M,pSyn,482,None,73761.25965,4.867828325
1008,IM 342,482,0.3,right,bic,bic,WT,mPFF,F,pSyn,482,None,71818.30774,4.856235168
1009,IM 332,"c(303, 451, 311)",0.3,right,BLA,"c(""BLAa"", ""BLAv"", ""BLAp"")",WT,mPFF,M,pSyn,"c(303, 451, 311)",None,117445.0999,5.069834902
1010,IM 335,"c(303, 451, 311)",0.3,right,BLA,"c(""BLAa"", ""BLAv"", ""BLAp"")",WT,mPFF,F,pSyn,"c(303, 451, 311)",None,123419.4874,5.091383738
1011,IM 339,"c(303, 311, 451)",0.3,right,BLA,"c(""BLAa"", ""BLAp"", ""BLAv"")",WT,mPFF,M,pSyn,"c(303, 311, 451)",None,121771.2864,5.085544894
1012,IM 342,"c(303, 311, 451)",0.3,right,BLA,"c(""BLAa"", ""BLAp"", ""BLAv"")",WT,mPFF,F,pSyn,"c(303, 311, 451)",None,117367.0256,5.069546098
1013,IM 332,"c(327, 334)",0.3,right,BMA,"c(""BMAa"", ""BMAp"")",WT,mPFF,M,pSyn,"c(327, 334)",None,167287.9864,5.223464754
1014,IM 335,"c(327, 334)",0.3,right,BMA,"c(""BMAa"", ""BMAp"")",WT,mPFF,F,pSyn,"c(327, 334)",None,195837.1087,5.291894989
1015,IM 339,"c(327, 334)",0.3,right,BMA,"c(""BMAa"", ""BMAp"")",WT,mPFF,M,pSyn,"c(327, 334)",None,151829.0133,5.18135477
1016,IM 342,"c(327, 334)",0.3,right,BMA,"c(""BMAa"", ""BMAp"")",WT,mPFF,F,pSyn,"c(327, 334)",None,147506.6145,5.168811496
1017,IM 332,916,0.3,right,bsc,bsc,WT,mPFF,M,pSyn,916,None,47420.83994,4.675969242
1018,IM 335,916,0.3,right,bsc,bsc,WT,mPFF,F,pSyn,916,None,38517.80836,4.585661568
1019,IM 339,916,0.3,right,bsc,bsc,WT,mPFF,M,pSyn,916,None,28612.94747,4.456562598
1020,IM 342,916,0.3,right,bsc,bsc,WT,mPFF,F,pSyn,916,None,45148.68046,4.654645062
1021,IM 332,382,0.3,right,CA1,CA1,WT,mPFF,M,pSyn,382,None,1100332.433,6.041523914
1022,IM 335,382,0.3,right,CA1,CA1,WT,mPFF,F,pSyn,382,None,1181890.973,6.072577416
1023,IM 339,382,0.3,right,CA1,CA1,WT,mPFF,M,pSyn,382,None,991477.7499,5.996282972
1024,IM 342,382,0.3,right,CA1,CA1,WT,mPFF,F,pSyn,382,None,1224948.677,6.088117893
1025,IM 332,423,0.3,right,CA2,CA2,WT,mPFF,M,pSyn,423,None,62908.13263,4.798706794
1026,IM 335,423,0.3,right,CA2,CA2,WT,mPFF,F,pSyn,423,None,51859.19797,4.714825796
1027,IM 339,423,0.3,right,CA2,CA2,WT,mPFF,M,pSyn,423,None,71008.33764,4.851309346
1028,IM 342,423,0.3,right,CA2,CA2,WT,mPFF,F,pSyn,423,None,59844.75771,4.777026113
1029,IM 332,463,0.3,right,CA3,CA3,WT,mPFF,M,pSyn,463,None,705420.3642,5.848447993
1030,IM 335,463,0.3,right,CA3,CA3,WT,mPFF,F,pSyn,463,None,675895.8506,5.82987978
1031,IM 339,463,0.3,right,CA3,CA3,WT,mPFF,M,pSyn,463,None,761164.079,5.881478285
1032,IM 342,463,0.3,right,CA3,CA3,WT,mPFF,F,pSyn,463,None,701611.3805,5.846096625
1033,IM 332,512,0.3,right,CB,CB,WT,mPFF,M,pSyn,512,None,26436.16821,4.422198507
1034,IM 335,512,0.3,right,CB,CB,WT,mPFF,F,pSyn,512,None,17657.41969,4.24692724
1035,IM 339,512,0.3,right,CB,CB,WT,mPFF,M,pSyn,512,None,35042.1491,4.544590733
1036,IM 342,512,0.3,right,CB,CB,WT,mPFF,F,pSyn,512,None,27481.14657,4.439034849
1037,IM 332,"c(964, 484682516, 986, 971)",0.3,right,cc,"c(""ee"", ""ccb"", ""ccs"", ""fp"")",WT,mPFF,M,pSyn,"c(964, 484682516, 986, 971)",None,193739.9414,5.287219164
1038,IM 335,"c(484682516, 964, 986, 971)",0.3,right,cc,"c(""ccb"", ""ee"", ""ccs"", ""fp"")",WT,mPFF,F,pSyn,"c(484682516, 964, 986, 971)",None,180043.1493,5.255376601
1039,IM 339,"c(484682516, 964, 986, 971)",0.3,right,cc,"c(""ccb"", ""ee"", ""ccs"", ""fp"")",WT,mPFF,M,pSyn,"c(484682516, 964, 986, 971)",None,171156.9867,5.233394632
1040,IM 342,"c(484682516, 964, 986, 971)",0.3,right,cc,"c(""ccb"", ""ee"", ""ccs"", ""fp"")",WT,mPFF,F,pSyn,"c(484682516, 964, 986, 971)",None,169273.3098,5.228588486
1041,IM 332,1108,0.3,right,ccg,ccg,WT,mPFF,M,pSyn,1108,None,615632.7328,5.789321703
1042,IM 335,1108,0.3,right,ccg,ccg,WT,mPFF,F,pSyn,1108,None,568656.8639,5.754850286
1043,IM 339,1108,0.3,right,ccg,ccg,WT,mPFF,M,pSyn,1108,None,552866.3582,5.742620164
1044,IM 342,1108,0.3,right,ccg,ccg,WT,mPFF,F,pSyn,1108,None,588060.171,5.769421766
1045,IM 332,"c(544, 551, 559)",0.3,right,CEA,"c(""CEAc"", ""CEAl"", ""CEAm"")",WT,mPFF,M,pSyn,"c(544, 551, 559)",None,86203.81877,4.935526505
1046,IM 335,"c(544, 551, 559)",0.3,right,CEA,"c(""CEAc"", ""CEAl"", ""CEAm"")",WT,mPFF,F,pSyn,"c(544, 551, 559)",None,68812.46423,4.837667111
1047,IM 339,"c(544, 551, 559)",0.3,right,CEA,"c(""CEAc"", ""CEAl"", ""CEAm"")",WT,mPFF,M,pSyn,"c(544, 551, 559)",None,75351.29305,4.877090709
1048,IM 342,"c(544, 551, 559)",0.3,right,CEA,"c(""CEAc"", ""CEAl"", ""CEAm"")",WT,mPFF,F,pSyn,"c(544, 551, 559)",None,88146.99207,4.945207497
1049,IM 332,940,0.3,right,cing,cing,WT,mPFF,M,pSyn,940,None,73026.89685,4.863482846
1050,IM 335,940,0.3,right,cing,cing,WT,mPFF,F,pSyn,940,None,74842.51282,4.87414836
1051,IM 339,940,0.3,right,cing,cing,WT,mPFF,M,pSyn,940,None,68273.66872,4.834253241
1052,IM 342,940,0.3,right,cing,cing,WT,mPFF,F,pSyn,940,None,80536.4448,4.905992454
1053,IM 332,575,0.3,right,CL,CL,WT,mPFF,M,pSyn,575,None,112865.2959,5.052560425
1054,IM 335,575,0.3,right,CL,CL,WT,mPFF,F,pSyn,575,None,110792.7674,5.04451141
1055,IM 339,575,0.3,right,CL,CL,WT,mPFF,M,pSyn,575,None,121728.6792,5.08539291
1056,IM 342,575,0.3,right,CL,CL,WT,mPFF,F,pSyn,575,None,124775.2764,5.096128541
1057,IM 332,583,0.3,right,CLA,CLA,WT,mPFF,M,pSyn,583,None,63712.6145,4.804225427
1058,IM 335,583,0.3,right,CLA,CLA,WT,mPFF,F,pSyn,583,None,76544.57578,4.883914421
1059,IM 339,583,0.3,right,CLA,CLA,WT,mPFF,M,pSyn,583,None,54303.03985,4.734824142
1060,IM 342,583,0.3,right,CLA,CLA,WT,mPFF,F,pSyn,583,None,41805.13049,4.621229583
1061,IM 332,599,0.3,right,CM,CM,WT,mPFF,M,pSyn,599,None,61775.06933,4.790813242
1062,IM 335,599,0.3,right,CM,CM,WT,mPFF,F,pSyn,599,None,60940.2282,4.784904076
1063,IM 339,599,0.3,right,CM,CM,WT,mPFF,M,pSyn,599,None,69922.01278,4.844613921
1064,IM 342,599,0.3,right,CM,CM,WT,mPFF,F,pSyn,599,None,75289.95349,4.876737029
1065,IM 332,639,0.3,right,COA,COAa,WT,mPFF,M,pSyn,639,None,148692.2859,5.172288438
1066,IM 335,639,0.3,right,COA,COAa,WT,mPFF,F,pSyn,639,None,224064.6728,5.350373389
1067,IM 339,639,0.3,right,COA,COAa,WT,mPFF,M,pSyn,639,None,240417.1402,5.380965427
1068,IM 342,639,0.3,right,COA,COAa,WT,mPFF,F,pSyn,639,None,239884.0883,5.380001442
1069,IM 332,"c(655, 663)",0.3,right,COAp,"c(""COApl"", ""COApm"")",WT,mPFF,M,pSyn,"c(655, 663)",None,201460.3129,5.304189504
1070,IM 335,"c(655, 663)",0.3,right,COAp,"c(""COApl"", ""COApm"")",WT,mPFF,F,pSyn,"c(655, 663)",None,208899.908,5.319938249
1071,IM 339,"c(655, 663)",0.3,right,COAp,"c(""COApl"", ""COApm"")",WT,mPFF,M,pSyn,"c(655, 663)",None,202275.3998,5.305943068
1072,IM 342,"c(655, 663)",0.3,right,COAp,"c(""COApl"", ""COApm"")",WT,mPFF,F,pSyn,"c(655, 663)",None,199952.0514,5.300925864
1073,IM 332,672,0.3,right,CP,CP,WT,mPFF,M,pSyn,672,None,1122922.672,6.05034985
1074,IM 335,672,0.3,right,CP,CP,WT,mPFF,F,pSyn,672,None,1588457.422,6.200975578
1075,IM 339,672,0.3,right,CP,CP,WT,mPFF,M,pSyn,672,None,1572444.719,6.196575386
1076,IM 342,672,0.3,right,CP,CP,WT,mPFF,F,pSyn,672,None,1640915.265,6.215086155
1077,IM 332,924,0.3,right,cpd,cpd,WT,mPFF,M,pSyn,924,None,236406.4756,5.373659368
1078,IM 335,924,0.3,right,cpd,cpd,WT,mPFF,F,pSyn,924,None,195916.4064,5.292070806
1079,IM 339,924,0.3,right,cpd,cpd,WT,mPFF,M,pSyn,924,None,242777.7445,5.385208872
1080,IM 342,924,0.3,right,cpd,cpd,WT,mPFF,F,pSyn,924,None,193550.3176,5.286793888
1081,IM 332,679,0.3,right,CS,CS,WT,mPFF,M,pSyn,679,None,248695.4481,5.395667836
1082,IM 335,679,0.3,right,CS,CS,WT,mPFF,F,pSyn,679,None,225400.5737,5.352955017
1083,IM 339,679,0.3,right,CS,CS,WT,mPFF,M,pSyn,679,None,252053.7894,5.401493231
1084,IM 342,679,0.3,right,CS,CS,WT,mPFF,F,pSyn,679,None,283075.5195,5.451902313
1085,IM 332,336,0.3,right,csc,csc,WT,mPFF,M,pSyn,336,None,40954.93316,4.612306222
1086,IM 335,336,0.3,right,csc,csc,WT,mPFF,F,pSyn,336,None,59593.04275,4.775195561
1087,IM 339,336,0.3,right,csc,csc,WT,mPFF,M,pSyn,336,None,39796.61296,4.599846111
1088,IM 332,784,0.3,right,cst,cst,WT,mPFF,M,pSyn,784,None,41356.87436,4.616547709
1089,IM 335,784,0.3,right,cst,cst,WT,mPFF,F,pSyn,784,None,28795.23516,4.45932063
1090,IM 339,784,0.3,right,cst,cst,WT,mPFF,M,pSyn,784,None,61988.60535,4.792311866
1091,IM 342,784,0.3,right,cst,cst,WT,mPFF,F,pSyn,784,None,37081.22925,4.569154123
1092,IM 332,703,0.3,right,CTXsp,CTXsp,WT,mPFF,M,pSyn,703,None,19578.1004,4.291770551
1093,IM 335,703,0.3,right,CTXsp,CTXsp,WT,mPFF,F,pSyn,703,None,20342.47421,4.308403774
1094,IM 339,703,0.3,right,CTXsp,CTXsp,WT,mPFF,M,pSyn,703,None,19739.61734,4.29533873
