,mouse,Region ID,mpi,side,parent,daughter,genotype,treatment,sex,marker,forRemove,batch,Region Area,Logged Region Area
487,IM 334,"c(448, 412, 630, 440)",0.2,left,ORBl,"c(""ORBl1"", ""ORBl2/3"", ""ORBl5"", ""ORBl6a"")",WT,mPFF,F,pSyn,"c(448, 412, 630, 440)",None,238381.4695,5.377272493
488,IM 338,"c(448, 412, 630, 440)",0.2,left,ORBl,"c(""ORBl1"", ""ORBl2/3"", ""ORBl5"", ""ORBl6a"")",WT,mPFF,M,pSyn,"c(448, 412, 630, 440)",None,196390.4863,5.293120446
489,IM 341,"c(448, 412, 630, 440)",0.2,left,ORBl,"c(""ORBl1"", ""ORBl2/3"", ""ORBl5"", ""ORBl6a"")",WT,mPFF,F,pSyn,"c(448, 412, 630, 440)",None,205580.8271,5.312982609
490,IM 331,"c(484, 582, 620, 910)",0.2,left,ORBm,"c(""ORBm1"", ""ORBm2/3"", ""ORBm5"", ""ORBm6a"")",WT,mPFF,M,pSyn,"c(484, 582, 620, 910)",None,132780.0595,5.123132859
491,IM 334,"c(484, 582, 620, 910)",0.2,left,ORBm,"c(""ORBm1"", ""ORBm2/3"", ""ORBm5"", ""ORBm6a"")",WT,mPFF,F,pSyn,"c(484, 582, 620, 910)",None,112034.5338,5.049351911
492,IM 338,"c(484, 582, 620, 910)",0.2,left,ORBm,"c(""ORBm1"", ""ORBm2/3"", ""ORBm5"", ""ORBm6a"")",WT,mPFF,M,pSyn,"c(484, 582, 620, 910)",None,121397.6848,5.084210404
493,IM 341,"c(484, 582, 620, 910)",0.2,left,ORBm,"c(""ORBm1"", ""ORBm2/3"", ""ORBm5"", ""ORBm6a"")",WT,mPFF,F,pSyn,"c(484, 582, 620, 910)",None,118263.1503,5.072849444
494,IM 331,"c(288, 1125, 608)",0.2,left,ORBvl,"c(""ORBvl2/3"", ""ORBvl5"", ""ORBvl6a"")",WT,mPFF,M,pSyn,"c(288, 1125, 608)",None,179658.5071,5.254447787
495,IM 334,"c(288, 1125, 608)",0.2,left,ORBvl,"c(""ORBvl2/3"", ""ORBvl5"", ""ORBvl6a"")",WT,mPFF,F,pSyn,"c(288, 1125, 608)",None,165798.5684,5.219580776
496,IM 338,"c(288, 1125, 608)",0.2,left,ORBvl,"c(""ORBvl2/3"", ""ORBvl5"", ""ORBvl6a"")",WT,mPFF,M,pSyn,"c(288, 1125, 608)",None,156610.8675,5.194821895
497,IM 341,"c(288, 1125, 608)",0.2,left,ORBvl,"c(""ORBvl2/3"", ""ORBvl5"", ""ORBvl6a"")",WT,mPFF,F,pSyn,"c(288, 1125, 608)",None,149966.6497,5.175994689
498,IM 331,754,0.2,left,OT,OT,WT,mPFF,M,pSyn,754,None,618436.7888,5.791295316
499,IM 334,754,0.2,left,OT,OT,WT,mPFF,F,pSyn,754,None,534387.7228,5.727856472
500,IM 338,754,0.2,left,OT,OT,WT,mPFF,M,pSyn,754,None,643211.5648,5.808353844
501,IM 341,754,0.2,left,OT,OT,WT,mPFF,F,pSyn,754,None,632200.672,5.800854953
502,IM 331,771,0.2,left,P,P,WT,mPFF,M,pSyn,771,None,583894.9983,5.766334755
503,IM 334,771,0.2,left,P,P,WT,mPFF,F,pSyn,771,None,503470.3666,5.701973914
504,IM 338,771,0.2,left,P,P,WT,mPFF,M,pSyn,771,None,520628.6293,5.716528046
505,IM 341,771,0.2,left,P,P,WT,mPFF,F,pSyn,771,None,504682.7704,5.703018478
506,IM 331,780,0.2,left,PA,PA,WT,mPFF,M,pSyn,780,None,183141.6449,5.262787111
507,IM 334,780,0.2,left,PA,PA,WT,mPFF,F,pSyn,780,None,133248.43,5.124662101
508,IM 338,780,0.2,left,PA,PA,WT,mPFF,M,pSyn,780,None,195295.1056,5.290691359
509,IM 331,606826663,0.2,left,Pa4,Pa4,WT,mPFF,M,pSyn,606826663,None,11570.0746,4.063336159
510,IM 334,606826663,0.2,left,Pa4,Pa4,WT,mPFF,F,pSyn,606826663,None,14373.1577,4.157552191
511,IM 338,606826663,0.2,left,Pa4,Pa4,WT,mPFF,M,pSyn,606826663,None,11993.49184,4.078945644
512,IM 341,606826663,0.2,left,Pa4,Pa4,WT,mPFF,F,pSyn,606826663,None,18722.72636,4.27236909
513,IM 331,788,0.2,left,PAA,PAA,WT,mPFF,M,pSyn,788,None,148219.0364,5.170903985
514,IM 334,788,0.2,left,PAA,PAA,WT,mPFF,F,pSyn,788,None,157119.3671,5.196229721
515,IM 338,788,0.2,left,PAA,PAA,WT,mPFF,M,pSyn,788,None,161147.1907,5.207222739
516,IM 341,788,0.2,left,PAA,PAA,WT,mPFF,F,pSyn,788,None,173399.2112,5.239047117
517,IM 331,795,0.2,left,PAG,PAG,WT,mPFF,M,pSyn,795,None,509089.077,5.706793779
518,IM 334,795,0.2,left,PAG,PAG,WT,mPFF,F,pSyn,795,None,538806.3308,5.73143269
519,IM 338,795,0.2,left,PAG,PAG,WT,mPFF,M,pSyn,795,None,574649.0672,5.759402706
520,IM 341,795,0.2,left,PAG,PAG,WT,mPFF,F,pSyn,795,None,999566.7194,5.999811788
521,IM 331,803,0.2,left,PAL,PAL,WT,mPFF,M,pSyn,803,None,108184.4643,5.034164899
522,IM 334,803,0.2,left,PAL,PAL,WT,mPFF,F,pSyn,803,None,78437.4296,4.894523353
523,IM 338,803,0.2,left,PAL,PAL,WT,mPFF,M,pSyn,803,None,94747.52638,4.97656788
524,IM 341,803,0.2,left,PAL,PAL,WT,mPFF,F,pSyn,803,None,75608.52351,4.878570757
525,IM 331,"c(1022, 1031)",0.2,left,PALd,"c(""GPe"", ""GPi"")",WT,mPFF,M,pSyn,"c(1022, 1031)",None,143910.306,5.158091897
526,IM 334,"c(1022, 1031)",0.2,left,PALd,"c(""GPe"", ""GPi"")",WT,mPFF,F,pSyn,"c(1022, 1031)",None,186509.6731,5.270701361
527,IM 338,"c(1022, 1031)",0.2,left,PALd,"c(""GPe"", ""GPi"")",WT,mPFF,M,pSyn,"c(1022, 1031)",None,208403.379,5.318904756
528,IM 341,"c(1022, 1031)",0.2,left,PALd,"c(""GPe"", ""GPi"")",WT,mPFF,F,pSyn,"c(1022, 1031)",None,228618.5785,5.35911152
529,IM 331,843,0.2,left,PAR,PAR,WT,mPFF,M,pSyn,843,None,437970.626,5.641444984
530,IM 334,843,0.2,left,PAR,PAR,WT,mPFF,F,pSyn,843,None,529025.9431,5.72347697
531,IM 338,843,0.2,left,PAR,PAR,WT,mPFF,M,pSyn,843,None,635777.3159,5.803305029
532,IM 341,843,0.2,left,PAR,PAR,WT,mPFF,F,pSyn,843,None,498604.2556,5.697755981
533,IM 331,874,0.2,left,PBG,PBG,WT,mPFF,M,pSyn,874,None,33334.37943,4.522892375
534,IM 334,874,0.2,left,PBG,PBG,WT,mPFF,F,pSyn,874,None,34530.24484,4.538199658
535,IM 338,874,0.2,left,PBG,PBG,WT,mPFF,M,pSyn,874,None,37996.19717,4.579740133
536,IM 341,874,0.2,left,PBG,PBG,WT,mPFF,F,pSyn,874,None,34322.07235,4.535573503
537,IM 331,158,0.2,left,pc,pc,WT,mPFF,M,pSyn,158,None,33073.25263,4.519476908
538,IM 334,158,0.2,left,pc,pc,WT,mPFF,F,pSyn,158,None,42548.9214,4.628888555
539,IM 338,158,0.2,left,pc,pc,WT,mPFF,M,pSyn,158,None,54036.85758,4.732690085
540,IM 331,907,0.2,left,PCN,PCN,WT,mPFF,M,pSyn,907,None,89303.97876,4.950870808
541,IM 334,907,0.2,left,PCN,PCN,WT,mPFF,F,pSyn,907,None,86864.11762,4.938840412
542,IM 338,907,0.2,left,PCN,PCN,WT,mPFF,M,pSyn,907,None,98849.34097,4.994973778
543,IM 341,907,0.2,left,PCN,PCN,WT,mPFF,F,pSyn,907,None,92836.52605,4.967718881
544,IM 331,576073704,0.2,left,PeF,PeF,WT,mPFF,M,pSyn,576073704,None,29585.25723,4.47107535
545,IM 334,576073704,0.2,left,PeF,PeF,WT,mPFF,F,pSyn,576073704,None,54163.71443,4.73370844
546,IM 338,576073704,0.2,left,PeF,PeF,WT,mPFF,M,pSyn,576073704,None,85805.09991,4.933513101
547,IM 341,576073704,0.2,left,PeF,PeF,WT,mPFF,F,pSyn,576073704,None,80038.13117,4.90329694
548,IM 331,"c(540, 888, 692, 335, 368)",0.2,left,PERI,"c(""PERI1"", ""PERI2/3"", ""PERI5"", ""PERI6a"", ""PERI6b"")",WT,mPFF,M,pSyn,"c(540, 888, 692, 335, 368)",None,23756.85151,4.375788883
549,IM 334,"c(540, 888, 692, 335, 368)",0.2,left,PERI,"c(""PERI1"", ""PERI2/3"", ""PERI5"", ""PERI6a"", ""PERI6b"")",WT,mPFF,F,pSyn,"c(540, 888, 692, 335, 368)",None,24277.3967,4.385202115
550,IM 338,"c(540, 888, 692, 335, 368)",0.2,left,PERI,"c(""PERI1"", ""PERI2/3"", ""PERI5"", ""PERI6a"", ""PERI6b"")",WT,mPFF,M,pSyn,"c(540, 888, 692, 335, 368)",None,25099.62756,4.399667277
551,IM 341,"c(540, 888, 692, 335)",0.2,left,PERI,"c(""PERI1"", ""PERI2/3"", ""PERI5"", ""PERI6a"")",WT,mPFF,F,pSyn,"c(540, 888, 692, 335)",None,29595.27948,4.471222446
552,IM 331,930,0.2,left,PF,PF,WT,mPFF,M,pSyn,930,None,420807.6572,5.624083634
553,IM 334,930,0.2,left,PF,PF,WT,mPFF,F,pSyn,930,None,550569.5879,5.740812218
554,IM 338,930,0.2,left,PF,PF,WT,mPFF,M,pSyn,930,None,549921.4455,5.740300656
555,IM 341,930,0.2,left,PF,PF,WT,mPFF,F,pSyn,930,None,819.481658,2.913539243
556,IM 331,931,0.2,left,PG,PG,WT,mPFF,M,pSyn,931,None,96377.7397,4.983976737
557,IM 334,931,0.2,left,PG,PG,WT,mPFF,F,pSyn,931,None,288439.0901,5.460054117
558,IM 338,931,0.2,left,PG,PG,WT,mPFF,M,pSyn,931,None,367840.7065,5.565659788
559,IM 341,931,0.2,left,PG,PG,WT,mPFF,F,pSyn,931,None,232636.7578,5.366678337
560,IM 331,946,0.2,left,PH,PH,WT,mPFF,M,pSyn,946,None,412529.7354,5.615455258
561,IM 334,946,0.2,left,PH,PH,WT,mPFF,F,pSyn,946,None,356086.5322,5.551555548
562,IM 338,946,0.2,left,PH,PH,WT,mPFF,M,pSyn,946,None,251695.2747,5.400875062
563,IM 341,946,0.2,left,PH,PH,WT,mPFF,F,pSyn,946,None,223205.2663,5.348704437
564,IM 331,560581563,0.2,left,PIL,PIL,WT,mPFF,M,pSyn,560581563,None,83336.88015,4.920837238
565,IM 334,560581563,0.2,left,PIL,PIL,WT,mPFF,F,pSyn,560581563,None,35369.53213,4.548629315
566,IM 338,560581563,0.2,left,PIL,PIL,WT,mPFF,M,pSyn,560581563,None,47147.45478,4.673458253
567,IM 331,961,0.2,left,PIR,PIR,WT,mPFF,M,pSyn,961,None,525253.3906,5.720368865
568,IM 334,961,0.2,left,PIR,PIR,WT,mPFF,F,pSyn,961,None,596182.9458,5.775379549
569,IM 338,961,0.2,left,PIR,PIR,WT,mPFF,M,pSyn,961,None,592932.7761,5.773005458
570,IM 341,961,0.2,left,PIR,PIR,WT,mPFF,F,pSyn,961,None,717184.3177,5.855630785
571,IM 331,"c(171, 304, 363, 84)",0.2,left,PL,"c(""PL1"", ""PL2/3"", ""PL5"", ""PL6a"")",WT,mPFF,M,pSyn,"c(171, 304, 363, 84)",None,154056.6368,5.187680413
572,IM 334,"c(171, 304, 363, 84)",0.2,left,PL,"c(""PL1"", ""PL2/3"", ""PL5"", ""PL6a"")",WT,mPFF,F,pSyn,"c(171, 304, 363, 84)",None,185000.6517,5.267173258
573,IM 338,"c(171, 304, 363, 84)",0.2,left,PL,"c(""PL1"", ""PL2/3"", ""PL5"", ""PL6a"")",WT,mPFF,M,pSyn,"c(171, 304, 363, 84)",None,149391.1529,5.174324879
574,IM 341,"c(171, 304, 363, 84)",0.2,left,PL,"c(""PL1"", ""PL2/3"", ""PL5"", ""PL6a"")",WT,mPFF,F,pSyn,"c(171, 304, 363, 84)",None,156819.0754,5.195398889
575,IM 331,753,0.2,left,pm,pm,WT,mPFF,M,pSyn,753,None,1438.290509,3.157846618
576,IM 334,753,0.2,left,pm,pm,WT,mPFF,F,pSyn,753,None,2462.556844,3.391386266
577,IM 338,753,0.2,left,pm,pm,WT,mPFF,M,pSyn,753,None,7421.085845,3.870467456
578,IM 338,980,0.2,left,PMd,PMd,WT,mPFF,M,pSyn,980,None,66481.74119,4.822702385
579,IM 331,1004,0.2,left,PMv,PMv,WT,mPFF,M,pSyn,1004,None,137835.4837,5.139361035
580,IM 334,1004,0.2,left,PMv,PMv,WT,mPFF,F,pSyn,1004,None,94241.76237,4.974243399
581,IM 338,1004,0.2,left,PMv,PMv,WT,mPFF,M,pSyn,1004,None,87703.48741,4.943016863
582,IM 331,1020,0.2,left,PO,PO,WT,mPFF,M,pSyn,1020,None,341479.2245,5.533364286
583,IM 334,1020,0.2,left,PO,PO,WT,mPFF,F,pSyn,1020,None,337657.6724,5.528476622
584,IM 338,1020,0.2,left,PO,PO,WT,mPFF,M,pSyn,1020,None,295586.5049,5.470684602
585,IM 341,1020,0.2,left,PO,PO,WT,mPFF,F,pSyn,1020,None,360630.6101,5.557062587
586,IM 331,1029,0.2,left,POL,POL,WT,mPFF,M,pSyn,1029,None,115303.8442,5.061843787
587,IM 334,1029,0.2,left,POL,POL,WT,mPFF,F,pSyn,1029,None,67038.3184,4.826323112
588,IM 338,1029,0.2,left,POL,POL,WT,mPFF,M,pSyn,1029,None,86580.51549,4.937420167
589,IM 331,1037,0.2,left,POST,POST,WT,mPFF,M,pSyn,1037,None,255036.7918,5.406602837
590,IM 334,1037,0.2,left,POST,POST,WT,mPFF,F,pSyn,1037,None,211165.1964,5.324622341
591,IM 338,1037,0.2,left,POST,POST,WT,mPFF,M,pSyn,1037,None,264638.3603,5.422652797
592,IM 341,1037,0.2,left,POST,POST,WT,mPFF,F,pSyn,1037,None,183843.2776,5.264447754
593,IM 331,563807435,0.2,left,PoT,PoT,WT,mPFF,M,pSyn,563807435,None,102461.195,5.010559417
594,IM 334,563807435,0.2,left,PoT,PoT,WT,mPFF,F,pSyn,563807435,None,98337.94274,4.992721118
595,IM 338,563807435,0.2,left,PoT,PoT,WT,mPFF,M,pSyn,563807435,None,110383.5237,5.042904254
596,IM 331,1044,0.2,left,PP,PP,WT,mPFF,M,pSyn,1044,None,54367.81969,4.735341917
597,IM 334,1044,0.2,left,PP,PP,WT,mPFF,F,pSyn,1044,None,4838.8969,3.68474637
598,IM 338,1044,0.2,left,PP,PP,WT,mPFF,M,pSyn,1044,None,10519.52956,4.021996319
599,IM 331,1052,0.2,left,PPN,PPN,WT,mPFF,M,pSyn,1052,None,383289.8364,5.583527303
600,IM 334,1052,0.2,left,PPN,PPN,WT,mPFF,F,pSyn,1052,None,437014.8482,5.640496193
601,IM 338,1052,0.2,left,PPN,PPN,WT,mPFF,M,pSyn,1052,None,403265.6518,5.605591233
602,IM 341,1052,0.2,left,PPN,PPN,WT,mPFF,F,pSyn,1052,None,556038.0873,5.745104541
603,IM 331,1061,0.2,left,PPT,PPT,WT,mPFF,M,pSyn,1061,None,227949.2157,5.357838102
604,IM 334,1061,0.2,left,PPT,PPT,WT,mPFF,F,pSyn,1061,None,222228.7697,5.346800282
605,IM 338,1061,0.2,left,PPT,PPT,WT,mPFF,M,pSyn,1061,None,157266.9788,5.196637544
606,IM 331,1077,0.2,left,PR,PR,WT,mPFF,M,pSyn,1077,None,51241.95222,4.709625667
607,IM 334,1077,0.2,left,PR,PR,WT,mPFF,F,pSyn,1077,None,46166.57513,4.664327658
608,IM 338,1077,0.2,left,PR,PR,WT,mPFF,M,pSyn,1077,None,52781.80494,4.722484237
609,IM 341,1077,0.2,left,PR,PR,WT,mPFF,F,pSyn,1077,None,53572.02753,4.728938083
610,IM 331,50,0.2,left,PRC,PRC,WT,mPFF,M,pSyn,50,None,17434.64326,4.241413066
611,IM 334,50,0.2,left,PRC,PRC,WT,mPFF,F,pSyn,50,None,119061.3914,5.075770954
612,IM 338,50,0.2,left,PRC,PRC,WT,mPFF,M,pSyn,50,None,128824.1774,5.109997378
613,IM 341,50,0.2,left,PRC,PRC,WT,mPFF,F,pSyn,50,None,10243.52073,4.010449251
614,IM 331,1084,0.2,left,PRE,PRE,WT,mPFF,M,pSyn,1084,None,507949.1212,5.705820213
615,IM 334,1084,0.2,left,PRE,PRE,WT,mPFF,F,pSyn,1084,None,422350.7607,5.625673281
616,IM 338,1084,0.2,left,PRE,PRE,WT,mPFF,M,pSyn,1084,None,377935.2004,5.577417343
617,IM 341,1084,0.2,left,PRE,PRE,WT,mPFF,F,pSyn,1084,None,533695.7369,5.727293734
618,IM 331,146,0.2,left,PRNr,PRNr,WT,mPFF,M,pSyn,146,None,950545.2678,5.977972804
619,IM 334,146,0.2,left,PRNr,PRNr,WT,mPFF,F,pSyn,146,None,982679.3087,5.992411812
620,IM 338,146,0.2,left,PRNr,PRNr,WT,mPFF,M,pSyn,146,None,911972.9633,5.959981963
621,IM 341,146,0.2,left,PRNr,PRNr,WT,mPFF,F,pSyn,146,None,1065132.199,6.027403513
622,IM 331,484682470,0.2,left,ProS,ProS,WT,mPFF,M,pSyn,484682470,None,102799.9454,5.011992884
623,IM 334,484682470,0.2,left,ProS,ProS,WT,mPFF,F,pSyn,484682470,None,85708.74969,4.93302516
624,IM 338,484682470,0.2,left,ProS,ProS,WT,mPFF,M,pSyn,484682470,None,102565.2535,5.011000258
625,IM 331,356,0.2,left,PST,PST,WT,mPFF,M,pSyn,356,None,3907.500533,3.591899047
626,IM 341,356,0.2,left,PST,PST,WT,mPFF,F,pSyn,356,None,1690.052705,3.227900251
627,IM 331,364,0.2,left,PSTN,PSTN,WT,mPFF,M,pSyn,364,None,112505.4871,5.051173704
628,IM 334,364,0.2,left,PSTN,PSTN,WT,mPFF,F,pSyn,364,None,84084.97221,4.924718385
629,IM 338,364,0.2,left,PSTN,PSTN,WT,mPFF,M,pSyn,364,None,108602.1807,5.035838546
630,IM 341,364,0.2,left,PSTN,PSTN,WT,mPFF,F,pSyn,364,None,46542.36256,4.667848425
631,IM 331,126,0.2,left,PVR,PVp,WT,mPFF,M,pSyn,126,None,104652.6266,5.019750133
632,IM 338,126,0.2,left,PVR,PVp,WT,mPFF,M,pSyn,126,None,93659.81149,4.971553279
633,IM 331,149,0.2,left,PVT,PVT,WT,mPFF,M,pSyn,149,None,80531.435,4.905965438
634,IM 334,149,0.2,left,PVT,PVT,WT,mPFF,F,pSyn,149,None,55545.21663,4.744646665
635,IM 338,149,0.2,left,PVT,PVT,WT,mPFF,M,pSyn,149,None,50283.02891,4.701421431
636,IM 341,149,0.2,left,PVT,PVT,WT,mPFF,F,pSyn,149,None,74104.62975,4.869845342
637,IM 331,118,0.2,left,PVZ,PVi,WT,mPFF,M,pSyn,118,None,42657.55577,4.629995967
638,IM 334,118,0.2,left,PVZ,PVi,WT,mPFF,F,pSyn,118,None,45032.03466,4.65352157
639,IM 338,118,0.2,left,PVZ,PVi,WT,mPFF,M,pSyn,118,None,65555.01685,4.816605933
640,IM 341,118,0.2,left,PVZ,PVi,WT,mPFF,F,pSyn,118,None,64561.49769,4.809973597
641,IM 331,181,0.2,left,RE,RE,WT,mPFF,M,pSyn,181,None,56772.3189,4.754136634
642,IM 334,181,0.2,left,RE,RE,WT,mPFF,F,pSyn,181,None,64355.96046,4.808588776
643,IM 338,181,0.2,left,RE,RE,WT,mPFF,M,pSyn,181,None,70837.41793,4.850262723
644,IM 341,181,0.2,left,RE,RE,WT,mPFF,F,pSyn,181,None,51803.17602,4.714356387
645,IM 331,189,0.2,left,RH,RH,WT,mPFF,M,pSyn,189,None,40726.23145,4.609874225
646,IM 334,189,0.2,left,RH,RH,WT,mPFF,F,pSyn,189,None,35402.83504,4.549038042
647,IM 338,189,0.2,left,RH,RH,WT,mPFF,M,pSyn,189,None,39176.04335,4.593020572
648,IM 341,189,0.2,left,RH,RH,WT,mPFF,F,pSyn,189,None,38485.97964,4.585302546
649,IM 331,197,0.2,left,RL,RL,WT,mPFF,M,pSyn,197,None,57859.33105,4.762373408
650,IM 334,197,0.2,left,RL,RL,WT,mPFF,F,pSyn,197,None,10997.49295,4.041293693
651,IM 331,214,0.2,left,RN,RN,WT,mPFF,M,pSyn,214,None,199514.9347,5.29997541
652,IM 334,214,0.2,left,RN,RN,WT,mPFF,F,pSyn,214,None,59386.46195,4.773687452
653,IM 334,549009203,0.2,left,RPF,RPF,WT,mPFF,F,pSyn,549009203,None,6116.200866,3.786481741
654,IM 338,549009203,0.2,left,RPF,RPF,WT,mPFF,M,pSyn,549009203,None,39893.67555,4.600904051
655,IM 331,"c(671, 965, 774, 906, 279)",0.2,left,RSPagl,"c(""RSPagl1"", ""RSPagl2/3"", ""RSPagl5"", ""RSPagl6a"", ""RSPagl6b"")",WT,mPFF,M,pSyn,"c(671, 965, 774, 906, 279)",None,39436.37977,4.59589704
656,IM 334,"c(671, 965, 774, 906, 279)",0.2,left,RSPagl,"c(""RSPagl1"", ""RSPagl2/3"", ""RSPagl5"", ""RSPagl6a"", ""RSPagl6b"")",WT,mPFF,F,pSyn,"c(671, 965, 774, 906, 279)",None,38672.03029,4.587396973
657,IM 338,"c(671, 965, 774, 906, 279)",0.2,left,RSPagl,"c(""RSPagl1"", ""RSPagl2/3"", ""RSPagl5"", ""RSPagl6a"", ""RSPagl6b"")",WT,mPFF,M,pSyn,"c(671, 965, 774, 906, 279)",None,43446.62281,4.637956024
658,IM 341,"c(671, 965, 774, 906, 279)",0.2,left,RSPagl,"c(""RSPagl1"", ""RSPagl2/3"", ""RSPagl5"", ""RSPagl6a"", ""RSPagl6b"")",WT,mPFF,F,pSyn,"c(671, 965, 774, 906, 279)",None,44410.64863,4.647487116
659,IM 331,"c(442, 434, 610, 274, 330)",0.2,left,RSPd,"c(""RSPd1"", ""RSPd2/3"", ""RSPd5"", ""RSPd6a"", ""RSPd6b"")",WT,mPFF,M,pSyn,"c(442, 434, 610, 274, 330)",None,72982.15648,4.863216692
660,IM 334,"c(442, 434, 610, 274, 330)",0.2,left,RSPd,"c(""RSPd1"", ""RSPd2/3"", ""RSPd5"", ""RSPd6a"", ""RSPd6b"")",WT,mPFF,F,pSyn,"c(442, 434, 610, 274, 330)",None,65749.28338,4.817891024
661,IM 338,"c(442, 434, 610, 274, 330)",0.2,left,RSPd,"c(""RSPd1"", ""RSPd2/3"", ""RSPd5"", ""RSPd6a"", ""RSPd6b"")",WT,mPFF,M,pSyn,"c(442, 434, 610, 274, 330)",None,74739.00755,4.873547327
662,IM 341,"c(442, 434, 610, 274, 330)",0.2,left,RSPd,"c(""RSPd1"", ""RSPd2/3"", ""RSPd5"", ""RSPd6a"", ""RSPd6b"")",WT,mPFF,F,pSyn,"c(442, 434, 610, 274, 330)",None,72780.90416,4.862017447
663,IM 331,"c(542, 430, 687, 590, 622)",0.2,left,RSPv,"c(""RSPv1"", ""RSPv2/3"", ""RSPv5"", ""RSPv6a"", ""RSPv6b"")",WT,mPFF,M,pSyn,"c(542, 430, 687, 590, 622)",None,107582.9052,5.031743268
664,IM 334,"c(542, 430, 687, 590, 622)",0.2,left,RSPv,"c(""RSPv1"", ""RSPv2/3"", ""RSPv5"", ""RSPv6a"", ""RSPv6b"")",WT,mPFF,F,pSyn,"c(542, 430, 687, 590, 622)",None,102052.3793,5.008823134
665,IM 338,"c(542, 430, 687, 590, 622)",0.2,left,RSPv,"c(""RSPv1"", ""RSPv2/3"", ""RSPv5"", ""RSPv6a"", ""RSPv6b"")",WT,mPFF,M,pSyn,"c(542, 430, 687, 590, 622)",None,117291.3971,5.06926616
666,IM 341,"c(542, 430, 687, 590, 622)",0.2,left,RSPv,"c(""RSPv1"", ""RSPv2/3"", ""RSPv5"", ""RSPv6a"", ""RSPv6b"")",WT,mPFF,F,pSyn,"c(542, 430, 687, 590, 622)",None,72637.29889,4.861159686
667,IM 331,262,0.2,left,RT,RT,WT,mPFF,M,pSyn,262,None,151010.953,5.179008448
668,IM 334,262,0.2,left,RT,RT,WT,mPFF,F,pSyn,262,None,179746.0525,5.254659361
669,IM 338,262,0.2,left,RT,RT,WT,mPFF,M,pSyn,262,None,274134.0633,5.437963003
670,IM 341,262,0.2,left,RT,RT,WT,mPFF,F,pSyn,262,None,208033.3971,5.318133061
671,IM 331,863,0.2,left,rust,rust,WT,mPFF,M,pSyn,863,None,48830.78884,4.68869374
672,IM 334,863,0.2,left,rust,rust,WT,mPFF,F,pSyn,863,None,57201.83357,4.75740995
673,IM 338,863,0.2,left,rust,rust,WT,mPFF,M,pSyn,863,None,47202.02804,4.673960659
674,IM 341,863,0.2,left,rust,rust,WT,mPFF,F,pSyn,863,None,51244.49062,4.709647181
675,IM 331,271,0.2,left,SAG,SAG,WT,mPFF,M,pSyn,271,None,83461.4822,4.921486093
676,IM 334,271,0.2,left,SAG,SAG,WT,mPFF,F,pSyn,271,None,93852.81905,4.972447322
677,IM 338,271,0.2,left,SAG,SAG,WT,mPFF,M,pSyn,271,None,105992.9303,5.025276899
678,IM 341,271,0.2,left,SAG,SAG,WT,mPFF,F,pSyn,271,None,92975.73338,4.968369613
679,IM 331,"c(26, 42, 17, 10)",0.2,left,SCm,"c(""SCdg"", ""SCdw"", ""SCiw"", ""SCig"")",WT,mPFF,M,pSyn,"c(26, 42, 17, 10)",None,266549.1696,5.425777334
680,IM 334,"c(42, 17, 10, 26)",0.2,left,SCm,"c(""SCdw"", ""SCiw"", ""SCig"", ""SCdg"")",WT,mPFF,F,pSyn,"c(42, 17, 10, 26)",None,275069.1395,5.439441869
681,IM 338,"c(17, 10, 26, 42)",0.2,left,SCm,"c(""SCiw"", ""SCig"", ""SCdg"", ""SCdw"")",WT,mPFF,M,pSyn,"c(17, 10, 26, 42)",None,304233.6336,5.483207224
682,IM 341,"c(26, 42, 17, 10)",0.2,left,SCm,"c(""SCdg"", ""SCdw"", ""SCiw"", ""SCig"")",WT,mPFF,F,pSyn,"c(26, 42, 17, 10)",None,291813.785,5.465105804
683,IM 331,599626923,0.2,left,SCO,SCO,WT,mPFF,M,pSyn,599626923,None,4939.480449,3.693681272
684,IM 334,599626923,0.2,left,SCO,SCO,WT,mPFF,F,pSyn,599626923,None,3658.76512,3.563334531
685,IM 338,599626923,0.2,left,SCO,SCO,WT,mPFF,M,pSyn,599626923,None,6106.224415,3.785772762
686,IM 331,326,0.2,left,scp,scp,WT,mPFF,M,pSyn,326,None,25111.32939,4.399869705
687,IM 334,326,0.2,left,scp,scp,WT,mPFF,F,pSyn,326,None,34790.45407,4.541460097
688,IM 338,326,0.2,left,scp,scp,WT,mPFF,M,pSyn,326,None,17209.43486,4.235766609
689,IM 341,326,0.2,left,scp,scp,WT,mPFF,F,pSyn,326,None,61229.85271,4.786963215
690,IM 331,"c(851, 842, 834)",0.2,left,SCs,"c(""SCop"", ""SCsg"", ""SCzo"")",WT,mPFF,M,pSyn,"c(851, 842, 834)",None,133455.4887,5.12533644
691,IM 334,"c(851, 842, 834)",0.2,left,SCs,"c(""SCop"", ""SCsg"", ""SCzo"")",WT,mPFF,F,pSyn,"c(851, 842, 834)",None,120575.1172,5.081257693
692,IM 338,"c(851, 842, 834)",0.2,left,SCs,"c(""SCop"", ""SCsg"", ""SCzo"")",WT,mPFF,M,pSyn,"c(851, 842, 834)",None,132997.338,5.123842948
693,IM 341,"c(851, 842, 834)",0.2,left,SCs,"c(""SCop"", ""SCsg"", ""SCzo"")",WT,mPFF,F,pSyn,"c(851, 842, 834)",None,160228.2235,5.204739018
