,mouse,Region ID,mpi,side,parent,daughter,genotype,treatment,sex,marker,forRemove,batch,Region Area,Logged Region Area
14,IM 94,"c(588, 296, 772, 810, 819)",1,left,ACAv,"c(""ACAv1"", ""ACAv2/3"", ""ACAv5"", ""ACAv6a"", ""ACAv6b"")",WT,mPFF,M,pSyn,"c(588, 296, 772, 810, 819)",None,70578.45038,4.848672119
15,IM 95,"c(588, 296, 772, 810, 819)",1,left,ACAv,"c(""ACAv1"", ""ACAv2/3"", ""ACAv5"", ""ACAv6a"", ""ACAv6b"")",WT,mPFF,M,pSyn,"c(588, 296, 772, 810, 819)",None,67497.81941,4.829289743
16,IM 96,"c(588, 296, 772, 810, 819)",1,left,ACAv,"c(""ACAv1"", ""ACAv2/3"", ""ACAv5"", ""ACAv6a"", ""ACAv6b"")",WT,mPFF,M,pSyn,"c(588, 296, 772, 810, 819)",None,67878.63241,4.831733084
17,IM 89,56,1,left,ACB,ACB,WT,mPFF,F,pSyn,56,None,1060554.511,6.025532996
18,IM 90,56,1,left,ACB,ACB,WT,mPFF,F,pSyn,56,None,969688.5181,5.986632253
19,IM 91,56,1,left,ACB,ACB,WT,mPFF,F,pSyn,56,None,805791.5667,5.906222718
20,IM 92,56,1,left,ACB,ACB,WT,mPFF,F,pSyn,56,None,986630.0555,5.994154341
21,IM 93,56,1,left,ACB,ACB,WT,mPFF,M,pSyn,56,None,1015112.859,6.006514329
22,IM 94,56,1,left,ACB,ACB,WT,mPFF,M,pSyn,56,None,884886.3699,5.946887506
23,IM 95,56,1,left,ACB,ACB,WT,mPFF,M,pSyn,56,None,834859.0548,5.921613162
24,IM 96,56,1,left,ACB,ACB,WT,mPFF,M,pSyn,56,None,947936.7083,5.976779341
25,IM 89,88,1,left,AHN,AHN,WT,mPFF,F,pSyn,88,None,104844.9093,5.020547349
26,IM 90,88,1,left,AHN,AHN,WT,mPFF,F,pSyn,88,None,142966.8142,5.15523524
27,IM 91,88,1,left,AHN,AHN,WT,mPFF,F,pSyn,88,None,87778.01946,4.943385778
28,IM 92,88,1,left,AHN,AHN,WT,mPFF,F,pSyn,88,None,123199.6452,5.090609457
29,IM 93,88,1,left,AHN,AHN,WT,mPFF,M,pSyn,88,None,36279.44457,4.55966063
30,IM 95,88,1,left,AHN,AHN,WT,mPFF,M,pSyn,88,None,50854.66964,4.706330838
31,IM 96,88,1,left,AHN,AHN,WT,mPFF,M,pSyn,88,None,50851.88566,4.706307062
32,IM 89,"c(996, 328, 1101, 783, 831)",1,left,AId,"c(""AId1"", ""AId2/3"", ""AId5"", ""AId6a"", ""AId6b"")",WT,mPFF,F,pSyn,"c(996, 328, 1101, 783, 831)",None,106438.7399,5.027099725
33,IM 90,"c(996, 328, 1101, 783, 831)",1,left,AId,"c(""AId1"", ""AId2/3"", ""AId5"", ""AId6a"", ""AId6b"")",WT,mPFF,F,pSyn,"c(996, 328, 1101, 783, 831)",None,99822.3749,4.999227898
34,IM 91,"c(996, 328, 1101, 783, 831)",1,left,AId,"c(""AId1"", ""AId2/3"", ""AId5"", ""AId6a"", ""AId6b"")",WT,mPFF,F,pSyn,"c(996, 328, 1101, 783, 831)",None,93866.08868,4.972508722
35,IM 92,"c(996, 328, 1101, 783, 831)",1,left,AId,"c(""AId1"", ""AId2/3"", ""AId5"", ""AId6a"", ""AId6b"")",WT,mPFF,F,pSyn,"c(996, 328, 1101, 783, 831)",None,99692.00312,4.998660322
36,IM 93,"c(996, 328, 1101, 783, 831)",1,left,AId,"c(""AId1"", ""AId2/3"", ""AId5"", ""AId6a"", ""AId6b"")",WT,mPFF,M,pSyn,"c(996, 328, 1101, 783, 831)",None,99029.50624,4.995764614
37,IM 94,"c(996, 328, 1101, 783, 831)",1,left,AId,"c(""AId1"", ""AId2/3"", ""AId5"", ""AId6a"", ""AId6b"")",WT,mPFF,M,pSyn,"c(996, 328, 1101, 783, 831)",None,101130.7169,5.004883086
38,IM 95,"c(996, 328, 1101, 783, 831)",1,left,AId,"c(""AId1"", ""AId2/3"", ""AId5"", ""AId6a"", ""AId6b"")",WT,mPFF,M,pSyn,"c(996, 328, 1101, 783, 831)",None,112002.6267,5.049228208
39,IM 96,"c(996, 328, 1101, 783, 831)",1,left,AId,"c(""AId1"", ""AId2/3"", ""AId5"", ""AId6a"", ""AId6b"")",WT,mPFF,M,pSyn,"c(996, 328, 1101, 783, 831)",None,95778.03021,4.981265901
40,IM 89,"c(120, 163, 344, 314, 355)",1,left,AIp,"c(""AIp1"", ""AIp2/3"", ""AIp5"", ""AIp6a"", ""AIp6b"")",WT,mPFF,F,pSyn,"c(120, 163, 344, 314, 355)",None,57918.36767,4.762816314
41,IM 90,"c(120, 163, 344, 314, 355)",1,left,AIp,"c(""AIp1"", ""AIp2/3"", ""AIp5"", ""AIp6a"", ""AIp6b"")",WT,mPFF,F,pSyn,"c(120, 163, 344, 314, 355)",None,76251.53046,4.882248565
42,IM 91,"c(120, 163, 344, 314, 355)",1,left,AIp,"c(""AIp1"", ""AIp2/3"", ""AIp5"", ""AIp6a"", ""AIp6b"")",WT,mPFF,F,pSyn,"c(120, 163, 344, 314, 355)",None,66861.61587,4.825176868
43,IM 92,"c(120, 163, 344, 314, 355)",1,left,AIp,"c(""AIp1"", ""AIp2/3"", ""AIp5"", ""AIp6a"", ""AIp6b"")",WT,mPFF,F,pSyn,"c(120, 163, 344, 314, 355)",None,66825.56976,4.82494267
44,IM 93,"c(120, 163, 344, 314, 355)",1,left,AIp,"c(""AIp1"", ""AIp2/3"", ""AIp5"", ""AIp6a"", ""AIp6b"")",WT,mPFF,M,pSyn,"c(120, 163, 344, 314, 355)",None,45402.05307,4.657075492
45,IM 94,"c(120, 163, 344, 314, 355)",1,left,AIp,"c(""AIp1"", ""AIp2/3"", ""AIp5"", ""AIp6a"", ""AIp6b"")",WT,mPFF,M,pSyn,"c(120, 163, 344, 314, 355)",None,63405.34638,4.802125879
46,IM 95,"c(120, 163, 344, 314, 355)",1,left,AIp,"c(""AIp1"", ""AIp2/3"", ""AIp5"", ""AIp6a"", ""AIp6b"")",WT,mPFF,M,pSyn,"c(120, 163, 344, 314, 355)",None,80303.35127,4.90473367
47,IM 96,"c(120, 163, 344, 314, 355)",1,left,AIp,"c(""AIp1"", ""AIp2/3"", ""AIp5"", ""AIp6a"", ""AIp6b"")",WT,mPFF,M,pSyn,"c(120, 163, 344, 314, 355)",None,69685.01385,4.843139391
48,IM 89,"c(704, 694, 800, 675)",1,left,AIv,"c(""AIv1"", ""AIv2/3"", ""AIv5"", ""AIv6a"")",WT,mPFF,F,pSyn,"c(704, 694, 800, 675)",None,59542.93945,4.774830271
49,IM 90,"c(704, 694, 800, 675)",1,left,AIv,"c(""AIv1"", ""AIv2/3"", ""AIv5"", ""AIv6a"")",WT,mPFF,F,pSyn,"c(704, 694, 800, 675)",None,57328.50292,4.758370601
50,IM 91,"c(704, 694, 800, 675)",1,left,AIv,"c(""AIv1"", ""AIv2/3"", ""AIv5"", ""AIv6a"")",WT,mPFF,F,pSyn,"c(704, 694, 800, 675)",None,59317.23718,4.773180915
51,IM 92,"c(704, 694, 800, 675)",1,left,AIv,"c(""AIv1"", ""AIv2/3"", ""AIv5"", ""AIv6a"")",WT,mPFF,F,pSyn,"c(704, 694, 800, 675)",None,62096.00215,4.793063641
52,IM 93,"c(704, 694, 800, 675)",1,left,AIv,"c(""AIv1"", ""AIv2/3"", ""AIv5"", ""AIv6a"")",WT,mPFF,M,pSyn,"c(704, 694, 800, 675)",None,53581.68214,4.729016344
53,IM 94,"c(704, 694, 800, 675)",1,left,AIv,"c(""AIv1"", ""AIv2/3"", ""AIv5"", ""AIv6a"")",WT,mPFF,M,pSyn,"c(704, 694, 800, 675)",None,54148.75302,4.73358846
54,IM 95,"c(704, 694, 800, 675)",1,left,AIv,"c(""AIv1"", ""AIv2/3"", ""AIv5"", ""AIv6a"")",WT,mPFF,M,pSyn,"c(704, 694, 800, 675)",None,53618.35891,4.729313518
55,IM 96,"c(704, 694, 800, 675)",1,left,AIv,"c(""AIv1"", ""AIv2/3"", ""AIv5"", ""AIv6a"")",WT,mPFF,M,pSyn,"c(704, 694, 800, 675)",None,52739.68222,4.722137509
56,IM 89,466,1,left,alv,alv,WT,mPFF,F,pSyn,466,None,126010.0714,5.100405258
57,IM 90,466,1,left,alv,alv,WT,mPFF,F,pSyn,466,None,114810.8604,5.059982971
58,IM 91,466,1,left,alv,alv,WT,mPFF,F,pSyn,466,None,131275.7347,5.118184457
59,IM 92,466,1,left,alv,alv,WT,mPFF,F,pSyn,466,None,129530.8246,5.11237313
60,IM 93,466,1,left,alv,alv,WT,mPFF,M,pSyn,466,None,102845.1692,5.012183897
61,IM 94,466,1,left,alv,alv,WT,mPFF,M,pSyn,466,None,137193.1384,5.137332391
62,IM 95,466,1,left,alv,alv,WT,mPFF,M,pSyn,466,None,148711.4456,5.172344395
63,IM 96,466,1,left,alv,alv,WT,mPFF,M,pSyn,466,None,114200.0837,5.057666422
64,IM 89,884,1,left,amc,amc,WT,mPFF,F,pSyn,884,None,30021.16795,4.477427584
65,IM 90,884,1,left,amc,amc,WT,mPFF,F,pSyn,884,None,33322.15938,4.522733137
66,IM 91,884,1,left,amc,amc,WT,mPFF,F,pSyn,884,None,33577.26411,4.526045307
67,IM 92,884,1,left,amc,amc,WT,mPFF,F,pSyn,884,None,32234.00535,4.508314274
68,IM 93,884,1,left,amc,amc,WT,mPFF,M,pSyn,884,None,29598.19756,4.471265265
69,IM 94,884,1,left,amc,amc,WT,mPFF,M,pSyn,884,None,34274.14344,4.53496661
70,IM 95,884,1,left,amc,amc,WT,mPFF,M,pSyn,884,None,35292.8498,4.547686728
71,IM 96,884,1,left,amc,amc,WT,mPFF,M,pSyn,884,None,30863.24329,4.489441562
72,IM 89,159,1,left,AON,AON,WT,mPFF,F,pSyn,159,None,801184.0194,5.903732278
73,IM 90,159,1,left,AON,AON,WT,mPFF,F,pSyn,159,None,826032.895,5.916997343
74,IM 91,159,1,left,AON,AON,WT,mPFF,F,pSyn,159,None,732275.2367,5.864674348
75,IM 92,159,1,left,AON,AON,WT,mPFF,F,pSyn,159,None,843915.2355,5.926298827
76,IM 93,159,1,left,AON,AON,WT,mPFF,M,pSyn,159,None,781404.6938,5.892876016
77,IM 94,159,1,left,AON,AON,WT,mPFF,M,pSyn,159,None,851545.7298,5.930207975
78,IM 95,159,1,left,AON,AON,WT,mPFF,M,pSyn,159,None,1077047.046,6.032234674
79,IM 96,159,1,left,AON,AON,WT,mPFF,M,pSyn,159,None,771792.9235,5.887500792
80,IM 89,215,1,left,APN,APN,WT,mPFF,F,pSyn,215,None,545885.36,5.737101447
81,IM 90,215,1,left,APN,APN,WT,mPFF,F,pSyn,215,None,373506.6533,5.572298342
82,IM 91,215,1,left,APN,APN,WT,mPFF,F,pSyn,215,None,571952.8594,5.757360236
83,IM 92,215,1,left,APN,APN,WT,mPFF,F,pSyn,215,None,304285.8855,5.483281808
84,IM 93,215,1,left,APN,APN,WT,mPFF,M,pSyn,215,None,560436.3555,5.7485263
85,IM 94,215,1,left,APN,APN,WT,mPFF,M,pSyn,215,None,537086.0286,5.730043855
86,IM 95,215,1,left,APN,APN,WT,mPFF,M,pSyn,215,None,298749.0551,5.47530654
87,IM 96,215,1,left,APN,APN,WT,mPFF,M,pSyn,215,None,551615.4661,5.741636434
88,IM 89,484682508,1,left,APr,APr,WT,mPFF,F,pSyn,484682508,None,49088.27754,4.690977793
89,IM 90,484682508,1,left,APr,APr,WT,mPFF,F,pSyn,484682508,None,195600.0764,5.29136902
90,IM 91,484682508,1,left,APr,APr,WT,mPFF,F,pSyn,484682508,None,110076.9454,5.04169637
91,IM 92,484682508,1,left,APr,APr,WT,mPFF,F,pSyn,484682508,None,54497.11581,4.736373519
92,IM 93,484682508,1,left,APr,APr,WT,mPFF,M,pSyn,484682508,None,170148.5559,5.230828267
93,IM 95,484682508,1,left,APr,APr,WT,mPFF,M,pSyn,484682508,None,82015.23442,4.913894531
94,IM 96,484682508,1,left,APr,APr,WT,mPFF,M,pSyn,484682508,None,73601.48391,4.86688657
95,IM 89,484682524,1,left,ar,ar,WT,mPFF,F,pSyn,484682524,None,63356.65798,4.801792261
96,IM 90,484682524,1,left,ar,ar,WT,mPFF,F,pSyn,484682524,None,49743.56904,4.696736942
97,IM 91,484682524,1,left,ar,ar,WT,mPFF,F,pSyn,484682524,None,53730.99324,4.730224869
98,IM 92,484682524,1,left,ar,ar,WT,mPFF,F,pSyn,484682524,None,52792.19651,4.722569732
99,IM 93,484682524,1,left,ar,ar,WT,mPFF,M,pSyn,484682524,None,101246.9386,5.0053819
100,IM 94,484682524,1,left,ar,ar,WT,mPFF,M,pSyn,484682524,None,52421.33496,4.719508077
101,IM 95,484682524,1,left,ar,ar,WT,mPFF,M,pSyn,484682524,None,50771.25608,4.705617908
102,IM 96,484682524,1,left,ar,ar,WT,mPFF,M,pSyn,484682524,None,44341.9748,4.646815031
103,IM 89,223,1,left,ARH,ARH,WT,mPFF,F,pSyn,223,None,81678.76094,4.912109141
104,IM 90,223,1,left,ARH,ARH,WT,mPFF,F,pSyn,223,None,73282.69654,4.865001441
105,IM 91,223,1,left,ARH,ARH,WT,mPFF,F,pSyn,223,None,83527.26234,4.921828247
106,IM 92,223,1,left,ARH,ARH,WT,mPFF,F,pSyn,223,None,72414.7258,4.859826891
107,IM 93,223,1,left,ARH,ARH,WT,mPFF,M,pSyn,223,None,100912.2826,5.00394403
108,IM 94,223,1,left,ARH,ARH,WT,mPFF,M,pSyn,223,None,81800.7308,4.912757184
109,IM 95,223,1,left,ARH,ARH,WT,mPFF,M,pSyn,223,None,92765.07124,4.967384482
110,IM 96,223,1,left,ARH,ARH,WT,mPFF,M,pSyn,223,None,93477.6094,4.970707597
111,IM 89,231,1,left,AT,AT,WT,mPFF,F,pSyn,231,None,42807.70286,4.631521924
112,IM 90,231,1,left,AT,AT,WT,mPFF,F,pSyn,231,None,36238.05935,4.559164932
113,IM 91,231,1,left,AT,AT,WT,mPFF,F,pSyn,231,None,20929.96473,4.320768497
114,IM 92,231,1,left,AT,AT,WT,mPFF,F,pSyn,231,None,13501.52436,4.130382805
115,IM 93,231,1,left,AT,AT,WT,mPFF,M,pSyn,231,None,35844.90588,4.554427445
116,IM 95,231,1,left,AT,AT,WT,mPFF,M,pSyn,231,None,20595.75394,4.313777695
117,IM 96,231,1,left,AT,AT,WT,mPFF,M,pSyn,231,None,23302.61658,4.36740469
118,IM 89,"c(527, 600, 678, 252, 156, 243)",1,left,AUDd,"c(""AUDd1"", ""AUDd2/3"", ""AUDd4"", ""AUDd5"", ""AUDd6a"", ""AUDd6b"")",WT,mPFF,F,pSyn,"c(527, 600, 678, 252, 156, 243)",None,43919.38261,4.642656227
119,IM 90,"c(527, 600, 678, 252, 156, 243)",1,left,AUDd,"c(""AUDd1"", ""AUDd2/3"", ""AUDd4"", ""AUDd5"", ""AUDd6a"", ""AUDd6b"")",WT,mPFF,F,pSyn,"c(527, 600, 678, 252, 156, 243)",None,48198.29131,4.683031642
120,IM 91,"c(527, 600, 678, 252, 156, 243)",1,left,AUDd,"c(""AUDd1"", ""AUDd2/3"", ""AUDd4"", ""AUDd5"", ""AUDd6a"", ""AUDd6b"")",WT,mPFF,F,pSyn,"c(527, 600, 678, 252, 156, 243)",None,52193.78198,4.717618767
121,IM 92,"c(527, 600, 678, 252, 156, 243)",1,left,AUDd,"c(""AUDd1"", ""AUDd2/3"", ""AUDd4"", ""AUDd5"", ""AUDd6a"", ""AUDd6b"")",WT,mPFF,F,pSyn,"c(527, 600, 678, 252, 156, 243)",None,33495.71556,4.52498926
122,IM 93,"c(527, 600, 678, 252, 156, 243)",1,left,AUDd,"c(""AUDd1"", ""AUDd2/3"", ""AUDd4"", ""AUDd5"", ""AUDd6a"", ""AUDd6b"")",WT,mPFF,M,pSyn,"c(527, 600, 678, 252, 156, 243)",None,58007.9092,4.763487212
123,IM 94,"c(527, 600, 678, 252, 156, 243)",1,left,AUDd,"c(""AUDd1"", ""AUDd2/3"", ""AUDd4"", ""AUDd5"", ""AUDd6a"", ""AUDd6b"")",WT,mPFF,M,pSyn,"c(527, 600, 678, 252, 156, 243)",None,46727.81462,4.66957547
124,IM 95,"c(527, 600, 678, 252, 156, 243)",1,left,AUDd,"c(""AUDd1"", ""AUDd2/3"", ""AUDd4"", ""AUDd5"", ""AUDd6a"", ""AUDd6b"")",WT,mPFF,M,pSyn,"c(527, 600, 678, 252, 156, 243)",None,57171.41501,4.757178941
125,IM 96,"c(527, 600, 678, 252, 156, 243)",1,left,AUDd,"c(""AUDd1"", ""AUDd2/3"", ""AUDd4"", ""AUDd5"", ""AUDd6a"", ""AUDd6b"")",WT,mPFF,M,pSyn,"c(527, 600, 678, 252, 156, 243)",None,61687.11631,4.790194469
126,IM 89,"c(735, 251, 816, 847, 954, 1005)",1,left,AUDp,"c(""AUDp1"", ""AUDp2/3"", ""AUDp4"", ""AUDp5"", ""AUDp6a"", ""AUDp6b"")",WT,mPFF,F,pSyn,"c(735, 251, 816, 847, 954, 1005)",None,93656.86298,4.971539607
127,IM 90,"c(735, 251, 816, 847, 954, 1005)",1,left,AUDp,"c(""AUDp1"", ""AUDp2/3"", ""AUDp4"", ""AUDp5"", ""AUDp6a"", ""AUDp6b"")",WT,mPFF,F,pSyn,"c(735, 251, 816, 847, 954, 1005)",None,96973.10003,4.986651279
128,IM 91,"c(735, 251, 816, 847, 954, 1005)",1,left,AUDp,"c(""AUDp1"", ""AUDp2/3"", ""AUDp4"", ""AUDp5"", ""AUDp6a"", ""AUDp6b"")",WT,mPFF,F,pSyn,"c(735, 251, 816, 847, 954, 1005)",None,83962.6253,4.924086009
129,IM 92,"c(735, 251, 816, 847, 954, 1005)",1,left,AUDp,"c(""AUDp1"", ""AUDp2/3"", ""AUDp4"", ""AUDp5"", ""AUDp6a"", ""AUDp6b"")",WT,mPFF,F,pSyn,"c(735, 251, 816, 847, 954, 1005)",None,94456.75544,4.975233024
130,IM 93,"c(735, 251, 816, 847, 954, 1005)",1,left,AUDp,"c(""AUDp1"", ""AUDp2/3"", ""AUDp4"", ""AUDp5"", ""AUDp6a"", ""AUDp6b"")",WT,mPFF,M,pSyn,"c(735, 251, 816, 847, 954, 1005)",None,93050.43969,4.96871843
131,IM 94,"c(735, 251, 816, 847, 954, 1005)",1,left,AUDp,"c(""AUDp1"", ""AUDp2/3"", ""AUDp4"", ""AUDp5"", ""AUDp6a"", ""AUDp6b"")",WT,mPFF,M,pSyn,"c(735, 251, 816, 847, 954, 1005)",None,76870.62092,4.885760389
132,IM 95,"c(735, 251, 816, 847, 954, 1005)",1,left,AUDp,"c(""AUDp1"", ""AUDp2/3"", ""AUDp4"", ""AUDp5"", ""AUDp6a"", ""AUDp6b"")",WT,mPFF,M,pSyn,"c(735, 251, 816, 847, 954, 1005)",None,85736.22666,4.933164366
133,IM 96,"c(735, 251, 816, 847, 954, 1005)",1,left,AUDp,"c(""AUDp1"", ""AUDp2/3"", ""AUDp4"", ""AUDp5"", ""AUDp6a"", ""AUDp6b"")",WT,mPFF,M,pSyn,"c(735, 251, 816, 847, 954, 1005)",None,73028.16566,4.863490392
134,IM 89,"c(696, 643, 759, 791, 249, 456)",1,left,AUDpo,"c(""AUDpo1"", ""AUDpo2/3"", ""AUDpo4"", ""AUDpo5"", ""AUDpo6a"", ""AUDpo6b"")",WT,mPFF,F,pSyn,"c(696, 643, 759, 791, 249, 456)",None,28111.56109,4.448884964
135,IM 90,"c(696, 643, 759, 791, 249, 456)",1,left,AUDpo,"c(""AUDpo1"", ""AUDpo2/3"", ""AUDpo4"", ""AUDpo5"", ""AUDpo6a"", ""AUDpo6b"")",WT,mPFF,F,pSyn,"c(696, 643, 759, 791, 249, 456)",None,39960.86747,4.601634907
136,IM 91,"c(696, 643, 759, 791, 249, 456)",1,left,AUDpo,"c(""AUDpo1"", ""AUDpo2/3"", ""AUDpo4"", ""AUDpo5"", ""AUDpo6a"", ""AUDpo6b"")",WT,mPFF,F,pSyn,"c(696, 643, 759, 791, 249, 456)",None,27882.46316,4.445331137
137,IM 92,"c(696, 643, 759, 791, 249, 456)",1,left,AUDpo,"c(""AUDpo1"", ""AUDpo2/3"", ""AUDpo4"", ""AUDpo5"", ""AUDpo6a"", ""AUDpo6b"")",WT,mPFF,F,pSyn,"c(696, 643, 759, 791, 249, 456)",None,27413.25238,4.437960565
138,IM 93,"c(696, 643, 759, 791, 249)",1,left,AUDpo,"c(""AUDpo1"", ""AUDpo2/3"", ""AUDpo4"", ""AUDpo5"", ""AUDpo6a"")",WT,mPFF,M,pSyn,"c(696, 643, 759, 791, 249)",None,7852.267619,3.894995093
139,IM 94,"c(696, 643, 759, 791, 249, 456)",1,left,AUDpo,"c(""AUDpo1"", ""AUDpo2/3"", ""AUDpo4"", ""AUDpo5"", ""AUDpo6a"", ""AUDpo6b"")",WT,mPFF,M,pSyn,"c(696, 643, 759, 791, 249, 456)",None,33314.84889,4.522637848
140,IM 95,"c(696, 643, 759, 791, 249, 456)",1,left,AUDpo,"c(""AUDpo1"", ""AUDpo2/3"", ""AUDpo4"", ""AUDpo5"", ""AUDpo6a"", ""AUDpo6b"")",WT,mPFF,M,pSyn,"c(696, 643, 759, 791, 249, 456)",None,40292.60213,4.605225316
141,IM 96,"c(696, 643, 759, 791, 249, 456)",1,left,AUDpo,"c(""AUDpo1"", ""AUDpo2/3"", ""AUDpo4"", ""AUDpo5"", ""AUDpo6a"", ""AUDpo6b"")",WT,mPFF,M,pSyn,"c(696, 643, 759, 791, 249, 456)",None,41649.33839,4.619608107
142,IM 89,"c(959, 755, 990, 1023, 520, 598)",1,left,AUDv,"c(""AUDv1"", ""AUDv2/3"", ""AUDv4"", ""AUDv5"", ""AUDv6a"", ""AUDv6b"")",WT,mPFF,F,pSyn,"c(959, 755, 990, 1023, 520, 598)",None,52452.17186,4.719763476
143,IM 90,"c(959, 755, 990, 1023, 520, 598)",1,left,AUDv,"c(""AUDv1"", ""AUDv2/3"", ""AUDv4"", ""AUDv5"", ""AUDv6a"", ""AUDv6b"")",WT,mPFF,F,pSyn,"c(959, 755, 990, 1023, 520, 598)",None,46595.64574,4.668345335
144,IM 91,"c(959, 755, 990, 1023, 520, 598)",1,left,AUDv,"c(""AUDv1"", ""AUDv2/3"", ""AUDv4"", ""AUDv5"", ""AUDv6a"", ""AUDv6b"")",WT,mPFF,F,pSyn,"c(959, 755, 990, 1023, 520, 598)",None,52649.1033,4.721390979
145,IM 92,"c(959, 755, 990, 1023, 520, 598)",1,left,AUDv,"c(""AUDv1"", ""AUDv2/3"", ""AUDv4"", ""AUDv5"", ""AUDv6a"", ""AUDv6b"")",WT,mPFF,F,pSyn,"c(959, 755, 990, 1023, 520, 598)",None,43167.1275,4.63515315
146,IM 93,"c(959, 755, 990, 1023, 520, 598)",1,left,AUDv,"c(""AUDv1"", ""AUDv2/3"", ""AUDv4"", ""AUDv5"", ""AUDv6a"", ""AUDv6b"")",WT,mPFF,M,pSyn,"c(959, 755, 990, 1023, 520, 598)",None,71727.80886,4.855687564
147,IM 94,"c(959, 755, 990, 1023, 520, 598)",1,left,AUDv,"c(""AUDv1"", ""AUDv2/3"", ""AUDv4"", ""AUDv5"", ""AUDv6a"", ""AUDv6b"")",WT,mPFF,M,pSyn,"c(959, 755, 990, 1023, 520, 598)",None,47022.24291,4.672303341
148,IM 95,"c(959, 755, 990, 1023, 520, 598)",1,left,AUDv,"c(""AUDv1"", ""AUDv2/3"", ""AUDv4"", ""AUDv5"", ""AUDv6a"", ""AUDv6b"")",WT,mPFF,M,pSyn,"c(959, 755, 990, 1023, 520, 598)",None,44123.19315,4.644666934
149,IM 96,"c(959, 755, 990, 1023, 520, 598)",1,left,AUDv,"c(""AUDv1"", ""AUDv2/3"", ""AUDv4"", ""AUDv5"", ""AUDv6a"", ""AUDv6b"")",WT,mPFF,M,pSyn,"c(959, 755, 990, 1023, 520, 598)",None,51407.5702,4.711027077
150,IM 89,292,1,left,BA,BA,WT,mPFF,F,pSyn,292,None,37803.09053,4.577527306
