,mouse,Region ID,mpi,side,parent,daughter,genotype,treatment,sex,marker,forRemove,batch,Region Area,Logged Region Area
2568,IM 67,"c(269, 869, 902, 377, 393)",3,left,VISpl,"c(""VISpl2/3"", ""VISpl4"", ""VISpl5"", ""VISpl6a"", ""VISpl6b"")",WT,mPFF,F,pSyn,"c(269, 869, 902, 377, 393)",WT5,59368.19945,4.773553878
2569,IM 69,"c(269, 869, 902, 377, 393)",3,left,VISpl,"c(""VISpl2/3"", ""VISpl4"", ""VISpl5"", ""VISpl6a"", ""VISpl6b"")",WT,mPFF,M,pSyn,"c(269, 869, 902, 377, 393)",WT5,65909.94932,4.818950978
2570,IM 71,"c(750, 269, 869, 902, 377)",3,left,VISpl,"c(""VISpl1"", ""VISpl2/3"", ""VISpl4"", ""VISpl5"", ""VISpl6a"")",WT,mPFF,M,pSyn,"c(750, 269, 869, 902, 377)",WT5,57744.07082,4.761507397
2571,IM 72,"c(869, 902, 377, 393)",3,left,VISpl,"c(""VISpl4"", ""VISpl5"", ""VISpl6a"", ""VISpl6b"")",WT,mPFF,M,pSyn,"c(869, 902, 377, 393)",WT5,37822.76928,4.577753324
2572,IM 98,"c(869, 902, 377, 393)",3,left,VISpl,"c(""VISpl4"", ""VISpl5"", ""VISpl6a"", ""VISpl6b"")",WT,None,M,pSyn,"c(869, 902, 377, 393)",WT6,35526.19213,4.55054866
2573,IM 99,"c(869, 902, 377, 393)",3,left,VISpl,"c(""VISpl4"", ""VISpl5"", ""VISpl6a"", ""VISpl6b"")",WT,None,M,pSyn,"c(869, 902, 377, 393)",WT6,49983.54642,4.698827067
2574,IM 100,"c(805, 41, 501, 565, 257, 469)",3,left,VISpm,"c(""VISpm1"", ""VISpm2/3"", ""VISpm4"", ""VISpm5"", ""VISpm6a"", ""VISpm6b"")",WT,None,M,pSyn,"c(805, 41, 501, 565, 257, 469)",WT6,28464.20522,4.454299062
2575,IM 101,"c(805, 41, 501, 565, 257, 469)",3,left,VISpm,"c(""VISpm1"", ""VISpm2/3"", ""VISpm4"", ""VISpm5"", ""VISpm6a"", ""VISpm6b"")",WT,None,F,pSyn,"c(805, 41, 501, 565, 257, 469)",WT6,50300.25463,4.701570184
2576,IM 102,"c(805, 41, 501, 565, 257, 469)",3,left,VISpm,"c(""VISpm1"", ""VISpm2/3"", ""VISpm4"", ""VISpm5"", ""VISpm6a"", ""VISpm6b"")",WT,None,F,pSyn,"c(805, 41, 501, 565, 257, 469)",WT6,37680.21046,4.57611332
2577,IM 103,"c(805, 41, 501, 565, 257, 469)",3,left,VISpm,"c(""VISpm1"", ""VISpm2/3"", ""VISpm4"", ""VISpm5"", ""VISpm6a"", ""VISpm6b"")",WT,None,F,pSyn,"c(805, 41, 501, 565, 257, 469)",WT6,44147.37146,4.644904851
2578,IM 104,"c(805, 41, 501, 565, 257, 469)",3,left,VISpm,"c(""VISpm1"", ""VISpm2/3"", ""VISpm4"", ""VISpm5"", ""VISpm6a"", ""VISpm6b"")",WT,None,F,pSyn,"c(805, 41, 501, 565, 257, 469)",WT6,50647.90613,4.704561496
2579,IM 66,"c(805, 41, 501, 565, 257)",3,left,VISpm,"c(""VISpm1"", ""VISpm2/3"", ""VISpm4"", ""VISpm5"", ""VISpm6a"")",WT,mPFF,F,pSyn,"c(805, 41, 501, 565, 257)",WT5,18850.6358,4.275326003
2580,IM 67,"c(805, 41, 501, 565, 257, 469)",3,left,VISpm,"c(""VISpm1"", ""VISpm2/3"", ""VISpm4"", ""VISpm5"", ""VISpm6a"", ""VISpm6b"")",WT,mPFF,F,pSyn,"c(805, 41, 501, 565, 257, 469)",WT5,51247.62321,4.709673728
2581,IM 69,"c(805, 41, 501, 565, 257, 469)",3,left,VISpm,"c(""VISpm1"", ""VISpm2/3"", ""VISpm4"", ""VISpm5"", ""VISpm6a"", ""VISpm6b"")",WT,mPFF,M,pSyn,"c(805, 41, 501, 565, 257, 469)",WT5,35936.01649,4.555529934
2582,IM 71,"c(805, 41, 501, 565, 257, 469)",3,left,VISpm,"c(""VISpm1"", ""VISpm2/3"", ""VISpm4"", ""VISpm5"", ""VISpm6a"", ""VISpm6b"")",WT,mPFF,M,pSyn,"c(805, 41, 501, 565, 257, 469)",WT5,29462.69031,4.469272401
2583,IM 72,"c(805, 41, 501, 565, 257, 469)",3,left,VISpm,"c(""VISpm1"", ""VISpm2/3"", ""VISpm4"", ""VISpm5"", ""VISpm6a"", ""VISpm6b"")",WT,mPFF,M,pSyn,"c(805, 41, 501, 565, 257, 469)",WT5,31614.44412,4.49988555
2584,IM 98,"c(805, 41, 501, 565, 257, 469)",3,left,VISpm,"c(""VISpm1"", ""VISpm2/3"", ""VISpm4"", ""VISpm5"", ""VISpm6a"", ""VISpm6b"")",WT,None,M,pSyn,"c(805, 41, 501, 565, 257, 469)",WT6,48886.56468,4.68918952
2585,IM 99,"c(805, 41, 501, 565, 257, 469)",3,left,VISpm,"c(""VISpm1"", ""VISpm2/3"", ""VISpm4"", ""VISpm5"", ""VISpm6a"", ""VISpm6b"")",WT,None,M,pSyn,"c(805, 41, 501, 565, 257, 469)",WT6,43841.20507,4.641882483
2586,IM 100,"c(312782632, 312782636, 312782640, 312782644, 312782648, 312782652)",3,left,VISpor,"c(""VISpor1"", ""VISpor2/3"", ""VISpor4"", ""VISpor5"", ""VISpor6a"", ""VISpor6b"")",WT,None,M,pSyn,"c(312782632, 312782636, 312782640, 312782644, 312782648, 312782652)",WT6,123678.5638,5.092294433
2587,IM 101,"c(312782632, 312782636, 312782640, 312782644, 312782648, 312782652)",3,left,VISpor,"c(""VISpor1"", ""VISpor2/3"", ""VISpor4"", ""VISpor5"", ""VISpor6a"", ""VISpor6b"")",WT,None,F,pSyn,"c(312782632, 312782636, 312782640, 312782644, 312782648, 312782652)",WT6,118928.5479,5.075286116
2588,IM 102,"c(312782632, 312782636, 312782640, 312782644, 312782648, 312782652)",3,left,VISpor,"c(""VISpor1"", ""VISpor2/3"", ""VISpor4"", ""VISpor5"", ""VISpor6a"", ""VISpor6b"")",WT,None,F,pSyn,"c(312782632, 312782636, 312782640, 312782644, 312782648, 312782652)",WT6,129661.0272,5.112809458
2589,IM 103,"c(312782632, 312782636, 312782644)",3,left,VISpor,"c(""VISpor1"", ""VISpor2/3"", ""VISpor5"")",WT,None,F,pSyn,"c(312782632, 312782636, 312782644)",WT6,137238.8609,5.137477105
2590,IM 104,"c(312782632, 312782636, 312782640, 312782644, 312782648, 312782652)",3,left,VISpor,"c(""VISpor1"", ""VISpor2/3"", ""VISpor4"", ""VISpor5"", ""VISpor6a"", ""VISpor6b"")",WT,None,F,pSyn,"c(312782632, 312782636, 312782640, 312782644, 312782648, 312782652)",WT6,139843.5517,5.145642446
2591,IM 66,"c(312782632, 312782636, 312782640, 312782644, 312782648)",3,left,VISpor,"c(""VISpor1"", ""VISpor2/3"", ""VISpor4"", ""VISpor5"", ""VISpor6a"")",WT,mPFF,F,pSyn,"c(312782632, 312782636, 312782640, 312782644, 312782648)",WT5,160521.3152,5.205532709
2592,IM 67,"c(312782632, 312782636, 312782640, 312782644, 312782648)",3,left,VISpor,"c(""VISpor1"", ""VISpor2/3"", ""VISpor4"", ""VISpor5"", ""VISpor6a"")",WT,mPFF,F,pSyn,"c(312782632, 312782636, 312782640, 312782644, 312782648)",WT5,133058.0403,5.124041123
2593,IM 69,"c(312782632, 312782636, 312782640, 312782644, 312782648)",3,left,VISpor,"c(""VISpor1"", ""VISpor2/3"", ""VISpor4"", ""VISpor5"", ""VISpor6a"")",WT,mPFF,M,pSyn,"c(312782632, 312782636, 312782640, 312782644, 312782648)",WT5,135661.7998,5.132457575
2594,IM 71,"c(312782632, 312782636, 312782640, 312782644, 312782648)",3,left,VISpor,"c(""VISpor1"", ""VISpor2/3"", ""VISpor4"", ""VISpor5"", ""VISpor6a"")",WT,mPFF,M,pSyn,"c(312782632, 312782636, 312782640, 312782644, 312782648)",WT5,131311.8397,5.118303886
2595,IM 72,"c(312782632, 312782636, 312782640, 312782644, 312782648)",3,left,VISpor,"c(""VISpor1"", ""VISpor2/3"", ""VISpor4"", ""VISpor5"", ""VISpor6a"")",WT,mPFF,M,pSyn,"c(312782632, 312782636, 312782640, 312782644, 312782648)",WT5,139235.6931,5.143750581
2596,IM 98,"c(312782632, 312782636, 312782640, 312782644, 312782648, 312782652)",3,left,VISpor,"c(""VISpor1"", ""VISpor2/3"", ""VISpor4"", ""VISpor5"", ""VISpor6a"", ""VISpor6b"")",WT,None,M,pSyn,"c(312782632, 312782636, 312782640, 312782644, 312782648, 312782652)",WT6,134330.0395,5.128173143
2597,IM 99,"c(312782632, 312782636, 312782640, 312782644, 312782648)",3,left,VISpor,"c(""VISpor1"", ""VISpor2/3"", ""VISpor4"", ""VISpor5"", ""VISpor6a"")",WT,None,M,pSyn,"c(312782632, 312782636, 312782640, 312782644, 312782648)",WT6,156534.9051,5.194611194
2598,IM 101,"c(312782604, 312782608, 312782612, 312782616, 312782620, 312782624)",3,left,VISrl,"c(""VISrl1"", ""VISrl2/3"", ""VISrl4"", ""VISrl5"", ""VISrl6a"", ""VISrl6b"")",WT,None,F,pSyn,"c(312782604, 312782608, 312782612, 312782616, 312782620, 312782624)",WT6,25300.4058,4.403127487
2599,IM 102,"c(312782604, 312782608, 312782612, 312782616, 312782620, 312782624)",3,left,VISrl,"c(""VISrl1"", ""VISrl2/3"", ""VISrl4"", ""VISrl5"", ""VISrl6a"", ""VISrl6b"")",WT,None,F,pSyn,"c(312782604, 312782608, 312782612, 312782616, 312782620, 312782624)",WT6,44604.91822,4.649382748
2600,IM 103,"c(312782604, 312782608, 312782612, 312782616, 312782620, 312782624)",3,left,VISrl,"c(""VISrl1"", ""VISrl2/3"", ""VISrl4"", ""VISrl5"", ""VISrl6a"", ""VISrl6b"")",WT,None,F,pSyn,"c(312782604, 312782608, 312782612, 312782616, 312782620, 312782624)",WT6,34783.95875,4.541379008
2601,IM 104,"c(312782604, 312782608, 312782612, 312782616, 312782620, 312782624)",3,left,VISrl,"c(""VISrl1"", ""VISrl2/3"", ""VISrl4"", ""VISrl5"", ""VISrl6a"", ""VISrl6b"")",WT,None,F,pSyn,"c(312782604, 312782608, 312782612, 312782616, 312782620, 312782624)",WT6,61218.53946,4.786882964
2602,IM 66,"c(312782604, 312782608, 312782612, 312782616, 312782620, 312782624)",3,left,VISrl,"c(""VISrl1"", ""VISrl2/3"", ""VISrl4"", ""VISrl5"", ""VISrl6a"", ""VISrl6b"")",WT,mPFF,F,pSyn,"c(312782604, 312782608, 312782612, 312782616, 312782620, 312782624)",WT5,24006.54973,4.380329747
2603,IM 67,"c(312782604, 312782608, 312782612, 312782616, 312782620)",3,left,VISrl,"c(""VISrl1"", ""VISrl2/3"", ""VISrl4"", ""VISrl5"", ""VISrl6a"")",WT,mPFF,F,pSyn,"c(312782604, 312782608, 312782612, 312782616, 312782620)",WT5,11568.32005,4.063270296
2604,IM 69,"c(312782604, 312782608, 312782612, 312782616, 312782620, 312782624)",3,left,VISrl,"c(""VISrl1"", ""VISrl2/3"", ""VISrl4"", ""VISrl5"", ""VISrl6a"", ""VISrl6b"")",WT,mPFF,M,pSyn,"c(312782604, 312782608, 312782612, 312782616, 312782620, 312782624)",WT5,40028.22131,4.602366292
2605,IM 71,"c(312782604, 312782608, 312782612, 312782616, 312782620, 312782624)",3,left,VISrl,"c(""VISrl1"", ""VISrl2/3"", ""VISrl4"", ""VISrl5"", ""VISrl6a"", ""VISrl6b"")",WT,mPFF,M,pSyn,"c(312782604, 312782608, 312782612, 312782616, 312782620, 312782624)",WT5,73814.79242,4.868143403
2606,IM 72,"c(312782604, 312782608, 312782612, 312782616, 312782620, 312782624)",3,left,VISrl,"c(""VISrl1"", ""VISrl2/3"", ""VISrl4"", ""VISrl5"", ""VISrl6a"", ""VISrl6b"")",WT,mPFF,M,pSyn,"c(312782604, 312782608, 312782612, 312782616, 312782620, 312782624)",WT5,76876.93075,4.885796036
2607,IM 98,"c(312782604, 312782608, 312782612, 312782616, 312782620, 312782624)",3,left,VISrl,"c(""VISrl1"", ""VISrl2/3"", ""VISrl4"", ""VISrl5"", ""VISrl6a"", ""VISrl6b"")",WT,None,M,pSyn,"c(312782604, 312782608, 312782612, 312782616, 312782620, 312782624)",WT6,19028.11511,4.27939577
2608,IM 99,"c(312782604, 312782608, 312782612, 312782616, 312782620, 312782624)",3,left,VISrl,"c(""VISrl1"", ""VISrl2/3"", ""VISrl4"", ""VISrl5"", ""VISrl6a"", ""VISrl6b"")",WT,None,M,pSyn,"c(312782604, 312782608, 312782612, 312782616, 312782620, 312782624)",WT6,37326.77417,4.572020459
2609,IM 67,689,3,left,VLPO,VLPO,WT,mPFF,F,pSyn,689,WT5,32261.46598,4.508684098
2610,IM 69,689,3,left,VLPO,VLPO,WT,mPFF,M,pSyn,689,WT5,20566.97687,4.31317046
2611,IM 72,689,3,left,VLPO,VLPO,WT,mPFF,M,pSyn,689,WT5,40873.17324,4.611438356
2612,IM 100,685,3,left,VM,VM,WT,None,M,pSyn,685,WT6,240308.1417,5.380768485
2613,IM 101,685,3,left,VM,VM,WT,None,F,pSyn,685,WT6,242342.0762,5.384428824
2614,IM 102,685,3,left,VM,VM,WT,None,F,pSyn,685,WT6,274245.5518,5.438139592
2615,IM 103,685,3,left,VM,VM,WT,None,F,pSyn,685,WT6,280287.3131,5.44760344
2616,IM 104,685,3,left,VM,VM,WT,None,F,pSyn,685,WT6,243297.9172,5.386138391
2617,IM 66,685,3,left,VM,VM,WT,mPFF,F,pSyn,685,WT5,284177.3003,5.453589384
2618,IM 67,685,3,left,VM,VM,WT,mPFF,F,pSyn,685,WT5,290064.731,5.462494926
2619,IM 69,685,3,left,VM,VM,WT,mPFF,M,pSyn,685,WT5,273542.4804,5.437024781
2620,IM 71,685,3,left,VM,VM,WT,mPFF,M,pSyn,685,WT5,275976.1598,5.440871567
2621,IM 72,685,3,left,VM,VM,WT,mPFF,M,pSyn,685,WT5,264008.2154,5.421617442
2622,IM 98,685,3,left,VM,VM,WT,None,M,pSyn,685,WT6,205990.0567,5.313846257
2623,IM 99,685,3,left,VM,VM,WT,None,M,pSyn,685,WT6,251173.897,5.399974504
2624,IM 100,693,3,left,VMH,VMH,WT,None,M,pSyn,693,WT6,219665.7891,5.341762425
2625,IM 101,693,3,left,VMH,VMH,WT,None,F,pSyn,693,WT6,152898.9369,5.184404466
2626,IM 102,693,3,left,VMH,VMH,WT,None,F,pSyn,693,WT6,236315.7548,5.373492676
2627,IM 103,693,3,left,VMH,VMH,WT,None,F,pSyn,693,WT6,287356.8744,5.458421591
2628,IM 104,693,3,left,VMH,VMH,WT,None,F,pSyn,693,WT6,138448.5524,5.141288419
2629,IM 66,693,3,left,VMH,VMH,WT,mPFF,F,pSyn,693,WT5,166536.4616,5.221509333
2630,IM 67,693,3,left,VMH,VMH,WT,mPFF,F,pSyn,693,WT5,197088.8556,5.294662068
2631,IM 69,693,3,left,VMH,VMH,WT,mPFF,M,pSyn,693,WT5,207016.3598,5.316004668
2632,IM 71,693,3,left,VMH,VMH,WT,mPFF,M,pSyn,693,WT5,163195.7418,5.212708823
2633,IM 72,693,3,left,VMH,VMH,WT,mPFF,M,pSyn,693,WT5,145973.5267,5.164274101
2634,IM 98,693,3,left,VMH,VMH,WT,None,M,pSyn,693,WT6,277719.0115,5.443605611
2635,IM 99,693,3,left,VMH,VMH,WT,None,M,pSyn,693,WT6,205715.5863,5.313267198
2636,IM 101,"c(725, 741)",3,left,VP,"c(""VPLpc"", ""VPMpc"")",WT,None,F,pSyn,"c(725, 741)",WT6,149291.5458,5.174035215
2637,IM 102,"c(725, 741)",3,left,VP,"c(""VPLpc"", ""VPMpc"")",WT,None,F,pSyn,"c(725, 741)",WT6,65624.22215,4.817064169
2638,IM 103,"c(725, 741)",3,left,VP,"c(""VPLpc"", ""VPMpc"")",WT,None,F,pSyn,"c(725, 741)",WT6,118462.8979,5.073582353
2639,IM 104,"c(725, 741)",3,left,VP,"c(""VPLpc"", ""VPMpc"")",WT,None,F,pSyn,"c(725, 741)",WT6,153228.5819,5.185339782
2640,IM 66,"c(725, 741)",3,left,VP,"c(""VPLpc"", ""VPMpc"")",WT,mPFF,F,pSyn,"c(725, 741)",WT5,103383.0448,5.014449319
2641,IM 67,"c(725, 741)",3,left,VP,"c(""VPLpc"", ""VPMpc"")",WT,mPFF,F,pSyn,"c(725, 741)",WT5,173240.0668,5.238648342
2642,IM 69,"c(725, 741)",3,left,VP,"c(""VPLpc"", ""VPMpc"")",WT,mPFF,M,pSyn,"c(725, 741)",WT5,66664.64799,4.82389559
2643,IM 71,"c(725, 741)",3,left,VP,"c(""VPLpc"", ""VPMpc"")",WT,mPFF,M,pSyn,"c(725, 741)",WT5,178050.9874,5.250544386
2644,IM 72,"c(725, 741)",3,left,VP,"c(""VPLpc"", ""VPMpc"")",WT,mPFF,M,pSyn,"c(725, 741)",WT5,168326.6863,5.226152974
2645,IM 98,"c(725, 741)",3,left,VP,"c(""VPLpc"", ""VPMpc"")",WT,None,M,pSyn,"c(725, 741)",WT6,111709.6727,5.048090779
2646,IM 99,"c(725, 741)",3,left,VP,"c(""VPLpc"", ""VPMpc"")",WT,None,M,pSyn,"c(725, 741)",WT6,129181.0617,5.11119885
2647,IM 100,718,3,left,VPL,VPL,WT,None,M,pSyn,718,WT6,246929.2736,5.392572579
2648,IM 101,718,3,left,VPL,VPL,WT,None,F,pSyn,718,WT6,223581.6895,5.349436234
2649,IM 102,718,3,left,VPL,VPL,WT,None,F,pSyn,718,WT6,229175.7082,5.360168582
2650,IM 103,718,3,left,VPL,VPL,WT,None,F,pSyn,718,WT6,179756.7932,5.254685312
2651,IM 104,718,3,left,VPL,VPL,WT,None,F,pSyn,718,WT6,209345.2439,5.320863099
2652,IM 66,718,3,left,VPL,VPL,WT,mPFF,F,pSyn,718,WT5,250162.8455,5.398222808
2653,IM 67,718,3,left,VPL,VPL,WT,mPFF,F,pSyn,718,WT5,267372.312,5.427116431
2654,IM 69,718,3,left,VPL,VPL,WT,mPFF,M,pSyn,718,WT5,229233.2483,5.360277609
2655,IM 71,718,3,left,VPL,VPL,WT,mPFF,M,pSyn,718,WT5,253591.4653,5.404134633
2656,IM 72,718,3,left,VPL,VPL,WT,mPFF,M,pSyn,718,WT5,217090.5279,5.336640875
2657,IM 98,718,3,left,VPL,VPL,WT,None,M,pSyn,718,WT6,220132.8951,5.342684945
2658,IM 99,718,3,left,VPL,VPL,WT,None,M,pSyn,718,WT6,222028.0909,5.346407925
2659,IM 100,733,3,left,VPM,VPM,WT,None,M,pSyn,733,WT6,353646.3414,5.548569169
2660,IM 101,733,3,left,VPM,VPM,WT,None,F,pSyn,733,WT6,368461.2166,5.566391782
2661,IM 102,733,3,left,VPM,VPM,WT,None,F,pSyn,733,WT6,602059.0068,5.779639058
2662,IM 103,733,3,left,VPM,VPM,WT,None,F,pSyn,733,WT6,427860.1613,5.631301851
2663,IM 104,733,3,left,VPM,VPM,WT,None,F,pSyn,733,WT6,351763.8141,5.546251162
2664,IM 66,733,3,left,VPM,VPM,WT,mPFF,F,pSyn,733,WT5,496368.8664,5.695804534
2665,IM 67,733,3,left,VPM,VPM,WT,mPFF,F,pSyn,733,WT5,415188.3366,5.618245145
2666,IM 69,733,3,left,VPM,VPM,WT,mPFF,M,pSyn,733,WT5,482011.1618,5.683057095
2667,IM 71,733,3,left,VPM,VPM,WT,mPFF,M,pSyn,733,WT5,416076.5114,5.619173199
2668,IM 72,733,3,left,VPM,VPM,WT,mPFF,M,pSyn,733,WT5,372556.7669,5.571192456
2669,IM 98,733,3,left,VPM,VPM,WT,None,M,pSyn,733,WT6,392979.0454,5.594369393
2670,IM 99,733,3,left,VPM,VPM,WT,None,M,pSyn,733,WT6,468035.9862,5.670279246
2671,IM 100,749,3,left,VTA,VTA,WT,None,M,pSyn,749,WT6,180969.6717,5.257605799
2672,IM 101,749,3,left,VTA,VTA,WT,None,F,pSyn,749,WT6,148479.896,5.171667655
2673,IM 102,749,3,left,VTA,VTA,WT,None,F,pSyn,749,WT6,226981.9849,5.35599139
2674,IM 103,749,3,left,VTA,VTA,WT,None,F,pSyn,749,WT6,272984.6639,5.436138249
2675,IM 104,749,3,left,VTA,VTA,WT,None,F,pSyn,749,WT6,147568.3757,5.168993297
2676,IM 66,749,3,left,VTA,VTA,WT,mPFF,F,pSyn,749,WT5,273519.0293,5.436987547
2677,IM 67,749,3,left,VTA,VTA,WT,mPFF,F,pSyn,749,WT5,223218.5104,5.348730206
2678,IM 69,749,3,left,VTA,VTA,WT,mPFF,M,pSyn,749,WT5,321140.0796,5.506694511
2679,IM 71,749,3,left,VTA,VTA,WT,mPFF,M,pSyn,749,WT5,311819.985,5.493903946
2680,IM 72,749,3,left,VTA,VTA,WT,mPFF,M,pSyn,749,WT5,223658.029,5.349584493
2681,IM 98,749,3,left,VTA,VTA,WT,None,M,pSyn,749,WT6,219226.8235,5.340893691
2682,IM 99,749,3,left,VTA,VTA,WT,None,M,pSyn,749,WT6,252757.968,5.402704855
2683,IM 67,397,3,left,vtd,vtd,WT,mPFF,F,pSyn,397,WT5,5378.759288,3.73068211
2684,IM 103,757,3,left,VTN,VTN,WT,None,F,pSyn,757,WT6,31170.97156,4.493750339
2685,IM 67,757,3,left,VTN,VTN,WT,mPFF,F,pSyn,757,WT5,11240.82318,4.050798117
2686,IM 71,757,3,left,VTN,VTN,WT,mPFF,M,pSyn,757,WT5,22368.57837,4.349638384
2687,IM 100,560581559,3,left,Xi,Xi,WT,None,M,pSyn,560581559,WT6,24926.61437,4.396663295
2688,IM 101,560581559,3,left,Xi,Xi,WT,None,F,pSyn,560581559,WT6,41933.3832,4.622559903
2689,IM 102,560581559,3,left,Xi,Xi,WT,None,F,pSyn,560581559,WT6,17068.90977,4.232205783
2690,IM 103,560581559,3,left,Xi,Xi,WT,None,F,pSyn,560581559,WT6,34931.95,4.54322283
2691,IM 104,560581559,3,left,Xi,Xi,WT,None,F,pSyn,560581559,WT6,24646.9439,4.391763077
2692,IM 66,560581559,3,left,Xi,Xi,WT,mPFF,F,pSyn,560581559,WT5,23312.93229,4.367596902
2693,IM 67,560581559,3,left,Xi,Xi,WT,mPFF,F,pSyn,560581559,WT5,40762.51385,4.61026096
2694,IM 71,560581559,3,left,Xi,Xi,WT,mPFF,M,pSyn,560581559,WT5,20722.859,4.316449672
2695,IM 72,560581559,3,left,Xi,Xi,WT,mPFF,M,pSyn,560581559,WT5,36530.24142,4.562652542
2696,IM 98,560581559,3,left,Xi,Xi,WT,None,M,pSyn,560581559,WT6,25427.77788,4.405308409
2697,IM 99,560581559,3,left,Xi,Xi,WT,None,M,pSyn,560581559,WT6,24930.87922,4.396737595
2698,IM 100,797,3,left,ZI,ZI,WT,None,M,pSyn,797,WT6,136943.3757,5.136541029
2699,IM 101,797,3,left,ZI,ZI,WT,None,F,pSyn,797,WT6,232664.5678,5.36673025
2700,IM 102,797,3,left,ZI,ZI,WT,None,F,pSyn,797,WT6,162726.9483,5.21145948
2701,IM 103,797,3,left,ZI,ZI,WT,None,F,pSyn,797,WT6,210723.0287,5.323712
2702,IM 104,797,3,left,ZI,ZI,WT,None,F,pSyn,797,WT6,245031.9228,5.389222668
2703,IM 66,797,3,left,ZI,ZI,WT,mPFF,F,pSyn,797,WT5,257060.4099,5.410035196
2704,IM 67,797,3,left,ZI,ZI,WT,mPFF,F,pSyn,797,WT5,301331.9545,5.479045189
2705,IM 69,797,3,left,ZI,ZI,WT,mPFF,M,pSyn,797,WT5,178169.8014,5.250834096
2706,IM 71,797,3,left,ZI,ZI,WT,mPFF,M,pSyn,797,WT5,322916.4171,5.509090125
2707,IM 72,797,3,left,ZI,ZI,WT,mPFF,M,pSyn,797,WT5,224316.8939,5.350861983
2708,IM 98,797,3,left,ZI,ZI,WT,None,M,pSyn,797,WT6,163747.9037,5.214175749
2709,IM 99,797,3,left,ZI,ZI,WT,None,M,pSyn,797,WT6,190189.779,5.279187174
2710,IM 100,"c(935, 211, 1015, 919, 927)",3,right,ACAd,"c(""ACAd1"", ""ACAd2/3"", ""ACAd5"", ""ACAd6a"", ""ACAd6b"")",WT,None,M,pSyn,"c(935, 211, 1015, 919, 927)",WT6,78009.59463,4.892148021
2711,IM 101,"c(935, 211, 1015, 919, 927)",3,right,ACAd,"c(""ACAd1"", ""ACAd2/3"", ""ACAd5"", ""ACAd6a"", ""ACAd6b"")",WT,None,F,pSyn,"c(935, 211, 1015, 919, 927)",WT6,52515.88354,4.720290677
2712,IM 102,"c(935, 211, 1015, 919, 927)",3,right,ACAd,"c(""ACAd1"", ""ACAd2/3"", ""ACAd5"", ""ACAd6a"", ""ACAd6b"")",WT,None,F,pSyn,"c(935, 211, 1015, 919, 927)",WT6,79774.67025,4.901865018
2713,IM 103,"c(935, 211, 1015, 919, 927)",3,right,ACAd,"c(""ACAd1"", ""ACAd2/3"", ""ACAd5"", ""ACAd6a"", ""ACAd6b"")",WT,None,F,pSyn,"c(935, 211, 1015, 919, 927)",WT6,76567.60625,4.88404507
2714,IM 104,"c(935, 211, 1015, 919, 927)",3,right,ACAd,"c(""ACAd1"", ""ACAd2/3"", ""ACAd5"", ""ACAd6a"", ""ACAd6b"")",WT,None,F,pSyn,"c(935, 211, 1015, 919, 927)",WT6,69630.28382,4.842798165
2715,IM 66,"c(935, 211, 1015, 919, 927)",3,right,ACAd,"c(""ACAd1"", ""ACAd2/3"", ""ACAd5"", ""ACAd6a"", ""ACAd6b"")",WT,mPFF,F,pSyn,"c(935, 211, 1015, 919, 927)",WT5,46006.78324,4.662821869
2716,IM 67,"c(935, 211, 1015, 919, 927)",3,right,ACAd,"c(""ACAd1"", ""ACAd2/3"", ""ACAd5"", ""ACAd6a"", ""ACAd6b"")",WT,mPFF,F,pSyn,"c(935, 211, 1015, 919, 927)",WT5,56102.28358,4.748980539
2717,IM 69,"c(935, 211, 1015, 919, 927)",3,right,ACAd,"c(""ACAd1"", ""ACAd2/3"", ""ACAd5"", ""ACAd6a"", ""ACAd6b"")",WT,mPFF,M,pSyn,"c(935, 211, 1015, 919, 927)",WT5,50843.43272,4.706234865
2718,IM 71,"c(935, 211, 1015, 919, 927)",3,right,ACAd,"c(""ACAd1"", ""ACAd2/3"", ""ACAd5"", ""ACAd6a"", ""ACAd6b"")",WT,mPFF,M,pSyn,"c(935, 211, 1015, 919, 927)",WT5,54626.45353,4.737403006
2719,IM 72,"c(935, 211, 1015, 919, 927)",3,right,ACAd,"c(""ACAd1"", ""ACAd2/3"", ""ACAd5"", ""ACAd6a"", ""ACAd6b"")",WT,mPFF,M,pSyn,"c(935, 211, 1015, 919, 927)",WT5,52923.8238,4.723651215
2720,IM 98,"c(935, 211, 1015, 919, 927)",3,right,ACAd,"c(""ACAd1"", ""ACAd2/3"", ""ACAd5"", ""ACAd6a"", ""ACAd6b"")",WT,None,M,pSyn,"c(935, 211, 1015, 919, 927)",WT6,71249.75507,4.852783376
2721,IM 99,"c(935, 211, 1015, 919, 927)",3,right,ACAd,"c(""ACAd1"", ""ACAd2/3"", ""ACAd5"", ""ACAd6a"", ""ACAd6b"")",WT,None,M,pSyn,"c(935, 211, 1015, 919, 927)",WT6,70955.71378,4.850987373
2722,IM 100,"c(588, 296, 772, 810)",3,right,ACAv,"c(""ACAv1"", ""ACAv2/3"", ""ACAv5"", ""ACAv6a"")",WT,None,M,pSyn,"c(588, 296, 772, 810)",WT6,117195.9835,5.068912728
2723,IM 101,"c(588, 296, 772, 810, 819)",3,right,ACAv,"c(""ACAv1"", ""ACAv2/3"", ""ACAv5"", ""ACAv6a"", ""ACAv6b"")",WT,None,F,pSyn,"c(588, 296, 772, 810, 819)",WT6,48466.57695,4.685442348
